"sim","q","design","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","tpr","fpr"
1,0.9,"SRS",-1.98196608382453,2.06039794394958,0.121059621495802,"Converged",FALSE,4,62,7,27,0.99,0.01
1,0.9,"CC",-2.02042811204331,2.38157314694876,0.122882716819811,"Converged",FALSE,6,44,4,46,0.99,0.01
1,0.9,"BCC",-1.97241798926725,2.20388468206741,0.121492373408915,"Converged",FALSE,25,25,25,25,0.99,0.01
1,0.9,"RESID",-1.87838487095224,1.89027254302632,0.11986946985171,"Converged",FALSE,21,29,0,50,0.99,0.01
1,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,36,14,34,16,0.99,0.01
2,0.9,"SRS",-1.71072576958912,1.04965412125559,0.10345932523946,"Converged",FALSE,3,68,4,25,0.99,0.01
2,0.9,"CC",-1.74575380915029,1.14660390664237,0.103709684838191,"Converged",FALSE,2,48,7,43,0.99,0.01
2,0.9,"BCC",-1.79500090179981,1.25163222879649,0.103461956967409,"Converged",FALSE,26,26,23,25,0.99,0.01
2,0.9,"RESID",-1.71906911491251,1.02353930803053,0.104047613234225,"Converged",FALSE,7,43,0,50,0.99,0.01
2,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,30,20,23,27,0.99,0.01
3,0.9,"SRS",-1.95235620985968,1.9351779590226,0.10925351756078,"Converged",FALSE,4,67,2,27,0.99,0.01
3,0.9,"CC",-1.78070862117127,1.3878201086706,0.108601935485616,"Converged",FALSE,3,47,6,44,0.99,0.01
3,0.9,"BCC",-1.80312511689172,1.52364858557619,0.107952268693772,"Converged",FALSE,25,25,25,25,0.99,0.01
3,0.9,"RESID",-1.81546721992258,1.53284640533707,0.109026174708063,"Converged",FALSE,15,35,0,50,0.99,0.01
3,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,31,19,23,27,0.99,0.01
4,0.9,"SRS",-2.12061923715595,1.45668697335789,0.161324394777551,"Converged",FALSE,6,63,5,26,0.99,0.01
4,0.9,"CC",-2.31937738502245,2.08607193105258,0.163586707177112,"Converged",FALSE,3,47,8,42,0.99,0.01
4,0.9,"BCC",-2.33524947995131,2.15172488166174,0.162043966666339,"Converged",FALSE,25,25,25,25,0.99,0.01
4,0.9,"RESID",-2.21796414017225,1.67871005659742,0.162207250003651,"Converged",FALSE,13,37,2,48,0.99,0.01
4,0.9,"SFS",NA,NA,NA,"B-spline error",FALSE,25,25,37,13,0.99,0.01
5,0.9,"SRS",-1.87043909720109,1.78443314656698,0.0664169868708576,"Converged",FALSE,8,74,2,16,0.99,0.01
5,0.9,"CC",-1.84328253218212,1.70747731411048,0.0661159969642645,"Converged",FALSE,3,47,4,46,0.99,0.01
