"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-1.66362254333339,-0.263914360574414,0.00239620806674142,"Converged",FALSE,-2.04696619044993,1.00879428217129,0.00225929842207091,"Converged",FALSE,-1.77905306680965,0.0932337032372697,0.00243725360305229,"Converged",FALSE,-1.83327496729721,0.234976099558674,0.00247733101144292,"Converged",FALSE,-1.91995545384458,0.544647477062567,0.00242294209246889,"Converged",FALSE,0.95,0.05,"optMLE"
2,-1.19007514143922,2.50182201957886,-0.0291437667314454,"Converged",FALSE,-0.874661329768657,1.26307910445867,-0.0284461564051799,"Converged",FALSE,-1.02943938713923,2.03017884214709,-0.0292564849269655,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
3,-2.27297397774031,1.55107409585344,0.00173637999717067,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.21236962768795,1.43262323971719,0.00156786679386937,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.95,0.05,"optMLE"
4,-1.08655835999716,1.19634538586063,-0.0195090190551237,"Converged",FALSE,-1.24771704549339,1.78105804569149,-0.0193043158005176,"Converged",FALSE,-1.07063760014555,1.08516478938853,-0.0193359139193084,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.20244771203252,1.54793538417101,-0.0196465491551179,"Converged",FALSE,0.95,0.05,"optMLE"
5,-0.109880615418777,-1.0660285758185,-0.027455529304041,"Converged",FALSE,-0.339110528597532,-0.372286304616678,-0.0268927251600955,"Converged",FALSE,-0.633465783753884,0.441550215686631,-0.0262894489024398,"Converged",FALSE,-0.199418158916861,-0.868846440528335,-0.0270868639370766,"Converged",FALSE,-0.335450835258044,-0.465455696737071,-0.0267116026735219,"Converged",FALSE,0.95,0.05,"optMLE"
6,-2.11965187963249,2.45206289330001,-0.00835351447981552,"Converged",FALSE,-2.16197920274992,2.40760817632075,-0.00740024871079709,"Converged",FALSE,-1.81115770351674,1.34397762341257,-0.00800043540265505,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
7,-1.39695069013594,-0.864020137614919,-0.00166048769363519,"Converged",FALSE,-1.71988514541347,0.181606998379479,-0.00192822856565292,"Converged",FALSE,NA,NA,NA,"MAX_ITER reached",FALSE,-0.985059165768256,-2.03092609752062,-0.00152947466202561,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.95,0.05,"optMLE"
8,-3.34557990018025,2.30321931663772,0.0179255178934054,"Converged",FALSE,-3.200787050441,1.94947231248943,0.01738662493903,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-3.41784823341136,2.39685217546941,0.0170674843096939,"Converged",FALSE,-2.99308105765446,1.32904346460098,0.0175138492822551,"Converged",FALSE,0.95,0.05,"optMLE"
9,-0.757912257698566,-0.918523527442209,-0.0114709037285098,"Converged",FALSE,-1.07594261122637,0.0943038973076301,-0.011325256334439,"Converged",FALSE,-0.793325327205508,-0.818213097920781,-0.0113762311307338,"Converged",FALSE,-0.563425747843675,-1.5568990535341,-0.0118199804623841,"Converged",FALSE,-0.666942157229556,-1.21908654499623,-0.0112743986280679,"Converged",FALSE,0.95,0.05,"optMLE"
10,-2.61683238531131,0.703312845651812,0.0129806344899747,"Converged",FALSE,-2.72768304256897,1.06128217940675,0.0131243652466323,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.66270570229224,0.740954336818191,0.0133204911541217,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
11,-1.48281598235293,-0.126724158272542,-0.00312433558537926,"Converged",FALSE,-1.48573280729788,-0.123126734567911,-0.00311418975739732,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.53276402202958,0.0366209760201322,-0.00317788982661101,"Converged",FALSE,-1.56021332195296,0.123556916673639,-0.00319848021686804,"Converged",FALSE,0.95,0.05,"optMLE"
12,-1.64152600753378,0.176522445115304,-0.000757436116602933,"Converged",FALSE,-1.49462643301559,-0.289924338183751,-0.000712201707725076,"Converged",FALSE,-1.63127561671944,0.14178990727089,-0.000755611069392854,"Converged",FALSE,-1.60155944319187,0.0458995142089405,-0.000755547753338217,"Converged",FALSE,-1.48297716476087,-0.329894043580915,-0.000837526801353345,"Converged",FALSE,0.95,0.05,"optMLE"
13,-0.875433064159274,-0.905710558795281,-0.00946223404229957,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.837712863301274,-0.953488018248168,-0.00973070779085311,"Converged",FALSE,-1.00019477681091,-0.42632814780675,-0.00962963682895267,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.95,0.05,"optMLE"
14,-0.904297164556036,2.69166730440955,-0.0350493781604362,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.851649119476275,2.78957161002558,-0.035941117228597,"Converged",FALSE,-0.888449269326537,2.7045203111273,-0.0362859022231674,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.95,0.05,"optMLE"
