"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr","design"
1,-0.598848903101688,-0.620605082330607,-0.0220436604928067,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.87274121551241,0.160097109624612,-0.021652515522892,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
2,-1.88258673916314,1.42514453159646,-0.00789806640177279,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.79689473705006,1.15698303952872,-0.00809104047086417,"Converged",FALSE,-1.74739613966077,1.01133282892941,-0.00790447342842119,"Converged",FALSE,-1.88353005039099,1.45922971672269,-0.00830978946174693,"Converged",FALSE,0.99,0.01,"optMLE"
3,-1.41166311939142,1.52229383560346,-0.0164989217335697,"Converged",FALSE,-1.40118325292641,1.51596939653578,-0.0166897430522574,"Converged",FALSE,-1.34808581900091,1.26054080430215,-0.0167312078627765,"Converged",FALSE,-1.39281937937939,1.46640553492659,-0.016810161377039,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
4,-1.34922058649059,1.47789242645103,-0.017939165984738,"Converged",FALSE,-1.43997436062605,1.56612019461101,-0.0172138007377127,"Converged",FALSE,-1.72173535819465,2.30923933356159,-0.0164075591705971,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
5,-1.79815113805703,2.1484252715439,-0.0166065781375977,"Converged",FALSE,-1.54526643390573,1.27644451151072,-0.0165188979468486,"Converged",FALSE,-1.57860144593037,1.40940592882639,-0.0166482430741948,"Converged",FALSE,-1.52206162806453,1.25815879928748,-0.0165853562805673,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
6,-2.03758712220798,2.32824533257498,-0.00910396838621319,"Converged",FALSE,-1.72761351096899,1.43570450113433,-0.00932023281374427,"Converged",FALSE,-1.90727823099859,1.87605538270061,-0.00901870289252192,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
7,-0.401294650807091,0.336678294997319,-0.0322753337061576,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.286258702706007,-0.0260806195681447,-0.0323016919001327,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
8,-1.2667248011673,0.972531860232549,-0.0188204190308329,"Converged",FALSE,-1.59235463434786,2.00341356154859,-0.0181430112145063,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.26277398267647,0.986765430666929,-0.0185225343651134,"Converged",FALSE,0.99,0.01,"optMLE"
9,-2.25340704431196,-0.362197035858808,0.0135880586505581,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.52921939734705,0.490498371246085,0.0135736589981211,"Converged",FALSE,-2.38498053211963,0.0600512302526574,0.0135858449647605,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01,"optMLE"
10,-2.08092358907666,2.07705563358496,-0.00879071650081882,"Converged",FALSE,-2.14927786787105,2.29660695279577,-0.00872087886715387,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
11,-2.29924040181173,2.12429639040723,-0.00256011707145212,"Converged",FALSE,-2.08542072585121,1.36221820293896,-0.00236859807564789,"Converged",FALSE,-2.28431082161632,2.02347581471064,-0.00228984571228826,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
12,NA,NA,NA,"B-spline error",FALSE,-1.55761588464197,-0.924742900915313,0.00321997980745753,"Converged",FALSE,-1.59636265713615,-0.833034351402552,0.00346448906551324,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.60705567828633,-0.811494585439877,0.00353366048995725,"Converged",FALSE,0.99,0.01,"optMLE"
13,-1.15828730544642,-0.422237137381367,-0.00877150324123019,"Converged",FALSE,-1.49291445586813,0.598869883449027,-0.00839823630369737,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.13111052709634,-0.508360617471895,-0.00877984590970159,"Converged",FALSE,0.99,0.01,"optMLE"
14,-0.665767776346914,0.19964374166255,-0.0258325228150247,"Converged",FALSE,-0.700078881110762,0.315858989893315,-0.0257938304887983,"Converged",FALSE,-0.655054971246865,0.167126656681165,-0.0258189987443518,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.629016015785888,0.0803014727885095,-0.0258132872887012,"Converged",FALSE,0.99,0.01,"optMLE"
15,-1.17741638534659,0.989720132750093,-0.022532411898629,"Converged",FALSE,-1.26302832747901,1.18501000034192,-0.0222476493198987,"Converged",FALSE,-1.09066874975074,0.698002801770064,-0.0225725663301091,"Converged",FALSE,-1.15663388995948,0.872796757610804,-0.0227369592040197,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
16,0.0301804427708793,-0.605787060010737,-0.0316975269511426,"Converged",FALSE,0.0327464266312932,-0.555831965871832,-0.0317165417550237,"Converged",FALSE,0.17024268865482,-1.07982778409053,-0.0316801803234014,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.100883754791655,-0.881634740091631,-0.031399714927307,"Converged",FALSE,0.99,0.01,"optMLE"
17,-1.56083775090822,1.49925613287832,-0.0167267126155462,"Converged",FALSE,-1.5080337163698,1.3605771812586,-0.0168159386973376,"Converged",FALSE,-1.53047316058538,1.44738747898288,-0.0168510920860085,"Converged",FALSE,-1.50838296152489,1.37824772515598,-0.0171347296728412,"Converged",FALSE,-1.42052513491349,1.10985030232451,-0.0170903247058274,"Converged",FALSE,0.99,0.01,"optMLE"
18,-1.12262546139458,-0.201974183590735,-0.0127614968819777,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.0547050261451,-0.401993864107335,-0.01287603484201,"Converged",FALSE,-1.05319470961254,-0.415063704718696,-0.0128848825302757,"Converged",FALSE,-1.07634778971604,-0.326453392448413,-0.012867099294881,"Converged",FALSE,0.99,0.01,"optMLE"
19,-0.981164743036002,1.60321023384348,-0.0298896622624386,"Converged",FALSE,-0.923178873439126,1.41980153163687,-0.0297544438800927,"Converged",FALSE,-1.11317116282521,2.01094277256922,-0.0298435989995773,"Converged",FALSE,-1.11214801889818,1.99660134768105,-0.0300340018988309,"Converged",FALSE,-1.00228653164315,1.63694775702345,-0.029323862842432,"Converged",FALSE,0.99,0.01,"optMLE"
20,-0.257321045903289,-1.66980677795199,-0.0251668636355159,"Converged",FALSE,-0.623824218004173,-0.492856455425419,-0.0248756838939552,"Converged",FALSE,-0.508584571943793,-0.857798915155493,-0.0250884898062619,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
21,-3.23530859849287,1.90842619452635,0.0204343114234041,"Converged",FALSE,-2.94436334568783,0.950663384287781,0.0203541398628363,"Converged",FALSE,NA,NA,NA,"MAX_ITER reached",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
22,-1.31371573145015,1.17301998020763,-0.0179410664525609,"Converged",FALSE,-1.09344652656228,0.513018586838858,-0.0182192997034125,"Converged",FALSE,-0.968665312142176,0.137214629402504,-0.018278910305965,"Converged",FALSE,-1.271708751426,0.987188528287373,-0.0180354851861912,"Converged",FALSE,-1.098721320333,0.513263931747658,-0.0182697578057005,"Converged",FALSE,0.99,0.01,"optMLE"
23,-1.8671555213914,0.782616307874891,-0.00428276574505713,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.47559657733835,-0.500994848361052,-0.0041437590155123,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01,"optMLE"
24,-1.54181006908183,1.29788123983939,-0.0144029408474239,"Converged",FALSE,-1.23538528053419,0.285024027585304,-0.0140172686033291,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.29060441217359,0.57524247786354,-0.0143350929438564,"Converged",FALSE,0.99,0.01,"optMLE"
