"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-1.93131027023854,1.85799010793731,0.124712575461302,"Converged",FALSE,22,15,23,40,"MLE",0.99,0.01
1,0.25,-1.98608587783466,1.92527019410239,0.125286508122316,"Converged",FALSE,28,11,21,40,"MLE",0.99,0.01
1,0.5,-1.88176440107921,1.63494984658063,0.124702197484216,"Converged",FALSE,21,21,19,39,"MLE",0.99,0.01
1,0.75,-1.91964597296284,1.80632157635123,0.125136686978944,"Converged",FALSE,41,12,18,29,"MLE",0.99,0.01
1,0.9,-1.93211505002562,1.91687243139719,0.124480948348001,"Converged",FALSE,50,12,26,12,"MLE",0.99,0.01
2,0.1,-1.86992927908815,1.90812289198023,0.100319888202531,"Converged",FALSE,34,12,21,33,"MLE",0.99,0.01
2,0.25,-1.85582624711859,1.73184589387875,0.10030895314566,"Converged",FALSE,18,19,18,45,"MLE",0.99,0.01
2,0.5,-1.87935156493484,1.88771754207585,0.100944336205828,"Converged",FALSE,16,23,17,44,"MLE",0.99,0.01
2,0.75,-1.83390789848767,1.73583585789761,0.100452440152013,"Converged",FALSE,38,12,13,37,"MLE",0.99,0.01
2,0.9,-1.90835099135117,1.9623623569266,0.100548402535935,"Converged",FALSE,35,15,10,40,"MLE",0.99,0.01
3,0.1,-1.25687332644794,0.310963793442845,0.0852292995267143,"Converged",FALSE,23,25,17,35,"MLE",0.99,0.01
3,0.25,-1.25843810463599,0.340349265437469,0.0853275982388524,"Converged",FALSE,46,5,34,15,"MLE",0.99,0.01
3,0.5,-1.51673712124701,1.18914043888591,0.0851184251244699,"Converged",FALSE,29,17,18,36,"MLE",0.99,0.01
3,0.75,-1.23312303881876,0.246066524903683,0.0853153676997306,"Converged",FALSE,34,12,42,12,"MLE",0.99,0.01
3,0.9,-1.40771837838979,0.80764048065476,0.0859363372350622,"Converged",FALSE,35,14,37,14,"MLE",0.99,0.01
4,0.1,-1.80523069604228,0.937466238376604,0.127323640666402,"Converged",FALSE,22,29,21,28,"MLE",0.99,0.01
4,0.25,-1.90427910587259,1.25320600726038,0.127023339507852,"Converged",FALSE,22,25,22,31,"MLE",0.99,0.01
4,0.5,-1.90327104472063,1.214655185709,0.127764148063885,"Converged",FALSE,15,24,17,44,"MLE",0.99,0.01
4,0.75,-1.93510588256918,1.38949275689291,0.126810812719704,"Converged",FALSE,41,12,25,22,"MLE",0.99,0.01
4,0.9,-1.74127360161106,0.830561513000219,0.126572234716754,"Converged",FALSE,39,16,27,18,"MLE",0.99,0.01
5,0.1,-1.32432051268347,0.870704096683479,0.0685922320099752,"Converged",FALSE,43,4,38,15,"MLE",0.99,0.01
5,0.25,-1.30178029913369,0.787302642432573,0.0683389463069775,"Converged",FALSE,18,30,19,33,"MLE",0.99,0.01
