"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
1,0.25,-1.63775986576296,0.709775843835223,0.103939687712836,"Converged",FALSE,21,28,18,33,"MLE",0.99,0.01
1,0.5,-1.69248168717166,0.820558075848367,0.104409604481066,"Converged",FALSE,28,11,17,44,"MLE",0.99,0.01
1,0.75,-1.77703346133657,1.18490596431407,0.104343931735198,"Converged",FALSE,40,12,24,24,"MLE",0.99,0.01
1,0.9,-1.75725840808517,1.13439308916137,0.104522355781083,"Converged",FALSE,38,16,26,20,"MLE",0.99,0.01
2,0.1,-1.53857719898597,0.761981894271189,0.102801721373566,"Converged",FALSE,41,3,41,15,"MLE",0.99,0.01
2,0.25,-1.42304736060819,0.414011852746939,0.102279159587921,"Converged",FALSE,19,30,18,33,"MLE",0.99,0.01
2,0.5,-1.28465362116689,0.00873158993905392,0.100896175766569,"Converged",FALSE,19,36,15,30,"MLE",0.99,0.01
2,0.75,-1.47069982333359,0.596050271219701,0.102156834497908,"Converged",FALSE,37,12,39,12,"MLE",0.99,0.01
2,0.9,-1.53743590001964,0.76149445836695,0.102828165533022,"Converged",FALSE,33,13,39,15,"MLE",0.99,0.01
3,0.1,-1.78411486763219,0.341922872066041,0.138878971007678,"Converged",FALSE,22,30,28,20,"MLE",0.99,0.01
3,0.25,-1.80576164688831,0.391333259065513,0.139178664728563,"Converged",FALSE,37,5,53,5,"MLE",0.99,0.01
3,0.5,-1.84139446156175,0.51750783580203,0.138944556044095,"Converged",FALSE,17,33,23,27,"MLE",0.99,0.01
3,0.75,-1.82685394541818,0.455569456252225,0.138821514918237,"Converged",FALSE,39,12,30,19,"MLE",0.99,0.01
3,0.9,-2.04550321042686,1.09391835351093,0.139318491653217,"Converged",FALSE,38,12,36,14,"MLE",0.99,0.01
4,0.1,-1.27769461225493,0.45201007764441,0.0888137735959367,"Converged",FALSE,19,22,18,41,"MLE",0.99,0.01
4,0.25,-1.40312327811067,0.915156371318817,0.0886232889941709,"Converged",FALSE,44,9,16,31,"MLE",0.99,0.01
4,0.5,-1.24117204550101,0.352537511196893,0.0887504063632862,"Converged",FALSE,33,10,20,37,"MLE",0.99,0.01
4,0.75,-1.37298365021426,0.729706634064846,0.0883890771975792,"Converged",FALSE,40,12,28,20,"MLE",0.99,0.01
4,0.9,-1.25489539506463,0.387342603847744,0.0887317076469791,"Converged",FALSE,36,13,35,16,"MLE",0.99,0.01
5,0.1,-1.09900237999377,-0.633368352364203,0.106259608175359,"Converged",FALSE,19,32,25,24,"MLE",0.99,0.01
5,0.25,-1.06110829196182,-0.757845089196662,0.105917871996633,"Converged",FALSE,22,29,33,16,"MLE",0.99,0.01
5,0.5,-1.15374446553425,-0.450611312312741,0.106602586621785,"Converged",FALSE,16,33,25,26,"MLE",0.99,0.01
5,0.75,-1.06037053931519,-0.687836260009854,0.105999074598053,"Converged",FALSE,13,37,29,21,"MLE",0.99,0.01
5,0.9,-1.16043122997152,-0.410466918660497,0.106638337559112,"Converged",FALSE,33,13,41,13,"MLE",0.99,0.01
6,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
6,0.25,-1.52121012747296,0.925545917062818,0.0992160384208568,"Converged",FALSE,20,26,18,36,"MLE",0.99,0.01
6,0.5,-1.4306732017892,0.649998604966447,0.0995904802437174,"Converged",FALSE,40,10,35,15,"MLE",0.99,0.01
6,0.75,-1.48118918390875,0.857219145765817,0.0992079090584519,"Converged",FALSE,49,12,27,12,"MLE",0.99,0.01
6,0.9,-1.49043614670526,0.919976958732148,0.0991404350125991,"Converged",FALSE,41,14,30,15,"MLE",0.99,0.01
7,0.1,NA,NA,NA,"Singular information",FALSE,NA,NA,NA,NA,NA,0.99,0.01
7,0.25,-1.1236896034362,0.771482053312845,0.0572246342254588,"Converged",FALSE,29,18,19,34,"MLE",0.99,0.01
7,0.5,-1.32232091040732,1.47534571810338,0.0573562569214334,"Converged",FALSE,31,16,16,37,"MLE",0.99,0.01
7,0.75,-1.02611786767485,0.504039813061157,0.0570848774032072,"Converged",FALSE,43,12,27,18,"MLE",0.99,0.01
7,0.9,-1.17393536103636,0.957271231542611,0.0571005223701389,"Converged",FALSE,38,13,23,26,"MLE",0.99,0.01
8,0.1,-1.13614249755356,0.163970717930752,0.0828752710624895,"Converged",FALSE,45,4,47,4,"MLE",0.99,0.01
8,0.25,-1.31097938679317,0.724457912250632,0.0828006075075869,"Converged",FALSE,20,24,21,35,"MLE",0.99,0.01
8,0.5,-1.20208309044473,0.380890150401837,0.082978655823928,"Converged",FALSE,17,32,16,35,"MLE",0.99,0.01
8,0.75,-1.31096729204287,0.743169877355084,0.0824082530150549,"Converged",FALSE,33,15,40,12,"MLE",0.99,0.01
8,0.9,NA,NA,NA,"B-spline error",FALSE,39,12,37,12,"MLE",0.99,0.01
9,0.1,-1.39830812836509,0.422518623782614,0.0987667427445659,"Converged",FALSE,17,34,21,28,"MLE",0.99,0.01
9,0.25,-1.30308079265447,0.127163475265207,0.0989210512845646,"Converged",FALSE,21,29,19,31,"MLE",0.99,0.01
9,0.5,-1.47237013425646,0.645582261898643,0.0987308632031673,"Converged",FALSE,16,32,19,33,"MLE",0.99,0.01
9,0.75,-1.44656995820071,0.571199485625586,0.0986848036003364,"Converged",FALSE,36,12,40,12,"MLE",0.99,0.01
9,0.9,-1.50020053903425,0.736674936077556,0.099344089030555,"Converged",FALSE,33,15,23,29,"MLE",0.99,0.01
