"sim","q","beta0","beta1","beta2","conv_msg","resampled_V","des_n00","des_n01","des_n10","des_n11","wave1est","tpr","fpr"
1,0.1,-2.68129427946569,4.06416937387334,0.117882688049132,"Converged",FALSE,27,9,62,2,"MLE",0.5,0.5
1,0.25,-1.91623062789055,2.0195211262967,0.110395525157536,"Converged",FALSE,17,36,23,24,"MLE",0.5,0.5
1,0.5,-1.66415620017984,1.19186418896872,0.110302879961621,"Converged",FALSE,13,34,13,40,"MLE",0.5,0.5
1,0.75,-0.869981530773641,-1.39363979189834,0.109975608853614,"Converged",FALSE,7,39,10,44,"MLE",0.5,0.5
1,0.9,-2.21711475177272,2.82130149240504,0.11298023481178,"Converged",FALSE,2,42,5,51,"MLE",0.5,0.5
2,0.1,-1.84048268375912,1.14592288833799,0.115283219738854,"Converged",FALSE,21,41,17,21,"MLE",0.5,0.5
2,0.25,-1.81594979387085,1.13054831648302,0.115503412046491,"Converged",FALSE,44,6,43,7,"MLE",0.5,0.5
2,0.5,-1.16404343704389,-0.915341841039108,0.113913691505791,"Converged",FALSE,13,34,13,40,"MLE",0.5,0.5
2,0.75,-2.02059182545655,1.63208721773754,0.116219248666845,"Converged",FALSE,9,37,13,41,"MLE",0.5,0.5
2,0.9,-2.35728335586121,2.98484616138121,0.117377894196355,"Converged",FALSE,35,17,29,19,"MLE",0.5,0.5
3,0.1,-1.97284365954642,1.04144194694577,0.13883682931875,"Converged",FALSE,39,5,49,7,"MLE",0.5,0.5
3,0.25,-2.28951770023529,1.97132557898806,0.140239161306847,"Converged",FALSE,36,8,46,10,"MLE",0.5,0.5
3,0.5,NA,NA,NA,"MAX_ITER reached",FALSE,41,12,33,14,"MLE",0.5,0.5
3,0.75,-2.18766464222462,1.8036253836277,0.139074487607036,"Converged",FALSE,39,14,29,18,"MLE",0.5,0.5
3,0.9,-1.46868273699755,-0.645822310745764,0.138833724553223,"Converged",FALSE,28,21,31,20,"MLE",0.5,0.5
4,0.1,-2.68378277282782,4.94311391761183,0.0711173680700895,"Converged",FALSE,29,12,52,7,"MLE",0.5,0.5
4,0.25,-0.398365812768832,-2.06184481747392,0.0685042311334152,"Converged",FALSE,27,16,49,8,"MLE",0.5,0.5
4,0.5,-2.45796044023569,4.0897931487988,0.0710000439343049,"Converged",FALSE,27,12,42,19,"MLE",0.5,0.5
4,0.75,-2.84368270902141,5.30607789645945,0.080175313085553,"Converged",FALSE,7,41,11,41,"MLE",0.5,0.5
4,0.9,-2.55589247279541,4.55719401767976,0.0740577342048934,"Converged",FALSE,26,22,33,19,"MLE",0.5,0.5
5,0.1,-1.06810194938688,-0.206263448992669,0.0976174332726726,"Converged",FALSE,18,27,18,37,"MLE",0.5,0.5
5,0.25,-0.837550240739647,-0.897094518677669,0.0977189852937741,"Converged",FALSE,33,11,46,10,"MLE",0.5,0.5
5,0.5,-1.93896495504529,2.47843391332123,0.0995182062201821,"Converged",FALSE,15,33,13,39,"MLE",0.5,0.5
5,0.75,-2.1491234227708,3.43158244672954,0.0992835682973981,"Converged",FALSE,34,15,36,15,"MLE",0.5,0.5
5,0.9,-0.752928518811258,-1.14357128454108,0.0983895488611161,"Converged",FALSE,8,42,6,44,"MLE",0.5,0.5
6,0.1,-1.73167022379871,1.80426000059275,0.0883516609990736,"Converged",FALSE,19,28,17,36,"MLE",0.5,0.5
6,0.25,-0.77431274858574,-1.11992259433731,0.0869547960349084,"Converged",FALSE,16,35,19,30,"MLE",0.5,0.5
6,0.5,-1.12051403003076,0.0371726038595226,0.086621519801373,"Converged",FALSE,13,42,14,31,"MLE",0.5,0.5
6,0.75,-0.0128888874203477,-3.64701936844588,0.0903314505124171,"Converged",FALSE,16,34,8,42,"MLE",0.5,0.5
6,0.9,-1.26212843628145,0.499423110230212,0.0867580320595278,"Converged",FALSE,5,40,4,51,"MLE",0.5,0.5
7,0.1,-0.880431046277705,-0.362244159705137,0.0705543252811765,"Converged",FALSE,44,7,43,6,"MLE",0.5,0.5
7,0.25,-1.9945875385858,3.09649472704661,0.0737248062011265,"Converged",FALSE,37,12,43,8,"MLE",0.5,0.5
7,0.5,-1.51940034483523,1.62812827956802,0.0707477292435888,"Converged",FALSE,13,38,13,36,"MLE",0.5,0.5
7,0.75,-1.74957041578039,2.47313109600168,0.0707892981849041,"Converged",FALSE,12,42,10,36,"MLE",0.5,0.5
7,0.9,-1.53139072465322,1.5932529304258,0.0721594127544117,"Converged",FALSE,7,43,8,42,"MLE",0.5,0.5
8,0.1,-0.236357630526796,-2.8081482965075,0.0828929635955926,"Converged",FALSE,57,3,32,8,"MLE",0.5,0.5
8,0.25,-2.45727064321597,4.40895858444438,0.0873441309540678,"Converged",FALSE,16,21,17,46,"MLE",0.5,0.5
8,0.5,-1.8732738045135,2.60167302242338,0.0839328900412665,"Converged",FALSE,34,13,41,12,"MLE",0.5,0.5
