"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_resampled_V","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_resampled_V","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_resampled_V","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","sfs_beta0","sfs_beta1","sfs_beta2","sfs_conv_msg","tpr","fpr"
1,-0.516521248398336,1.11880495155264,-0.0342904503410476,"Converged",FALSE,-0.727547063783366,1.7678680798182,-0.0335333801480258,"Converged",FALSE,-0.729582439957612,1.70485447540024,-0.0339811678740282,"Converged",FALSE,-0.868071760822234,2.18393557780382,-0.0342031106244779,"Converged",FALSE,-0.401184556074035,0.73124941271473,-0.0340862772296755,"Converged",0.95,0.05
2,-3.12040782953866,3.20806262522962,0.00704206097367443,"Converged",FALSE,-2.70907286151761,1.97520467166903,0.00696028082125379,"Converged",FALSE,-2.86504532739091,2.38570873433803,0.00720517955049422,"Converged",FALSE,-2.57719948671811,1.61102043375493,0.00673682891766207,"Converged",FALSE,-3.16561816259255,3.08106410065252,0.00795468170562661,"Converged",0.95,0.05
3,-1.18635054376999,0.815800738618491,-0.014742928377336,"Converged",FALSE,-1.05743205074627,0.368511305200347,-0.0146456667709379,"Converged",FALSE,-1.20576548664798,0.87551029138223,-0.0146294623087981,"Converged",FALSE,-1.12263753732301,0.644517467616393,-0.0148529334173358,"Converged",FALSE,-1.36671429697158,1.3154912902505,-0.0145600422674225,"Converged",0.95,0.05
4,NA,NA,NA,"B-spline error",FALSE,-1.4141121552924,0.74541442572155,-0.0127562199804667,"Converged",FALSE,-1.5184919989134,1.02402584079715,-0.0123499076892541,"Converged",FALSE,-1.63235479090726,1.33047692755654,-0.0123352849018805,"Converged",FALSE,NA,NA,NA,"B-spline error",0.95,0.05
5,-1.77440314931678,0.725896111988548,-0.00269619343556632,"Converged",FALSE,-2.2176840315708,1.91285147860934,-0.0023312897979115,"Converged",FALSE,-2.27728017816755,2.17330867395442,-0.00276034659231047,"Converged",FALSE,-1.99955878038626,1.42133965813921,-0.00240000528891695,"Converged",FALSE,-2.03943605428749,1.51218921648629,-0.00233435862931038,"Converged",0.95,0.05
6,-2.58056457029441,2.32734954799573,0.00298924152481282,"Converged",FALSE,-2.8169915299452,3.0340976598574,0.0026366794046025,"Converged",FALSE,-2.66684668011567,2.47169358386623,0.00326026637635875,"Converged",FALSE,-2.78827030573239,2.81334395123939,0.00347885805912664,"Converged",FALSE,-2.80875412380778,3.06806302904652,0.00269801728089925,"Converged",0.95,0.05
7,-1.04663290896777,0.165091695795388,-0.0169243562838069,"Converged",FALSE,-1.15767427870206,0.50698343087528,-0.0168210482928347,"Converged",FALSE,-1.00303822974418,0.0483318447546458,-0.0170403183342911,"Converged",FALSE,-1.20939482503519,0.714032647545364,-0.0168283944747893,"Converged",FALSE,-2.11618840025138,3.11697366811388,-0.015798135334737,"Converged",0.95,0.05
8,-1.3571028038897,1.06630170843215,-0.0165010384901048,"Converged",FALSE,-1.26226755574469,0.79290573106639,-0.0164261887304541,"Converged",FALSE,-1.30205444722109,0.902886887806715,-0.016639169997689,"Converged",FALSE,-1.50314845630877,1.59783485623461,-0.0164131133674024,"Converged",FALSE,-1.40860968818144,1.16964033975567,-0.0158604537058544,"Converged",0.95,0.05
9,-1.83849393152547,0.673274356172414,-0.0011808777235715,"Converged",FALSE,-1.64232663729153,0.0634225726270497,-0.00145168157610872,"Converged",FALSE,-1.9662320576366,1.01194107456536,-0.000894270664829106,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.47886068852994,-0.423496273249352,-0.00169045924332315,"Converged",0.95,0.05
10,-1.63200394066295,-0.487892403074268,0.00202197081079038,"Converged",FALSE,-1.9940992746558,0.659450726485361,0.00203847553029204,"Converged",FALSE,-1.73084810058558,-0.191001923697976,0.00217104204191812,"Converged",FALSE,-1.8464592834956,0.195856568726006,0.00198743575944025,"Converged",FALSE,-1.86302999315524,0.237636421431307,0.00201562228756726,"Converged",0.95,0.05
11,-1.18152098013535,0.301217328679263,-0.0177329388478926,"Converged",FALSE,-1.56460170124313,1.6220503693672,-0.0181006507867148,"Converged",FALSE,-1.27376976750386,0.582504462476149,-0.0177175982476137,"Converged",FALSE,-1.20358459320241,0.374490094478308,-0.0177662706979819,"Converged",FALSE,-1.10614355946782,0.0664892780968778,-0.017783849164631,"Converged",0.95,0.05
12,-1.82275212844956,2.36747241820734,-0.0139373994127164,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.9418243244909,2.67558203905419,-0.0124834308569394,"Converged",FALSE,-2.564889158557,4.28039918496337,-0.0123865921150616,"Converged",FALSE,-2.07539771642136,3.07958228322135,-0.0138940303193359,"Converged",0.95,0.05
13,-2.57810067986399,2.04933832528677,0.00192456284329785,"Converged",FALSE,-2.83110022244098,2.95213878300133,0.00221889215892432,"Converged",FALSE,-2.94825372241626,3.26672109205475,0.00193330931511159,"Converged",FALSE,-2.44427942960297,1.6576436874554,0.00212769867091724,"Converged",FALSE,-2.73038018426493,2.56788825051185,0.00215016268289813,"Converged",0.95,0.05
14,-2.65855675740459,1.73292953158602,0.00650805803197092,"Converged",FALSE,-2.70155952785084,1.99310540869918,0.0062534694238148,"Converged",FALSE,-2.7947455689731,2.07570114996886,0.00654565101832926,"Converged",FALSE,-2.80400330233601,2.1283449257488,0.0065208804599803,"Converged",FALSE,NA,NA,NA,"B-spline error",0.95,0.05
15,-2.3426770003592,3.16158510848867,-0.00643939675858473,"Converged",FALSE,-1.94290093063457,1.85448961986505,-0.00568752064028027,"Converged",FALSE,-2.19259383804747,2.5345754827739,-0.00531513527103457,"Converged",FALSE,-2.00224603192696,2.05075818796092,-0.00633146117638197,"Converged",FALSE,-1.86692077132778,1.65199506257428,-0.00593440929373753,"Converged",0.95,0.05
