"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2"
40,-1.87238570338067,1.15553039405009,-0.00224158587304087,-1.82079337675712,0.85033186787684,-0.0021591343233309,-0.600959896004478,-1.04893236450588,-0.0136077593059458,-1.9207794040897,1.2834553337939,-0.00211868271957175
41,-0.92995490339787,1.39506609414547,-0.0297511490075549,-0.972143511260122,1.38574246499292,-0.0303185563723006,-0.22811641415702,1.22119506321568,-0.0443127023388998,-1.28113092509428,2.51911296694153,-0.0309652502433904
42,-1.6537373467123,-0.189370705913306,0.00457088791006382,-1.75462516447358,0.180665733857821,0.00410609560478979,-1.91839560499144,1.14674183102463,-0.00216568082672276,-1.81149104869182,0.420869681432204,0.00396923808232106
43,-1.4432372059284,0.628137316255721,-0.0129145276022893,-1.42812648685935,0.451671717622602,-0.0124789751863085,-1.74772331094575,0.480342610397115,-0.00870578955494167,-1.69552895645221,1.40582565424042,-0.0126402212061297
44,-0.397990457675047,0.74022666112248,-0.0321670267672456,-0.15510103335175,0.0449283707330504,-0.0327774090848369,-0.500911154159849,-2.2594116361413,-0.00413042309216128,-0.139876150929262,0.00487988182409399,-0.0327919782809015
45,-0.904095249894065,0.309009858253026,-0.0197686118231259,-0.707213701569595,-0.251341814984558,-0.0200220178223255,-1.63129665000294,2.58864400064901,-0.0173242116206962,-0.84465520426361,0.147530599332997,-0.0199824254594222
46,-1.98396149503393,0.637322142948447,0.00035469283173406,-1.88060568882606,0.229191182982494,0.000667174613736107,-1.64349659595993,-0.791591046061091,0.00959722369462841,-2.0368021482768,0.817646037832293,0.000443952266201666
47,-1.96517658367301,1.47636861697757,-0.0057384843930278,-1.75557457438537,0.636341427854784,-0.00501802145395346,-4.69554384386066,0.40477202945043,0.0387676338482159,-2.11752153064014,1.75885970159431,-0.00476548954405515
48,-2.02059799740206,1.80990445635896,-0.00584948050513428,-1.86179553422619,1.11373767583542,-0.005639982603551,-2.68544729465912,4.60339445371529,-0.0177338726110258,-2.28625832879151,2.5273829240173,-0.00521532374772874
49,-0.572132736148361,0.707887083291394,-0.0280986002540256,-0.334337507535574,-0.0506179372442933,-0.0280657882380647,0.647462773920294,0.250215306789846,-0.0458020989441801,-0.949104994452826,1.9084540801673,-0.0281498172787936
50,-2.95908169756701,2.196082190261,0.0114918488746275,-2.59717703038318,0.958069644259604,0.0112757613090474,-0.779784584873984,-0.360166173652618,-0.0146767414303281,-2.66337423853546,1.26224978573796,0.0115388922485185
51,-0.518935440116481,0.261061795612487,-0.0261571923452322,-0.580982634576077,0.369842604204387,-0.0259247478887566,-2.0591039835958,0.50018872052606,0.00717326243298761,-0.715471217999569,0.823180723461744,-0.025678048181242
52,-2.08634486649929,1.29130615277344,-0.00408112338375663,-1.88962256121568,0.659517558197082,-0.00464916803390194,2.42178498916188,2.21927621848611,-0.112628811124657,-2.00737011449947,1.08823181380797,-0.00451892414224307
53,-1.51559502105819,0.187352232442775,-0.00459091590616099,-1.37015795201243,-0.258079935921396,-0.00443897326914165,2.35094974780352,-1.77328411540086,-0.078247682387347,-1.38829649881307,-0.227401331423566,-0.00449849207918943
54,-1.05974549461663,0.938254813115776,-0.022437290910226,-1.04065413632753,0.695572717621361,-0.0220018963057173,-2.35401173575441,2.3538013017746,0.00396114916611267,-1.16738269876898,1.19918254137628,-0.0222928772246644
55,-1.44254059411456,0.997335527822356,-0.0126637205452761,-1.28059467733975,0.483604675474712,-0.0132379289855302,1.10780745731692,0.539421931759643,-0.0607832675411798,-1.22024310592811,0.371941964826957,-0.0132746767046383
56,-1.58689537471186,1.62330406273305,-0.0186109538348611,-1.50163462870946,1.0965708830897,-0.0181474770281476,1.53358238070449,-6.24152728541642,-0.0452209948437338,-1.66145642330825,1.79613303921427,-0.0178137359581579
57,-2.25347947145616,2.68066924790064,-0.00727787408215603,-1.80475176820131,0.984427790734739,-0.00617745068612772,-2.29349701190676,1.93712529766503,0.00399183062334847,-2.26114590976051,2.6692144270385,-0.00642334042115195
58,-2.10518061065697,1.36202511870644,-0.000976276561874195,-1.71110279312123,0.0604363172933809,-0.000491011881711466,0.277020597464101,-0.743752461927919,-0.0386045868434723,-1.71857675232926,0.0888761540141155,-0.000483547556509367
59,-1.45708606313047,0.42191617304668,-0.00866948002922277,-1.49564783455219,0.424607545375544,-0.0083339719371704,-0.959641976761365,0.572735214009035,-0.0131217307527892,-1.55764718208683,0.705408604303096,-0.00844822560519066
60,-0.485055203230734,-0.339028431459413,-0.0251248080953853,-0.569069856844811,-0.0519523219378547,-0.0251900944326059,-1.82135477336109,0.932351250681172,-0.00455800812432268,-0.335390447065494,-0.818954283997222,-0.025235387498584
61,-1.5176197319929,1.88005773256584,-0.0175762444628665,-1.11427384067463,0.530643388731298,-0.0172915662546002,-0.489875504227671,0.0906199424647202,-0.0358015731206335,-1.25348889863288,1.03677375367905,-0.0172041151396333
62,-1.27702202034697,0.338217751811012,-0.0114111157458001,-1.14506875835076,-0.040284251244278,-0.0116646479311263,-0.21079763195065,-2.14022975723982,-0.0192691331801142,-1.20852520203855,0.149703194343806,-0.0116266400570022
63,-0.965328540965305,0.594442935112943,-0.0178907595841726,-0.869845890805361,0.263408550138117,-0.018019467692868,1.03032458980678,0.963581089205246,-0.0612342687233214,-0.916842430796162,0.461078975033177,-0.0179587602588468
64,-1.83268450542996,0.612867100847676,-0.00213266321805647,-2.03104430947501,0.967123353316952,-0.00139203041557906,-1.80131828245721,2.13832575062526,-0.0136452436443386,-2.31858819717087,2.00962599150318,-0.00102015126069104
65,-1.8355327557204,0.978349559571711,-0.00498635968591856,-1.67860717040794,0.525234230930439,-0.00576842006184896,-3.22854627027123,3.43219304280354,0.00427358369326268,-1.76194180533083,0.80840275688027,-0.00557509212832885
66,-1.84088769036353,0.415671085069011,0.00119671691332688,-1.77266460628999,0.142217038115389,0.00140825298283678,-4.32207158855623,5.02076966541274,0.0257406070259187,-2.04419553948528,1.12591291532444,0.000823375318474914
67,-0.979301292641868,0.14230795771161,-0.0187206009634014,-0.71467344298769,-0.591476660341995,-0.0188677840290298,-0.69547163712237,0.215340909648906,-0.0198403418345953,-0.757480219344775,-0.606880546947298,-0.0184219995693512
68,-1.52276222817188,1.42366815564698,-0.0120565487654241,-1.3848499736315,0.879284387543408,-0.0122258935933429,-0.922645343878436,0.336122496181375,-0.011045248364507,-1.65900837205178,1.8135333758711,-0.0125294020125598
69,-0.467333574039993,-0.0803696074970288,-0.0274564689682088,-0.644610502184486,0.4416218387997,-0.027618774729587,-0.697927486506128,-2.61921088030877,-0.00531594162711886,-0.611374983378841,0.390900013979921,-0.0275187697555639
70,-1.05396987726528,0.346660588188699,-0.0152435339785997,-1.08065116590851,0.337585257219663,-0.0149898052888296,-1.71800862600276,-0.593313398690905,0.0041574926848662,-1.05847614725397,0.313013535986601,-0.0150922947411021
71,-2.99469786715197,1.88665250297887,0.0121272520567037,-2.59773412281284,0.634907867753865,0.0116565457508083,-3.90364414486687,2.47740006337903,0.0256309572490477,-2.66342226150937,0.885583977833144,0.0120655385057206
72,-1.82606042989077,1.2908930345769,-0.006306329433835,-1.79101995321904,0.97948595379947,-0.00598444763829754,-5.35489956736495,-1.22070016915868,0.0777385343338822,-2.02647275873109,1.82850601234015,-0.00582398919517722
73,-2.44382743701926,2.65780973217617,-0.00553397319256351,-2.18185093643218,1.54056114864946,-0.00480349797588436,-6.25127622510889,4.15666032367552,0.0640210228622919,-2.48250834713133,2.65143259393178,-0.00518349726416378
74,-2.03387031228266,2.07591101091659,-0.00556692163864512,-1.70960687622733,1.05229018639025,-0.00667297895764967,-2.86201766666455,4.02843306617461,0.00355745932733653,-2.21963490256705,2.75870606774297,-0.006358932840758
75,-1.93335023673535,2.05478403255356,-0.011488180079221,-1.5681840194698,0.993696881929516,-0.0129936028491578,-4.46573354987581,0.676021406455668,0.0545300550062581,-1.79140812543439,1.86157224001729,-0.0126199288137964
76,-1.7287121447902,1.23096085578929,-0.00674389105690273,-1.43475400521805,0.410785102284741,-0.00785219002067712,-0.32338524357438,2.45210388669039,-0.0471549577695454,-1.60503921745488,0.987728334181793,-0.00795177898094732
77,-1.06624097536576,0.4318589694654,-0.0176649156627464,-1.14758667206166,0.654893754928183,-0.018158190262793,2.31180406567938,-1.45002354299709,-0.0764142770394707,-1.27686210160224,1.18818224849395,-0.0181676321822194
78,-2.9533594137984,1.95243668288097,0.014469264620429,-2.8326708721878,1.3846474551612,0.0141136669033296,-3.4910037135621,3.84036218650067,0.0050836494968741,-3.12142749405276,2.42302584138689,0.0141471785979415
79,-1.2603750173362,0.778720229824547,-0.0134986878345327,-1.14942787959847,0.420059423582008,-0.0138227228213089,-2.1520949743325,0.411086089945699,0.00459780331949824,-1.47819905579999,1.44504257763262,-0.0131483952229369
80,-1.22801671562437,0.872214921755304,-0.0132186688510757,-1.27677821124841,0.877991302689832,-0.0131922854674817,-4.9421051133769,0.471075844821648,0.0706708883844497,-1.44003309778902,1.50854101812289,-0.0131669856768747
81,-1.47556935311161,1.08750784744234,-0.0132352856878154,-1.49124997790855,0.904683348640206,-0.0125852111739796,-1.27660211278889,-3.58610945591183,0.0107961874322577,NA,NA,NA
82,-1.10294717433123,1.57387814581736,-0.0264508326821774,-1.00876961485517,1.15132538983921,-0.0268816553051687,1.62700164506323,5.43261141837921,-0.116815894149701,-1.59252041463021,3.36318107138641,-0.0274327507686402
83,-1.5557826805385,1.1945652928128,-0.0129722856658717,-1.44815893432556,0.724356935555845,-0.0129516905382565,-2.70425095109385,-2.06283610475519,0.0245692011478614,-1.33362965086795,0.471578818202882,-0.0128687846540137
84,-2.05910604740996,1.62400821586652,-0.00729433181153895,-1.9432993456902,1.1339555969814,-0.00767269150098237,-0.396769792564357,-0.316691310383524,-0.031575061357576,-1.95039890665278,1.45348485687237,-0.00799485079870014
85,-3.4117782531087,1.51218411697352,0.0211483945481017,-3.32353208346903,0.958262224155857,0.0217705258795391,-4.13141418668721,-0.608844642787118,0.0408276498817281,-3.59923979490201,2.04357317066494,0.0209479255279623
86,-1.6242053579746,1.29829977619017,-0.0118059638957783,-1.30829582760703,0.403482072351816,-0.0128449588410759,-2.5446076613965,2.94614458550562,0.00134714274008838,-1.25767078458783,0.348571570700907,-0.0131180682402267
87,-1.30495235234341,0.669049130438361,-0.0129866075756069,-1.30474505978341,0.58369913893135,-0.0130878718467631,-2.37598587134207,-0.627587319384958,0.0166977382259565,-1.68015301859792,1.79761066755216,-0.0129496752216415
88,-1.33471033752836,1.21459055393424,-0.0168632425609024,-1.14261130374921,0.467341321012363,-0.0163858545581775,1.85401378458644,-4.14544147554827,-0.0515050499212654,-1.13718662589376,0.558437476925046,-0.0166029086441787
89,-1.15119666455541,0.962089439741995,-0.0193989768420594,-0.917639341788129,0.183106941439149,-0.0192791638873249,-0.129739081496712,1.50185080637058,-0.0368790333002791,-1.04476089809109,0.657405956385945,-0.0196789565714996
90,-2.0786787467772,0.751767888331001,0.00255732265039863,-1.89302912504845,0.0851253583593965,0.00297165657961767,-4.78975891499364,0.3603625663819,0.0585877502657643,-2.29305253808604,1.45916199234729,0.00229891383102047
91,-1.94807777353682,0.19063235849567,0.00440066884456995,-1.82880713771431,-0.14338735045506,0.00422486199808052,-5.16438289982142,2.92659759286409,0.0534114673459722,-1.83217656579979,-0.151609163799932,0.00422338114300547
92,-1.85441205338791,1.2375842403952,-0.00751347285926532,-1.77302335853417,0.76099946527913,-0.00666559785752451,-1.42336956441587,-1.18470729449112,-0.00717719221224489,-1.91306546765503,1.26155232705192,-0.00656640936594945
93,-1.44398881029278,0.354576200602155,-0.00779565108328434,-1.56127227810436,0.609104545359102,-0.00767591451514113,-2.17907972968363,-0.685444355028525,0.0146876409054018,-1.60734409643466,0.825860995995533,-0.00745568902937196
94,-1.37910689903894,2.61746743219676,-0.0263383736585862,-1.11938936901866,1.46759346591888,-0.0255014121767494,1.02364674636542,4.24557417225838,-0.0946350898960348,-1.89902298168437,4.21532660449476,-0.0250470390904002
95,-1.77698034928264,1.06449891671042,-0.00522861573818852,-1.47717546442422,0.0533989524935054,-0.00486593704730366,-2.61659961115255,-0.155669110573098,0.0247122540776334,-1.60320382564237,0.446291958531539,-0.0048394670120523
96,-2.14169557704779,1.43064854642676,-0.00109454048037191,-2.01075772279332,0.859890954686577,-0.000940712414592733,1.26504269924524,0.840384465536846,-0.0802424750215948,-2.31266849003703,1.94951351011388,-0.000702707195518326
97,-2.01570244966526,2.16350635471138,-0.00959764932856151,-1.69277548651041,1.14332908717027,-0.010645989131365,-1.1927688930525,1.86972154759733,-0.0190119441359857,-1.93923404762835,2.09501120858962,-0.0103669516671054
98,-0.848241120408258,0.413239949670939,-0.0226461697629527,-0.82662824454394,0.27884121359056,-0.0224988029050375,-3.76808966334953,3.28325531908442,0.0217661351954212,-0.856417676426446,0.375110981968894,-0.022382750028387
99,-0.69485711731285,0.10505956118312,-0.0233202098149812,-0.520891588114876,-0.371026018278436,-0.0235417494323249,-0.123798335077498,-0.199008890570638,-0.0361342270615144,-0.609633328890146,-0.149061891645672,-0.023413575581351
100,-1.74355577021753,1.8379099492398,-0.0101240793445295,-1.41211090178875,0.670077799977609,-0.0100525297853592,1.80643972989071,-2.33703991881336,-0.0495585628158765,-1.56261712563586,1.20834766195483,-0.00984830356873982
101,-1.10011844927356,0.424382044752304,-0.0201996919806214,-1.08305088955801,0.298442563533883,-0.0200489244458741,1.77925832567602,-2.1982392647105,-0.0698832716294075,-1.24905126474771,0.887038231033234,-0.0202039628443993
102,-0.368657062405051,-0.435783777055387,-0.0288646928585523,-0.322939186780971,-0.453335630837695,-0.0293113817274684,-0.671291421098829,3.2675739881826,-0.0448707525860767,-0.350984563276867,-0.457031329036436,-0.029180885025714
103,-1.94989832885312,0.917717542008824,-0.00165743052222892,-1.76584361313827,0.31319988204073,-0.00180618898481041,-5.04127313434729,6.65022891710416,0.0183059498771433,-1.857446050661,0.657873932666727,-0.00169356706365202
104,-0.654363018079229,0.442155682383057,-0.0243802183943688,-0.56491781211517,0.177135209760765,-0.0247286567704553,-4.85411464593173,1.38569968044488,0.056512351128927,-0.708077154109443,0.680521129286084,-0.0249908539377036
105,-0.994898283390232,0.731125511497324,-0.0221009356364862,-0.640709438519631,-0.374589849170658,-0.0220109475966218,-4.1442245486361,4.2552795010111,0.0298241863709889,-0.767702545654891,-0.00646544682185115,-0.0220550981312577
106,-2.12974769114025,1.21034324500588,0.00102733419792062,-2.10192458012429,1.05828731244005,0.000233857844331313,-1.9599919447859,2.68742638552936,-0.0270300503681932,-2.41515643889434,2.24007858426655,0.0005346417888618
107,-0.745423239693663,0.0834185053323326,-0.0195708864130511,-0.779379276377029,0.17585436766709,-0.0196182453600056,0.665774924699033,1.7934733552632,-0.0742846683532648,-0.714557525527503,-0.0154503610242408,-0.0195892698366472
108,-1.51633936461923,1.52181713774925,-0.0158953690266746,-1.20205582114103,0.511200904283943,-0.0162099652463096,1.55010475393942,0.52783118020288,-0.0785018241520832,-1.11348278909223,0.317165709499369,-0.0162361704128048
109,-1.94100329261311,1.36848555329726,-0.00621155093475257,-1.90112244669013,0.988252978176181,-0.00553730643401439,-3.02853584588375,-0.587901684167609,0.0239216630994078,-2.22304243337984,2.21506361778474,-0.00576675672983049
110,-1.93125940463725,1.62462789581403,-0.00648726887188614,-1.84124582509216,1.1300563582053,-0.00626656800543094,-5.20299941106289,3.09208367677238,0.0510207370651448,-2.06647901818046,2.0948037541025,-0.00683989493753187
111,-2.20575928312877,0.467400061818466,0.00792521644344659,-2.09696849624509,0.112567856949669,0.00782710892913263,-6.41773267760738,-1.97585399035507,0.113660180117639,-2.18098544954563,0.406727996083628,0.00781780998321535
112,-0.56676464744713,0.57307244210322,-0.0307771860070738,-0.273346342179834,-0.478279311161371,-0.0295563940415607,-0.218252936937195,-1.26204488836603,-0.0286825464916337,-0.04558740944243,-1.42361371499363,-0.0290967050748732
113,-0.740428295081873,0.842826124400228,-0.0272907660998699,-0.743911347054188,0.790243943144618,-0.027594583719638,-0.893402442312045,0.560375512891973,-0.022073379882032,-0.853931715701905,1.25155495965821,-0.027801860986815
114,-2.10753373577089,0.371189536117342,0.00975576824676011,-1.94183863169591,-0.14806405068973,0.0098047463162671,-3.34463573987091,1.23039919430467,0.0315131738607624,-1.9432045813397,-0.180260037678615,0.00988997302252693
115,-0.962016821366653,0.415726410974844,-0.0207281928224026,-0.773961374298472,-0.173777037712082,-0.0206367145032445,0.508336549740137,-1.63066531273179,-0.029935166022816,-0.701078590127903,-0.454538234750715,-0.020513330002245
116,-1.47299796676579,1.32030831349219,-0.0164161109708416,-1.44924486958411,1.12380488783515,-0.016865858788933,-3.87234315272264,4.44822521541917,0.0114492922886857,-1.74971913459682,2.24873841274606,-0.0167075880670903
117,-1.04264223537734,-0.279404637862809,-0.014180435791149,-0.977114271442497,-0.444908356324044,-0.0140436761274516,-2.5132459600871,3.28951799315674,-0.00454482154602473,-1.04830375807683,-0.266530008018755,-0.0141286070332453
118,-2.15057578365299,2.00238425787451,-0.00528847912667683,-1.89140217593844,1.09937537953843,-0.0058570688839674,-0.652867976568015,-7.03246575613775,0.00438376654021695,-1.94090473750987,1.49271506446145,-0.00604954992152601
119,-1.01394875585366,1.20750807268118,-0.0192178138935395,-0.975186080390033,0.835486609167062,-0.0185107579409041,-1.86000867230632,3.78754294112495,-0.0189437259108876,-1.27077433115602,1.89597798998678,-0.0184495796087706
120,-1.45918003022613,0.283542141181082,-0.0092801903902387,-1.28596812699756,-0.356855608936606,-0.00830794485137581,-3.56998025367645,-0.825355601518397,0.0434316509274797,NA,NA,NA
121,-1.4006709175533,1.87689674540961,-0.0196420916922042,-1.15486728194665,0.806549906403483,-0.0184393380431566,1.03152527139683,-0.380466348231876,-0.0611871585222663,-1.25743733714253,1.32405370939288,-0.0185310596157368
122,-2.60364831896491,0.626794983949343,0.00961031874186426,-2.67849428589246,0.713758402429312,0.00976705032224022,-3.14533399280797,5.03192422611526,-0.0161545723717708,-2.87156997232674,1.43065598745781,0.00971703758264102
123,-1.62770634593983,0.795276246033677,-0.00666265599834608,-1.45320900685518,0.212211300139312,-0.00668564373191601,-0.0550301474819665,2.68872016475683,-0.055720090402589,-1.6430623894406,0.82048507421464,-0.00656862503091577
124,-2.04833054799427,1.21199132771731,-0.00164083158165344,-1.85777848965793,0.428027576603841,-0.000835550057419013,-2.31275182845151,-0.0836078437646618,0.0097264009111177,-1.95592949376806,0.791704630478967,-0.000899337829771159
125,-2.21448856250323,-0.224722904380172,0.0102571419262973,-2.21822084956285,-0.168340864971781,0.0101339250080514,-1.00374996125664,-1.24184260155512,-0.0268431743007899,-2.23805376531412,-0.136834963915505,0.0102056091120783
126,-1.41127979592008,0.857905596605463,-0.0131297896752296,-1.41889676731346,0.767787571139868,-0.0131914353571538,-0.88214190576763,-2.17250300419056,-0.00463410782610687,-1.48556750325805,1.0990421388256,-0.0130377602757047
