"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2","smle_conv_msg","resampled_V","prop_recovered"
12,-2.68268606230911,0.597035322316561,0.0149875993458865,-2.37663964585949,-0.341332949114211,0.0151430174075521,-1.38966804088602,-1.08904043505719,0.00112198516891584,-2.2363112325339,-0.86301312294016,0.0150676192980916,"Converged",FALSE,0.9
13,-1.68535208506609,0.0967159347663102,-0.00277294962607232,-1.59572898425108,-0.199681323923096,-0.00250309310477043,-1.65342822762654,3.20032436426562,-0.0231406206985452,-1.59447650666519,-0.239543813783507,-0.0025175087131652,"Converged",FALSE,0.9
14,-3.75693888646684,1.02621878323707,0.0375503521588116,-3.5816395158327,0.427212920960355,0.0371227461306383,-4.69518406947796,-1.49643971207138,0.0771554152651144,-3.44912060819905,0.0771082766600695,0.037173294269671,"Converged",FALSE,0.9
15,-0.644171828837514,0.293568959866552,-0.0247000880880575,-0.523793367361596,-0.119419826185487,-0.0243996523088114,-3.69428973534883,1.23893508616967,0.0389418017652255,-0.479576403305647,-0.296853299638833,-0.0243785725464446,"Converged",FALSE,0.9
16,-2.22411361446335,1.31870731209185,-0.000275331809078379,-2.02983697563532,0.645099133727757,-0.000788684248996826,-1.24014489564956,3.31716233414931,-0.0382045466599034,-2.47747107356482,2.02584405791699,-5.7086574753401e-05,"Converged",TRUE,0.9
17,-1.95387639340346,1.41944590837327,-0.00558244091845269,-2.05404540572104,1.55405124885203,-0.00654785903911131,-0.748078401433509,1.7177726347342,-0.0309464869130967,-2.4274853163817,2.98836185261924,-0.00738410107612297,"Converged",FALSE,0.9
18,-1.36899919917707,0.42302797614988,-0.0115486163114322,-1.25962344295889,0.014786071568343,-0.0111865911860172,-5.78456181772686,3.08109016986675,0.0463049735615253,-1.26788084339861,0.0435695474149644,-0.0112067137765103,"Converged",FALSE,0.9
19,-0.938517211948237,0.588148119865599,-0.0177283384249873,-0.857250177575336,0.249506364852323,-0.0174947998147324,-1.9988257462602,2.26515771159448,-0.0047861532075643,-0.956193615713839,0.578968457518444,-0.0174398322157757,"Converged",FALSE,0.9
20,-1.78889069364954,1.93545746390246,-0.0108961531293393,-1.47827488311228,0.708681959202242,-0.00999129337148308,5.97530122929922,0.80010764032302,-0.187648122433153,-1.87801140034282,2.19254872062298,-0.0107189616840285,"Converged",FALSE,0.9
21,-0.747348427917824,0.494612055566498,-0.0238209103294181,-0.865896045768128,0.765708500446994,-0.0240781586107345,-1.41050169285219,-0.623477861505362,0.00217586135553553,-1.18865730798923,1.92756909323727,-0.0243308654460221,"Converged",FALSE,0.9
22,-0.74421793383988,0.838801120934644,-0.032653088786653,-0.633295779414811,0.492379989921358,-0.033400878063936,-0.0374373456123474,3.3475553209466,-0.0712822548416782,-1.53969790512667,3.28472645080085,-0.0333445082018544,"Converged",FALSE,0.9
23,-1.02050910983561,0.126270780118934,-0.0184498075610653,-1.20233913182695,0.528535555304652,-0.0179321464622418,-1.5425874320083,2.75519623333266,-0.0258851635798942,-1.35183234166882,1.12835077453326,-0.0179991457510398,"Converged",FALSE,0.9
24,-1.55879377604363,0.687218579920663,-0.00776054377195588,-1.60061058828082,0.658451359315274,-0.00755842571561097,-1.16195616014588,-1.36316251372587,-0.00141471685339239,-1.54571843145256,0.579327378903095,-0.00744706250522229,"Converged",FALSE,0.9
25,-2.43368245637791,1.96493572983062,0.000671278919482494,-1.99710987429623,0.336168674712162,0.00215953174690122,-4.31566592619289,-0.205195458307003,0.048186042692499,-2.05736135025022,0.588249329317269,0.00205693676954617,"Converged",FALSE,0.9
26,-1.48131708305257,0.512059363992638,-0.00860139915495701,-1.06391275846667,-0.716475354676437,-0.0084992386903114,-0.0268142379508569,-0.0614455056373456,-0.0288110134030969,-1.0160891767454,-1.00083097770347,-0.00830180213608403,"Converged",FALSE,0.9
27,-1.49147957622195,0.902610761841566,-0.0115519031317896,-1.51899724125688,0.75593591730613,-0.011001785640053,-2.34146534574137,-1.89816468970557,0.0242012920391781,-1.74989585027352,1.58627691923287,-0.0112634920231669,"Converged",FALSE,0.9
28,-0.7694498764894,1.33080146841358,-0.028658356249543,-0.364679266405823,-0.253555952997783,-0.0265147444720747,-2.55093463416126,4.65224853963022,-0.0233490411020881,-0.525856514301421,0.283701946069796,-0.0268792319956806,"Converged",FALSE,0.9
29,-0.541150576682786,0.322809917078965,-0.0309810768990805,-0.546537087943956,0.303577351400111,-0.0311696329127953,1.73310841475032,-0.125790103029665,-0.073153261089459,-0.504218618422531,0.18718841225868,-0.030862301503822,"Converged",FALSE,0.9
30,-1.36971698985913,0.31316356289919,-0.0115555480494975,-1.31777221685147,0.149850888184324,-0.0118075555991326,-1.60392548741622,-5.02835740832228,0.0349238881290343,-1.27065733202698,0.0283075004741022,-0.011806662747217,"Converged",FALSE,0.9
31,-2.34454869625341,1.97314180673518,-0.000443208318020969,-2.15130834263603,1.16159873645843,-0.000509065895113513,-1.49288882067956,2.23486248329597,-0.0340411988676608,-2.62535011670579,2.92112765974003,-0.00124132802176215,"Converged",FALSE,0.9
32,-0.645670740092126,1.39717162623531,-0.032178979575848,-0.576233871252146,0.974610196851301,-0.0322060711352821,0.283874988463911,3.68445189760367,-0.0777554700084833,-0.969207876496355,2.30858481083656,-0.0321599522431116,"Converged",FALSE,0.9
33,-1.76743761624229,1.67562475746307,-0.0118803605220988,-1.51366336115528,0.759598217576513,-0.0121269340742954,-2.75867063041401,1.95200756981935,0.00325702168824678,-1.69876140295093,1.43105681949167,-0.0117165140129085,"Converged",FALSE,0.9
34,-2.43881208004045,0.488016246932202,0.00765579991777486,-2.68228906995035,1.19101820897689,0.0063236244777233,-2.00614225915445,2.18966112927433,-0.0190627153810464,-3.07146760621175,2.69051203502044,0.00610612466253766,"Converged",FALSE,0.9
35,-1.4382052206051,0.895045089015596,-0.0136308663770395,-1.24138438404761,0.202939512975478,-0.0135277585133822,-2.43693947546459,-2.04438742460789,0.0204301878083452,-1.21507368756479,0.15810963640988,-0.0135582709642456,"Converged",FALSE,0.9
36,-2.44281594052483,0.528444048575536,0.012054110362467,-2.2389786137723,-0.130503803173689,0.0123502837892247,-4.05959395998531,2.10611265627369,0.0311287507672058,-2.10602579744959,-0.585997743514878,0.012455751116523,"Converged",FALSE,0.9
37,-1.48676936650424,2.32939461790051,-0.0230273582374152,-1.23656490027627,1.3393721236191,-0.0230628466334433,-1.93996884408525,0.208837358012344,0.00633478114384807,-1.73775898611235,3.02431608884728,-0.0229714932957587,"Converged",FALSE,0.9
38,-1.45896375205431,-0.0571523520296074,-0.00695961966948826,-1.61928243959743,0.43845005733974,-0.00732221618173909,-3.959075817651,2.86384327550482,0.0268132021366224,-2.83115506742124,4.33250425618364,-0.00873849335412551,"Converged",FALSE,0.9
39,-0.944297631969486,0.437137465120484,-0.0215696240626889,-0.728796231841845,-0.139292009807671,-0.02211981306241,-0.124655722881874,2.49861428529346,-0.0568444236937879,-0.816383178757193,0.0888922659127986,-0.0219383750437893,"Converged",FALSE,0.9
40,-0.94714122166823,0.467743361778661,-0.0222175293857823,-0.903150841821159,0.243334814547219,-0.0219875427488693,-8.06089106219426,0.831724787616979,0.117488941551964,-1.01311182050594,0.662726486613315,-0.022035523651091,"Converged",FALSE,0.9
41,-2.10875466058658,2.12710403063152,-0.008023766029645,-1.909998018946,1.19327095227144,-0.00742611785198876,-4.4699240420138,4.10289064286585,0.0307909180462664,-2.42343529284193,2.99247932519431,-0.00798214764436993,"Converged",FALSE,0.9
42,-2.23848363541517,0.623349342180625,0.00636924758829567,-2.47769809650332,1.14699538811623,0.00621938483979698,-2.91639414061393,5.3124276603409,-0.0186907885803019,-2.83734095706492,2.4991677578321,0.00573431541015797,"Converged",FALSE,0.9
43,-1.26352386250902,0.607527551303619,-0.0104689614402887,-1.13869595422476,0.172333346341278,-0.0103866101546783,-1.75192659856657,1.91459368015957,-0.0100433215606794,-1.15007778216227,0.235511630696782,-0.010358616670042,"Converged",FALSE,0.9
44,-1.94689485369456,1.07872836218804,-0.0028724040325894,-1.84306135282667,0.601430264306495,-0.00263804503166834,0.407971868783613,-2.93147752036127,-0.0291917335572225,-1.88719371138377,0.85438768987718,-0.00284282366685148,"Converged",FALSE,0.9
45,-1.43429746906862,1.78997714592424,-0.0187044807567308,-0.692102096404286,-0.266311257867505,-0.0202371712971091,-2.09989750018881,3.23159340001649,-0.00949089548847056,-1.07028085045683,0.797698242397052,-0.0195557657453284,"Converged",TRUE,0.9
46,-1.95329055770133,2.24631386280025,-0.00700969312417328,-1.73485745718836,1.6744031328004,-0.010288415635039,-3.35458161318521,5.85167343175316,-0.00166843062351882,-2.41738699393776,4.41426991746671,-0.0118906236004588,"Converged",FALSE,0.9
47,-0.681850026105796,0.527089385808447,-0.0234773614325816,-0.54247900639708,0.0753311985334903,-0.0235492965473664,2.11384172487228,0.109369175179886,-0.0740294134714618,-0.486486350712396,-0.10191458232302,-0.0234797989469412,"Converged",FALSE,0.9
48,-0.970966387884327,0.733294658955372,-0.0218102656261464,-0.84308172260452,0.275804251903324,-0.0219289061517615,-2.16011664530925,1.93527773682619,-0.00753456179860783,-0.951107328425114,0.689614764408957,-0.0219487542607718,"Converged",FALSE,0.9
49,-1.5539572375534,1.8160150418063,-0.0197784147396117,-1.35632978815785,0.927209603657257,-0.0191490865855135,-3.37590884617419,3.99954713638708,0.00312446154316403,-2.49836515789642,4.37517569984546,-0.018596302516058,"Converged",FALSE,0.9
50,-1.15296753486636,1.2614049802714,-0.0200688333827785,-1.17267664288255,1.02644306047518,-0.0193803281348074,0.993942681654988,-0.759856397113879,-0.046011310708097,-1.20044438927623,1.33625132368707,-0.0196825302398091,"Converged",FALSE,0.9
51,-0.537354370974798,0.0546537849945543,-0.0268177088576774,-0.670632123286103,0.377218706890945,-0.02658274799048,0.0148780010769192,1.47633405003954,-0.0453596301898003,-0.88739015700004,1.07838367963118,-0.0265767121355806,"Converged",FALSE,0.9
52,-1.30088849276671,0.809865055296087,-0.0173356861814933,-0.955714083028862,-0.22744992072955,-0.0174713332181397,-2.00020449338577,2.06775241941455,-0.00596601290711373,-1.00899847997895,-0.0861229639110468,-0.0175290799344869,"Converged",FALSE,0.9
53,-1.07264251861379,0.165573998812888,-0.0162058815269017,-1.09714765857218,0.184892991305456,-0.0160739537886583,1.94827766183177,-0.432599154582851,-0.0717012175431524,-1.07624499585637,0.178002875951789,-0.0161812343829011,"Converged",FALSE,0.9
54,-1.66050672249307,1.21515288569369,-0.00950166712694065,-1.50597333366021,0.704957792115915,-0.010320312873225,-0.651823596545615,2.20060118375942,-0.0414075405567783,-1.81233044794297,1.84528077909646,-0.0105112680995075,"Converged",FALSE,0.9
55,-1.65768310433478,1.53688235833145,-0.0126397327831376,-1.48994758773283,0.783757976982143,-0.0122388823340379,1.59063218113039,-3.90355028814992,-0.0510180368504822,-1.6645279727246,1.48775191454542,-0.0122277756595478,"Converged",FALSE,0.9
56,-0.408350935817777,1.51400757418764,-0.0377509420163274,0.0638147227784538,0.192232046288927,-0.0390600869503419,0.0474878593993972,2.90405491452484,-0.0588453629594768,-0.0403174853965655,0.525923844730235,-0.0389590084017484,"Converged",FALSE,0.9
57,-1.84011104447065,2.01458599332597,-0.0102744264537511,-1.89808524097828,1.62253633957084,-0.00858129307643222,0.457379531417393,5.27545101580529,-0.0793229112441501,-2.25910183294832,3.25093877428174,-0.0103797234450069,"Converged",FALSE,0.9
58,-1.87815882540704,0.543803056980465,-0.00307027895690555,-1.96211126387842,0.700195892197106,-0.00332668296309798,-2.75044400967965,0.779422183000445,0.0066648151013121,-1.95801958746058,0.837866684107986,-0.00355454453972293,"Converged",FALSE,0.9
59,-1.42859110794422,0.751647391742991,-0.0139616047577638,-1.41625349867095,0.534603346042076,-0.013536418322837,0.501379400654619,0.618386930955384,-0.0561394338512955,-1.42341140847049,0.693711195192985,-0.0137003102507515,"Converged",FALSE,0.9
60,-2.49271131834454,1.73188091447892,0.00337096806242019,-2.23304480386117,0.742854474124938,0.00351596688427393,-7.35229733930245,5.19364428315482,0.0767095422711613,-2.73322199836737,2.45338317582796,0.00313979588137276,"Converged",FALSE,0.9
61,-2.51834401036038,1.11659487973458,0.0117360274632171,-2.21530986448481,0.111392684014496,0.0118642767137436,-1.40706569713663,-0.550714501433031,0.00406395871594613,-2.25136988875243,0.254088907836653,0.0118249954943434,"Converged",FALSE,0.9
62,-2.0812100620428,1.26918420363267,-0.000875176480878128,-1.75959817965258,0.232137906990297,-0.00084485697020698,-2.58660462801716,2.82010271541279,-6.77302745118653e-06,-2.0050564687308,1.00326222514499,-0.000532325840124683,"Converged",FALSE,0.9
63,-1.80640975989167,0.600817193629101,-0.0041149232518476,-1.96689210582619,0.884920707820693,-0.0037268504815587,-2.97467843591345,-0.978475404939311,0.0397702225642725,-2.01841163427947,1.21013802276056,-0.00390002578598801,"Converged",FALSE,0.9
64,-2.3121987509831,1.53869114636196,0.00145044993157459,-2.21123621590723,1.05618118559022,0.00109600428630314,-0.938377217087995,0.846538628980084,-0.026096510278296,-2.32295787286239,1.58582357397336,0.00093517645912055,"Converged",FALSE,0.9
65,-0.916250932727207,-0.458293688531568,-0.0170644922179806,-0.898442015477458,-0.407147140320472,-0.0173292955120274,-1.91867259586704,-3.4963342143003,0.0157541858458204,-0.721922069075315,-1.05916378065356,-0.0173796462585233,"Converged",FALSE,0.9
66,-1.52529780164485,0.624933897668355,-0.00671947278381244,-1.56639850396346,0.627906966757665,-0.00667360751164187,-3.7623207600059,1.44824609165813,0.039539581599267,-1.76169885926529,1.33030243407499,-0.00685221588233623,"Converged",FALSE,0.9
67,-2.64306300405573,2.08851723880083,0.00504302716502589,-2.36446798802774,1.00634111724391,0.00537932951939027,-5.2605850140244,1.46009125769962,0.0572195478185064,-2.74701322128499,2.21957537947699,0.00560468457559754,"Converged",FALSE,0.9
68,-0.642786400485339,0.991163554183802,-0.0301384364272977,-0.408309363573332,0.2011078257392,-0.0300367088318624,-1.33037261367858,-0.0729282389791768,-0.0161940153078502,-0.448552838821216,0.380284595409002,-0.0300779385885484,"Converged",FALSE,0.9
69,-1.00867185064548,0.167257671996497,-0.018221914094573,-1.02349999143678,0.175728415001098,-0.0182061167117249,0.0528576820319773,2.9610673806889,-0.0539028933181165,-1.15097797078989,0.587185128921485,-0.0181122736096697,"Converged",FALSE,0.9
70,-1.3024426010107,0.983854853534009,-0.0161062114574804,-1.36327234554846,0.906140774938292,-0.0153613216578595,0.929294715365514,-1.29480608231476,-0.0390172891626819,-1.43026668987611,1.32392750604978,-0.0157399386223694,"Converged",FALSE,0.9
71,-2.33908395473167,0.397533025960566,0.00819461404936446,-2.26100338229158,0.159532102412697,0.00787380810817145,-3.58331990984368,0.814580252324305,0.0309784383784332,-2.44270958189321,0.744456182024672,0.00800140200164813,"Converged",FALSE,0.9
72,-1.15873217729449,2.17331884281377,-0.0272466850261684,-0.670714731502992,0.548648570531808,-0.02704400197741,-1.74443197601619,3.1868526895496,-0.0252032592919946,-0.881086966313015,1.24142883752532,-0.0267187409740731,"Converged",FALSE,0.9
73,-0.648527673129144,0.548216200178798,-0.025731921446075,-0.681180404936636,0.647396285847266,-0.0266310937611542,-6.98684244206195,4.42068983391487,0.0777493293333828,-1.18892097787526,2.24520364871429,-0.0269452104822873,"Converged",FALSE,0.9
74,-1.96631383249869,1.17529559658895,0.000968370600872514,-1.84301886948035,0.708826315959606,0.000625185860418307,0.284379328304957,1.19722215703039,-0.0452211270443472,-1.84293924334058,0.899872763292276,0.000129809147517492,"Converged",FALSE,0.9
75,-2.10892521160066,1.9213452871977,-0.0052600307572106,-1.76854660960737,0.750982415047183,-0.00532906345586441,-2.95753774477309,2.5126998188591,0.00519486836672577,-2.10478363567565,1.8431767982855,-0.00506093109307512,"Converged",FALSE,0.9
76,-1.10532914913875,1.49899450819324,-0.0251509470405568,-0.992454030105131,0.898145438225949,-0.0245162756213962,-5.51134068452388,2.48176858950225,0.0608517565477486,-1.27091774954601,1.86484541094627,-0.0242084828535084,"Converged",FALSE,0.9
77,-1.07192170222309,1.52537239376925,-0.0266906823940401,-0.927824248575044,0.884679113936714,-0.0265154563860529,-2.33652828049269,-0.456098554560831,0.0104853489637951,-1.08780907769688,1.67152578876958,-0.0270360497503285,"Converged",FALSE,0.9
78,-0.934661976737586,-0.239614810936609,-0.0161883037759616,-0.781231951937758,-0.569315334669258,-0.0165926923047601,-4.28601372179597,0.165888016696844,0.0523175083525167,-0.803372669623349,-0.604749581650787,-0.016450270606805,"Converged",FALSE,0.9
79,-1.1292466459272,0.363663463787217,-0.0161882216000715,-0.910116507569046,-0.344597118977431,-0.0156932102309439,-4.07924761734006,-1.68802614715103,0.0576482089810427,-0.753955176897258,-0.923842246059531,-0.0157487058147416,"Converged",FALSE,0.9
80,-1.28557300050111,2.62221000797404,-0.0281479360520492,-0.918822439027164,1.44638664039984,-0.0297766476239107,-1.25766079402518,5.7995852460599,-0.0525815336705857,-1.81936589575856,4.42221626117601,-0.0302322633073921,"Converged",FALSE,0.9
81,-1.83293469100323,2.32647812220004,-0.0136105045954231,-1.51085403256632,1.1868388331017,-0.014421377788827,-0.179190026029693,3.36890379812866,-0.0511677380274139,-1.76191399745335,2.18927416811058,-0.0146928376697025,"Converged",FALSE,0.9
82,-1.91302670393983,1.29883684844388,-0.00653414474624715,-1.59044498191208,0.273111728744573,-0.00675558393485286,-3.1599851276288,3.18942680777457,0.00986337741094646,-1.75059391355396,0.827293908062386,-0.00683437929630922,"Converged",FALSE,0.9
83,-1.98951606761771,1.1938774017376,-0.00151798570375635,-1.8449110220429,0.500324587118454,-0.000581964930645838,-3.43585708192728,3.07440122911083,0.025313339240869,-2.25728307122901,2.04963065301474,-0.00121268243506621,"Converged",FALSE,0.9
84,-1.15125457643896,0.768922288086379,-0.0173062200324624,-0.967924773850926,0.13014084441666,-0.0170961856284369,-7.90271223087757,4.27678660823152,0.0992497520769323,-1.39141099723832,1.5333871941505,-0.0173371649861294,"Converged",FALSE,0.9
85,-2.10227324617117,0.626863903810541,0.00576506389663925,-1.88245907754019,-0.100619020711854,0.00606476567822834,0.784109381200478,3.69675407496599,-0.0727258715358988,-2.11866977812045,0.606479223971742,0.00620065149413611,"Converged",FALSE,0.9
86,-1.69970966800546,0.96089100246992,-0.0092590821055829,-1.35763589850831,-0.190478571052967,-0.00874161237373435,-3.77342992163519,2.12877612590677,0.0265170248728698,-1.59152116579369,0.582471200985128,-0.00909345653944924,"Converged",FALSE,0.9
87,-1.92841323765377,2.02487692196794,-0.00815544926468663,-2.18807661917818,2.14981859073729,-0.00690607855337245,-6.3299389170063,7.03650139458276,0.0484728232285353,-3.23242083349426,5.24425387914936,-0.00534292355472553,"Converged",FALSE,0.9
88,-1.06807347784445,1.10821506328874,-0.0255378594929486,-0.91464639233284,0.474853671776755,-0.0251239077172522,-0.128051659679961,-0.37658946828159,-0.0344287294882335,-1.04717999327515,0.945671857485874,-0.0252243556275864,"Converged",FALSE,0.9
89,-1.76025868949179,0.72440431105058,-0.0057395758254574,-1.79348534689124,0.621138268790441,-0.00510873644915238,-2.09277682445989,2.85307770402246,-0.00666130729189029,-1.98738612297692,1.35927287349792,-0.00544390572770455,"Converged",FALSE,0.9
90,-0.765714772659736,1.4981248145037,-0.0304723457535771,-0.609372504013626,0.832483848360895,-0.0303066197421392,-2.82008661843107,3.92150134349905,-0.00409281105751288,-0.949256993607975,1.95338090809481,-0.0300802488556206,"Converged",FALSE,0.9
91,-1.08846956381273,1.51432600636072,-0.0245050267765707,-0.731063535391039,0.197477524824675,-0.0232159249512983,1.47145519380057,0.559898320561441,-0.0752809713909192,-0.686571505318366,0.076381622285698,-0.0230962222196734,"Converged",FALSE,0.9
92,-2.46158459232558,1.35376182341245,0.00896972568051004,-2.27197051208362,0.61561209998011,0.00913690012086304,-1.91635621775677,1.97783548328687,-0.0114236246006409,-2.3787966488514,1.08077246834699,0.00932655706934881,"Converged",FALSE,0.9
93,-0.36144545887789,0.608698129621225,-0.0329224984797694,-0.193226599165299,0.0686050898350592,-0.0329547772732382,-0.510298677284326,1.28291927208616,-0.0366122647032798,-0.38707954664124,0.703195933517394,-0.0330035742407275,"Converged",FALSE,0.9
94,-1.12232289173592,0.507202992688127,-0.0140949504468711,-1.13363034748823,0.51503167013292,-0.0145743928436017,-6.5251006837133,3.53594975376931,0.0727480494469503,-1.45325247166246,1.40173189221683,-0.0138905364133216,"Converged",FALSE,0.9
95,-2.86468537430872,1.41148131805349,0.0183910040546075,-2.97226659409911,1.38731997788526,0.0188467840474834,-2.56142704684191,4.35095601621976,-0.00145965420420211,-3.20996581571098,2.40101999420544,0.0187561091305471,"Converged",FALSE,0.9
96,-2.4054622186015,1.84562876004799,0.00421983907025868,-2.09305908211744,0.679194458922925,0.004573903877631,-4.4668543540881,3.60566388443115,0.0370410791003113,-2.58051589840071,2.29549040679088,0.00492899517193678,"Converged",FALSE,0.9
97,-1.64657654515487,1.59890792556523,-0.0118032258575406,-1.41980171494033,0.705844092115204,-0.0114593952766751,-0.981106689445117,0.944409426456374,-0.0220470765355719,-1.41486645685902,0.802402287274222,-0.01146217507462,"Converged",FALSE,0.9
98,-1.63758750182393,1.13124213642479,-0.0073431430853838,-1.22544154300089,-0.113390099368897,-0.00755798721824431,0.465850721022587,-1.09993738018451,-0.0407930172512734,-1.37535920584877,0.34833214112047,-0.00753245485033952,"Converged",FALSE,0.9
99,-1.14913844771351,0.458407416890054,-0.0152003204009474,-1.18717317116825,0.469414480900806,-0.0150460898578987,0.861009659594615,-1.42264589374166,-0.0424142670821643,-0.9755008244816,-0.0866218409124693,-0.0152818305822188,"Converged",FALSE,0.9
100,-2.10906009274413,1.46501733739097,-0.00250172898594305,-1.90425933756557,0.718561107643408,-0.00271913052011967,-3.155104485438,-0.652324692488226,0.030098547156944,-2.18220420750107,1.75085463686026,-0.00276102294897547,"Converged",FALSE,0.9
101,-1.62000231279661,1.09920355665806,-0.0122323434837064,-1.27022452222,0.0818137155354165,-0.0130308679930554,-4.94067183623639,-0.60090920103537,0.059408642437014,-1.27908561833987,0.129359794759489,-0.0130285948402009,"Converged",FALSE,0.9
102,-1.68810208409479,-0.0607351914828349,0.00155322343312723,-1.68787786595695,-0.0472014602440188,0.00151270808278569,-5.67897849913248,3.38716527697157,0.0528462324552142,-1.87061913742026,0.452094151311561,0.00188741649940923,"Converged",FALSE,0.9
103,-1.30685192776278,0.162256290274291,-0.0106991283689651,-1.35390818765503,0.264790933475212,-0.0106788094882181,-2.78914581267275,-3.21683706568515,0.0392445217457853,-1.3416137327212,0.276626975424665,-0.0106152059422443,"Converged",FALSE,0.9
104,-1.90425727038634,0.835209789703167,-0.0029673780517585,-1.77864986107809,0.365270188435555,-0.00292445051683032,-1.10630093051305,0.00557429761946831,-0.0121630916122878,-2.00898037855743,1.07513861507138,-0.00285442191824129,"Converged",FALSE,0.9
105,-1.60731534117652,1.70564008782012,-0.0148375021346403,-1.31512475477824,0.609716374908931,-0.0143037095173846,-0.976303200790018,-0.0626463337742884,-0.0145755117050886,-1.46816140953468,1.24376582500438,-0.0145516210919539,"Converged",FALSE,0.9
106,-1.68217922444124,0.410462049172542,-0.00185191327048687,-1.86680755796352,0.92677511819963,-0.0025114820301685,-0.75044195026234,-0.190923474132458,-0.0240944604044074,-2.02935630493401,1.58466358582606,-0.00206107741122359,"Converged",FALSE,0.9
107,-0.999323231924078,1.97971650629321,-0.0307250319118896,-0.354865917903529,0.199821212329152,-0.0325185763292339,-3.09693638018342,7.35444303394121,-0.0441615454303874,-0.673296830564532,1.14449816479114,-0.0320816354620236,"Converged",FALSE,0.9
108,-0.883066617753219,0.59086579551134,-0.0244489089213913,-0.687241998043365,0.0241527834859681,-0.0249150926863362,-3.60180729226633,-2.17261517894791,0.0479309031951869,-0.79650480685958,0.361221545714965,-0.0249178683079047,"Converged",FALSE,0.9
109,-1.92635294376566,1.43521506921404,-0.00620181526222827,-1.83012925505233,0.785697064284956,-0.00479167196680597,-1.67030181773902,-1.59270282042379,0.00951069642644641,-1.92813035123227,1.24097341896151,-0.00497425531878802,"Converged",FALSE,0.9
110,-0.44559094632264,-0.795911887054232,-0.0232105648474221,-0.386085120248214,-0.813342241603712,-0.0234740790289158,-2.91123920557785,1.34129274230596,0.0190556304426685,-0.238893919190541,-1.4276335323886,-0.0234264432265817,"Converged",FALSE,0.9
111,-1.39879712485886,0.645548356540383,-0.0122774436286439,-1.31135663017129,0.271202692147912,-0.0120044622631377,0.733441398780109,-3.0431011108783,-0.0342525067373683,-1.10447564139444,-0.295365379009987,-0.0123433773128133,"Converged",FALSE,0.9
