"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2","resampled_V","tpr","fpr"
1,-0.722662367663434,1.72251638183851,-0.0339222452228675,-0.330964429918978,0.426050548330865,-0.0345130543515402,-0.719746290099234,2.03239452115714,-0.0242130611600519,-0.874303052261397,2.20358771104753,-0.0348207385724564,FALSE,0.8,0.2
2,-2.16895796512631,1.52790953707225,-0.000696324883403181,-1.99885959416687,0.564000132709522,0.000853565162211703,-1.60664625265432,1.21914503150377,-0.0074865912372657,-2.52134596905311,2.44211719973694,0.00124450461265805,FALSE,0.8,0.2
3,-1.85084784898098,0.618056085346486,-0.00245727041182284,-1.85448928606177,0.493831558531281,-0.00271587734477866,-1.04439744453724,0.817360163377027,-0.0214851441425113,-2.08626325377032,1.34855885970905,-0.00281244960544628,FALSE,0.8,0.2
4,-2.91361218326517,1.73008509289132,0.01473110905258,-2.60488826722641,0.654601776740276,0.0142145882977772,-2.47837329576433,3.20531800943874,-0.0007742701879473,-3.31731156003988,3.0780758246432,0.0149007157961754,FALSE,0.8,0.2
5,-1.59106661906724,1.20160813700002,-0.0120348417488324,-1.38124324542367,0.364596048446136,-0.011523248566531,3.15657668949905,-1.55440110854264,-0.110013156079361,-0.56491162212549,-2.14990407830469,-0.0125304037437561,FALSE,0.8,0.2
6,-1.16589359497145,0.748260825123808,-0.018878514058561,-0.735324059099833,-0.397715496146849,-0.0196417373209104,-5.78097502863936,8.58491360134665,0.0115862983296042,-1.55154086223295,2.02295834531482,-0.0189888394242213,FALSE,0.8,0.2
7,-1.16975239225389,1.2435221141055,-0.020069557981473,-0.875773237386921,0.245112839329815,-0.020088113964855,0.722729062617484,1.04751644948727,-0.0668343157915701,-1.27320115056202,1.58430333920085,-0.0201580206011871,FALSE,0.8,0.2
8,-1.59025743244491,1.81835920650245,-0.0139818171030956,-1.26296175442608,0.619937012735361,-0.0143444275198409,-3.39085720121864,-0.0592775138799858,0.033317480296243,-1.50667703516967,1.64540571008052,-0.0143255965047595,FALSE,0.8,0.2
9,-1.48381188784589,1.25032912584003,-0.0146742066573656,-1.1828970083777,0.263994284810212,-0.0150637793087405,-2.01912854151432,1.22032879892575,-0.00262035394078395,-1.84157557065833,2.27050346774378,-0.0149844157259994,FALSE,0.8,0.2
10,-1.87230442662416,1.35376864863032,-0.00698795476019183,-1.71492848821629,0.719348806228057,-0.00765564801858579,-2.62987913313244,6.0306504775846,-0.0330135957454739,-2.90630152095738,4.78513441129423,-0.0104125762441258,FALSE,0.8,0.2
11,-0.774752692073533,0.0794083782172406,-0.0212846793644061,-0.858410877398546,0.252270418012259,-0.0212310690882844,1.14609887387846,-0.0765012130149904,-0.0597878442452191,-1.02807118439423,0.874945507125387,-0.0214850168418123,FALSE,0.8,0.2
12,-2.21658448391632,1.44400401561377,0.00137002460800946,-1.99173459554597,0.463328040175024,0.00232235654153261,-3.24841744857716,0.45617318483952,0.0452452626478569,-2.21710333952045,1.2601712123992,0.00301516388868123,FALSE,0.8,0.2
13,-1.56067559891472,1.8138422054532,-0.0137524358835125,-1.13505777927373,0.224239541593713,-0.0123947488996485,-1.5611520379259,0.794711684216401,0.00207346677632001,-1.03308512364907,-0.104888236678107,-0.0118081982243894,FALSE,0.8,0.2
14,-3.62361496065402,0.390782228300892,0.0376485872246056,-3.56098167912688,0.132943555811399,0.0377643762731556,-3.66642008811004,4.48019278665236,0.0117563731508798,-4.3319755329925,2.5946263711691,0.0377411464816414,FALSE,0.8,0.2
15,-2.15806688193189,1.47015343189822,-0.00124597674727114,-1.78367733046036,0.288720935671956,-0.0018410448692816,-1.79515697432326,8.85552444908057,-0.0780572948299167,-4.58587020873319,8.344288037091,-0.00251184550245161,FALSE,0.8,0.2
16,-0.442753473659855,0.0645766525559578,-0.028243865549166,-0.662828012453901,0.558736303726734,-0.028190872908691,-0.192160654357353,2.67114586650513,-0.055503927782453,-1.42828662502203,2.85550577883224,-0.0265974328091638,FALSE,0.8,0.2
17,-2.65270890523558,0.567527030524097,0.0160264918836434,-2.29131752844907,-0.369872644396369,0.0153106775585575,-0.544375212761968,-5.35190242754725,0.00128817578517055,-1.89087023004286,-1.90561627972426,0.0155851487864994,FALSE,0.8,0.2
18,-1.97666367364007,1.3425323010699,-0.0043261529041585,-1.92808961321618,1.00319674971635,-0.00515281127866909,-1.58074123693731,0.90239285952213,-0.0153820556910979,-2.34321147479172,2.45725330448654,-0.00516211143412645,FALSE,0.8,0.2
19,-0.837021533677841,0.838223648699111,-0.0306845518713082,-0.615746709582755,0.0860883484719244,-0.0305046842647227,-1.17611781973208,2.83567975124304,-0.0436426091020768,-0.762890261005873,0.613296486345992,-0.0307153027122546,FALSE,0.8,0.2
20,-1.61949332621195,1.73058090322283,-0.0152868116056559,-1.29666720891298,0.624381995561737,-0.0160143846613152,-1.72002575669873,1.0170576878512,-0.00269903991433766,-1.90783125785743,2.72920504377203,-0.0166697389058787,FALSE,0.8,0.2
21,-2.0699676166883,2.39404164421691,-0.00972666213870512,-1.58941989976462,0.817011782423234,-0.0109185960256876,0.751695272004268,-0.0761568903664381,-0.0529883098560805,-1.6932230616253,1.44933246305628,-0.0112406476688703,FALSE,0.8,0.2
22,-0.571066121651329,0.363234249499312,-0.0253147176793451,-0.443592617981423,-0.0518862715765686,-0.0251095158285337,-4.42346887347104,6.51052795729824,0.0214294827761538,-1.60071875919529,3.57445399650402,-0.0234686998677978,FALSE,0.8,0.2
23,-1.56007779663365,1.24326566773136,-0.0117693646092995,-1.39438894429147,0.590752610110669,-0.0123070563058353,-0.829182734188561,5.4454000906956,-0.056773426478831,-2.67248463228479,4.7720248928756,-0.0148235879156846,FALSE,0.8,0.2
24,-2.39054188651453,0.577174943617588,0.0123861400252728,-2.30649628104877,0.216277367665108,0.0124937715078738,-3.17328630813723,0.155182955586096,0.03646567950586,-2.52000019877212,0.967066921022201,0.0126105189203261,FALSE,0.8,0.2
25,-2.60895572638159,0.282159855646825,0.0187469999207915,-2.52850627385015,0.00356286860337333,0.0188643550115188,-1.76979542533061,1.32799421572477,-0.0136719517770741,-2.49196687491494,-0.125124581584717,0.0189043637952658,FALSE,0.8,0.2
26,-1.2206579440053,0.331061469010551,-0.0144022797430593,-1.21381636040603,0.193874141191834,-0.0140798767574703,-0.157998227690805,0.481857439233482,-0.0409457086375575,-1.3937127736796,0.820139947414297,-0.0138981203825276,FALSE,0.8,0.2
27,-1.88046456498897,1.0239857169373,3.04746550733332e-05,-1.6169058571979,0.029926745949478,0.00102571499793748,0.907322495135925,-4.40391266610189,-0.0310544292344353,-0.341921983959186,-4.32485452354139,0.00131155637208745,FALSE,0.8,0.2
28,-0.966537643157193,1.2221737502905,-0.0277528948755535,-0.733635150870402,0.454962642374686,-0.0285362488411957,1.07542047801111,-0.385765403320484,-0.0605713102092859,-0.772173142619136,0.789237994927007,-0.0285972402071636,FALSE,0.8,0.2
29,-1.73132387498933,2.07348780001083,-0.0132342146158414,-1.38953512588946,0.470670247543428,-0.0105360992045932,0.908147988943574,-1.3502697649629,-0.0433760537666909,-1.12747057318649,-0.11613755789368,-0.0111878340084384,FALSE,0.8,0.2
30,-1.19564673238488,1.40224388220213,-0.0181390978928875,-0.842640014965274,0.145657059265192,-0.0175194543909185,0.383420627854145,4.80842788401966,-0.075797151482018,-1.39200285700945,1.99220139111115,-0.0176231081398464,FALSE,0.8,0.2
31,-1.36009904519732,0.36209004113977,-0.0091021916622785,-1.12034670496654,-0.303597056191884,-0.00913127626619937,-0.621165170735758,1.15385133120367,-0.0387183888624891,-1.19071722277362,-0.172102003825358,-0.00913047349999995,FALSE,0.8,0.2
32,-1.76073564951688,1.37622069912089,-0.00955110227382238,-1.76106734891672,0.869621154763799,-0.00806520991624921,-0.957360923046634,7.67670244143934,-0.083086186536711,-2.94085278036714,4.80159047587868,-0.00921362022615922,FALSE,0.8,0.2
33,-2.29437788836228,0.889708935223662,0.00992770223581048,-2.0336774285373,-0.0834189247096418,0.0110559266774237,-2.04537489719572,2.29543736776251,-0.00720396216244839,-2.11349682871634,0.181780185515526,0.0108641425477636,FALSE,0.8,0.2
34,-2.71433505525529,0.766464861205439,0.0152826594540804,-2.85297688771803,0.926026399576245,0.0149303260429439,-2.6718032559487,1.06277531330734,0.00503438928005078,-3.9313057834641,4.25154926876065,0.0152877963477719,FALSE,0.8,0.2
35,-1.88241094030604,0.420290714009952,0.000553894946909672,-1.89356875944907,0.342976168602499,0.000461315734527497,-4.14530098777963,-6.59520287904881,0.089254357705961,-1.52073793995847,-0.728948332736701,0.000307267028712154,FALSE,0.8,0.2
36,-1.31934554296779,1.44863617103257,-0.0186895151620377,-1.24266439936206,0.884661797118158,-0.018566095384955,-5.5275309313475,5.58574163692071,0.0401038549982677,-2.32378125026718,4.41066233647031,-0.0180450344470477,FALSE,0.8,0.2
37,-1.74166900857086,0.975026679096404,-0.00437839390047322,-1.73559314839103,0.693981168912418,-0.00415495843131939,1.10313926406776,2.59366827807604,-0.0878989327818978,-2.83254377338425,3.9378652626544,-0.00239619655395262,FALSE,0.8,0.2
38,-1.43050893288843,1.39034720161399,-0.015688814499977,-1.29119608396952,0.645256707695626,-0.0149537657327594,-1.47068651060999,4.15252987799902,-0.0396449884055577,-2.3956062221183,4.13609549852444,-0.0152364033340264,FALSE,0.8,0.2
39,-1.21172134222464,0.930208900082008,-0.0173108622770034,-0.915100485159767,0.0139906819442149,-0.0175581911892565,-2.9355145073997,-3.29619390016642,0.0384089007514708,0.287153844571529,-4.00388508470428,-0.0185089417217008,FALSE,0.8,0.2
40,-1.87723160214417,1.155548468612,-0.00213485255367542,-1.71838374321209,0.470933565959679,-0.00199867281848539,-0.616846708615674,-1.04647758132418,-0.0132690729149344,-1.663975877751,0.470603719596233,-0.00207801040305517,FALSE,0.8,0.2
41,-0.92995490339787,1.39506609414547,-0.0297511490075549,-0.99515238946127,1.24391060868215,-0.0300877586709584,-0.22811641415702,1.22119506321568,-0.0443127023388998,-1.65767975991777,3.7843439903751,-0.0319401781454603,FALSE,0.8,0.2
42,-1.65073105968663,-0.189184114966363,0.00450414725301522,-1.55024315756568,-0.439712438680029,0.0049876154911418,-1.91839560499144,1.14674183102463,-0.00216568082672276,-1.5700692991,-0.475006343759901,0.00459543920459666,FALSE,0.8,0.2
43,-1.44628442529405,0.627888397033488,-0.0128464087705838,-1.25379465009994,-0.0357860259704525,-0.0123582041185688,-1.77629671618562,0.48031712727159,-0.0080783110908416,-0.594254300313679,-2.26357569793187,-0.0123534368318548,FALSE,0.8,0.2
44,-0.391411099133106,0.739881177196152,-0.0323122667706337,-0.123641986008243,-0.0212748124589562,-0.0329249203688343,-0.500911154159849,-2.2594116361413,-0.00413042309216128,0.124442322690275,-0.812389998756587,-0.0329594556835121,FALSE,0.8,0.2
45,-0.906441820963522,0.309408575986987,-0.0197200459969756,-0.620745770886897,-0.428208320903643,-0.0200506016528559,-1.64077936742051,2.59113431982522,-0.0171360835170732,-0.627510860210403,-0.541517750520094,-0.0200277877837673,FALSE,0.8,0.2
46,-1.97855963608241,0.637526112186633,0.000234330116059111,-2.12967060090223,0.832448774323124,0.000267540836450867,-1.64349659595993,-0.791591046061091,0.00959722369462841,-2.36403406320263,1.84225590312318,0.000325057208920713,FALSE,0.8,0.2
47,-1.96517658367301,1.47636861697757,-0.0057384843930278,-1.65098641563258,0.339614969790892,-0.00527268521867365,-4.69554384386066,0.40477202945043,0.0387676338482159,-1.63108729123748,0.359895636677836,-0.00528312232551756,FALSE,0.8,0.2
48,-2.02263275650998,1.80997900552213,-0.00580541542041212,-1.75494740647983,0.713020797909738,-0.00551090509547337,-2.68544729465912,4.60339445371529,-0.0177338726110258,-2.97234449534443,4.43894875442659,-0.00565621048797223,FALSE,0.8,0.2
49,-0.577330604978076,0.707699697103733,-0.0279844657993591,-0.450265934335666,0.214891659689133,-0.0278327772754055,0.647462773920294,0.250215306789846,-0.0458020989441801,-0.485907506806432,0.413576214300838,-0.0280021473899378,FALSE,0.8,0.2
