"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2","smle_conv_msg","resampled_V","prop_recovered"
1,-0.722662367663434,1.72251638183851,-0.0339222452228675,-0.423434634238701,0.632578074432655,-0.033655704466317,-0.656008287877913,3.81642780701832,-0.0631102540946886,-0.516521248398336,1.11880495155264,-0.0342904503410476,"Converged",FALSE,1
2,-0.773006583761689,-0.0366518671310088,-0.023639197906203,-0.786306261814583,0.00589442045877319,-0.023641738626123,-2.87334664319704,2.49015940845617,0.00596978286631256,-1.01715109784999,0.739191195068458,-0.0236778964840756,"Converged",FALSE,1
3,-0.625083304243418,0.110263549042813,-0.0262019227004766,-0.303225967166954,-0.778542571343665,-0.0263133406698455,-1.34093075218036,-4.14926144012772,0.00965156954137281,0.0609651625119538,-2.23030263846115,-0.0259850171027648,"Converged",FALSE,1
4,-1.30995273628626,0.794397439494971,-0.0149717937415301,-1.37750620716204,0.884405629753596,-0.0154263736474422,-0.675387709257238,-2.11566658721533,-0.00957476591147764,-1.39453545842567,1.09996669721998,-0.0153457332437618,"Converged",FALSE,1
5,-1.61826103115537,0.831813108124669,-0.00787134380601291,-1.55397804168883,0.590610347054752,-0.00835501358178641,-0.30724559833619,-2.37419519170747,-0.0184966252194468,-1.5294656963417,0.558391975393134,-0.00815594428683809,"Converged",FALSE,1
6,-1.56220917676317,1.20254562591289,-0.0108178908810379,-1.43021355825724,0.579109894469576,-0.0101985860955454,-0.453700528267986,-2.21903763032362,-0.00507187051851482,-1.48075674232807,0.87977227754423,-0.0104520366178145,"Converged",FALSE,1
7,-0.827295308077513,0.233092678393108,-0.0220971089451937,-0.849432148254103,0.254839572114045,-0.0221337031339738,3.28300700995308,-5.65997138824049,-0.0781605618911272,-0.472651266103527,-0.907605643006263,-0.0221472813338693,"Converged",FALSE,1
8,-2.46560646323808,0.93784367146116,0.0114810632129861,-2.3428400952363,0.494522992388843,0.0111369382790238,-3.84031904970691,3.73761054863209,0.0179281980746808,-2.86425690124906,2.03925170209835,0.0119612149540293,"Converged",TRUE,1
9,-1.23071624741421,1.43045357973152,-0.0193558771668355,-0.982985865152587,0.627974318615865,-0.0200903347228409,-1.12615741017585,0.529809201557374,-0.0108510597309589,-1.16096001672282,1.31373309506271,-0.0198019635548636,"Converged",FALSE,1
10,-0.502568503282016,1.03982689747262,-0.0326887075463503,-0.0930416725482986,-0.222780295409577,-0.0326917786223671,0.195563528407657,2.84063351741594,-0.0710818060214721,-0.312933376744187,0.409038675455471,-0.0324627091866126,"Converged",FALSE,1
11,-1.6058111968474,1.33437142360139,-0.014353261820751,-1.24617367133509,0.269863743349561,-0.0150591941926059,0.961787794454473,1.51108361529713,-0.0650718007119497,-1.25653414417241,0.367800788225944,-0.0150692445380023,"Converged",FALSE,1
12,-0.594789244969604,-0.490541692897306,-0.0194964498720171,-0.66277323236603,-0.258669030650736,-0.0192098682685938,2.77595991883353,-1.88053594787447,-0.090469826691691,-0.59362749132721,-0.518662975518345,-0.0192978903481244,"Converged",FALSE,1
13,-1.73735393712244,1.82349236985177,-0.0159289015791313,-1.20046814692724,0.134841322680755,-0.0160908780698936,-1.69428226476385,2.60067983643728,-0.016535315574009,-1.3601927411855,0.741557191633251,-0.0162142557428057,"Converged",FALSE,1
14,-1.3462110334936,0.0466463400872679,-0.0111270127446441,-1.38459256783113,0.164426386171582,-0.0113077226758728,-4.58838004598368,0.0862441434872605,0.059863101897448,-1.39919703008248,0.224760793995209,-0.0112442592873387,"Converged",FALSE,1
15,-2.91317113933891,1.37889231500689,0.0153603438235901,-2.56071991933363,0.36322265126918,0.0140725042658853,-0.481868144938603,1.76864354532019,-0.0510789983630252,-2.91105668982468,1.56951199475571,0.0141665362906856,"Converged",FALSE,1
16,-2.25925204293091,1.3776266521226,0.00116494189167723,-2.1389709267134,0.777864135164719,0.0015837950000881,-3.68602450392335,4.12067123357369,0.00464165682712186,-2.20342401061256,1.23738273906172,0.00113486297633142,"Converged",FALSE,1
17,-0.369849130852348,0.455419879294684,-0.0327216753007028,-0.227919828858867,0.0313292978799285,-0.0329002511553299,-1.84305100127877,-1.07995244829248,0.0077984150377273,0.0767442234535619,-0.894566632424975,-0.0333590561057589,"Converged",FALSE,1
18,-1.41253966785934,0.739092961438246,-0.00987810230594329,-1.38867133003871,0.575089739825348,-0.0100990699462423,-4.24815018562895,2.63095712684501,0.0209847222241615,-1.89546063147567,2.20356860943139,-0.00980163314874561,"Converged",FALSE,1
19,-1.26520388437777,0.282163501404132,-0.0127597986863904,-0.793535954093121,-0.99361431884462,-0.0132712064788101,1.9054011635296,-3.94824219278727,-0.0589917284721918,-0.663003062218098,-1.60559499070407,-0.01310092269195,"Converged",FALSE,1
20,-2.61153664085178,0.848355071234731,0.00821339925369949,-2.65482911908702,0.772252501555727,0.00865215322268333,-5.17174781316298,3.49886269445664,0.0453178195747804,-3.03631225405517,2.21257181681617,0.00850711999973119,"Converged",FALSE,1
21,-2.15081066356323,2.11629945154599,-0.00607060463242623,-1.90272501798533,0.937591867572322,-0.00445711544590692,-3.63903335205004,5.48824355286161,0.00827353664114484,-2.32004516023564,2.36872553960643,-0.004569590449383,"Converged",FALSE,1
22,-0.751090217732881,0.345860258461579,-0.0235043937968068,-0.620230427131544,-0.0328703794390972,-0.0237145318286882,-3.88572330751774,0.176510696647396,0.0329743414502657,-0.566299818854004,-0.200215936764559,-0.0237784079415822,"Converged",FALSE,1
23,-0.906890742441114,0.818579768100069,-0.0235421932270129,-1.03854661938514,1.03254689978677,-0.0235261313379038,-2.59179208431543,2.48927225728533,-9.47118427519116e-05,-1.34268730826755,1.99728637270578,-0.0231547850950393,"Converged",FALSE,1
24,-1.96142589607383,1.47140120983151,-0.00431943389781609,-1.6046497531379,0.304144162206727,-0.00435914485912804,0.120701878534698,1.97871236364262,-0.0545090524576278,-1.76265521887149,0.959290938778276,-0.00433594329778233,"Converged",FALSE,1
25,-1.48052108716321,0.573043599306327,-0.0111431169175591,-1.4365828717042,0.372134386119569,-0.0112542126504916,-2.40367287126527,2.4824775986556,-0.00487548180468351,-1.70403106941574,1.29486244803861,-0.0117373247326042,"Converged",FALSE,1
26,-1.24784460345142,1.0534074408272,-0.0165616606130818,-1.05431739487277,0.368736349095839,-0.0164704331127887,-0.645938368696521,3.01802503215895,-0.0401292819436732,-1.29825180542379,1.13576052559827,-0.0161311470602825,"Converged",FALSE,1
27,-1.14525683607379,0.642336551609292,-0.0191407236576204,-0.924351088740519,0.0322328521121868,-0.0196917975067361,-0.605040630827878,4.03401043155965,-0.0612133108912955,-1.26377622424931,1.05061337236161,-0.0194463587073461,"Converged",FALSE,1
28,-1.78368774509558,1.31985612775565,-0.00846835453205242,-1.35863874535874,0.0208357560025309,-0.00896252899549162,-0.478666681150593,4.82038589865856,-0.0677102412925081,-1.45142761865665,0.324640932783149,-0.00891260520088333,"Converged",FALSE,1
29,-2.06612055138505,0.526488144497042,0.00290842787222833,-2.13592759790959,0.659693532562487,0.00264522012112496,1.76909807799286,-1.51901419431969,-0.0908778702942307,-2.3211479231822,1.38774354096012,0.00252387595103299,"Converged",FALSE,1
