"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_resampled_V","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_resampled_V","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_resampled_V","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","sfs_beta0","sfs_beta1","sfs_beta2","sfs_conv_msg","tpr","fpr"
1,-0.780943826129001,2.04147271963486,-0.0353963391684565,"Converged",FALSE,-0.794432253720252,2.1558720368293,-0.0348141731629974,"Converged",FALSE,-0.808186565942956,2.55863470396649,-0.0365698578578867,"Converged",FALSE,-0.319565874538358,0.547975480512517,-0.0344421809073154,"Converged",FALSE,-0.641375769460189,1.46615053827035,-0.0345212701932165,"Converged",0.8,0.2
2,-1.85347797806431,4.55676103062445,-0.0333009311235871,"Converged",FALSE,-1.6050115898671,4.56037861348007,-0.0338139142271827,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.38883897174634,3.72613432006011,-0.0360222080435378,"Converged",FALSE,-1.59639555122992,4.33348249264306,-0.0350080075329176,"Converged",0.8,0.2
3,-1.96428585803792,0.423655172328493,0.00382163410993591,"Converged",FALSE,-2.8484167256879,3.38732980314947,0.00346947764990369,"Converged",FALSE,-2.24591605957824,1.1228336944274,0.00378910623811788,"Converged",FALSE,-2.84565359451248,2.76999370789823,0.00555353300303151,"Converged",FALSE,-2.4175003220758,1.80066692351666,0.00405882381563233,"Converged",0.8,0.2
4,NA,NA,NA,"B-spline error",FALSE,-1.96286451338881,0.73080198590381,-0.000331166225280761,"Converged",FALSE,-1.72624791626517,-0.0461125168259911,-0.000231534753559515,"Converged",FALSE,-1.28798129358171,-1.53670734762365,-0.000327420111115947,"Converged",FALSE,-1.74865867646421,0.0275820451157837,-0.000231643577654866,"Converged",0.8,0.2
5,-3.49676966528916,3.58553315269995,0.013680851147236,"Converged",FALSE,-2.50787129121903,0.764208709141927,0.0124521740404388,"Converged",FALSE,-2.48845004295887,0.689069942259692,0.0123615910223268,"Converged",FALSE,-3.07003436933258,2.36058694426213,0.0133197116472376,"Converged",FALSE,-2.40459794935936,0.45664038632251,0.0124284361137343,"Converged",0.8,0.2
6,-2.17459239736495,4.4603546753746,-0.0215042569023426,"Converged",FALSE,-1.62209253334985,2.70888750866356,-0.0192326514241183,"Converged",FALSE,-1.18691915895769,1.03096789533608,-0.0190158686424003,"Converged",FALSE,-1.77929805227978,2.95534982342758,-0.0186042245707377,"Converged",FALSE,-2.22797632869954,4.41900293243936,-0.0200872968727053,"Converged",0.8,0.2
7,0.249906768090331,-5.46219627969722,-0.0107185389169134,"Converged",FALSE,-1.61855323963041,1.26391411762356,-0.012700868309707,"Converged",FALSE,-1.35488992936946,0.33477105252118,-0.0121382342316362,"Converged",FALSE,-1.2499553923197,-0.0284434593094146,-0.0120238531926623,"Converged",FALSE,-1.04858813256288,-0.728840826793462,-0.0117321809609032,"Converged",0.8,0.2
8,-2.85261628140119,1.68842225912323,0.0129019305096826,"Converged",FALSE,-2.36208910313692,0.28910161081063,0.0128580035615963,"Converged",FALSE,-2.5374162880469,0.919398021357906,0.0126878484214078,"Converged",FALSE,-2.42520113187547,0.504921573088932,0.013015913147766,"Converged",FALSE,-2.59283407033549,1.01903525295917,0.0129572670020615,"Converged",0.8,0.2
9,-0.893919890968632,-0.322484513628406,-0.0144334837752722,"Converged",FALSE,-0.510197988070734,-1.48506183106013,-0.0148962038005421,"Converged",FALSE,-1.0807177294744,0.327771784796728,-0.0146000552713102,"Converged",FALSE,-1.66136759896648,2.20856695844802,-0.0154819644880906,"Converged",FALSE,-1.08107589399711,0.325749603192151,-0.014779464227763,"Converged",0.8,0.2
10,-1.62404085098647,1.41826137382211,-0.0102166740470543,"Converged",FALSE,-1.53606006623374,1.21523383076404,-0.0102067130615567,"Converged",FALSE,-1.12397369949214,-0.238175745181079,-0.00970226132489328,"Converged",FALSE,-1.78565108971954,2.06333275911457,-0.0103690614619707,"Converged",FALSE,-0.251904990402762,-3.23445736181434,-0.0104649163129031,"Converged",0.8,0.2
