"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_resampled_V","cc_beta0","cc_beta1","cc_beta2","cc_conv_msg","cc_resampled_V","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_resampled_V","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","sfs_beta0","sfs_beta1","sfs_beta2","sfs_conv_msg","tpr","fpr"
1,-0.942721883024084,2.50098333362178,-0.0356730230599091,"Converged",FALSE,-1.13598245521649,3.48454611198288,-0.0353370245755399,"Converged",FALSE,-0.918215739983148,2.43222359385451,-0.0352215523698025,"Converged",FALSE,-1.46888385670088,3.91312186118064,-0.0342437852768732,"Converged",FALSE,0.205791171807158,-1.17538564675196,-0.0344731810051174,"Converged",0.5,0.5
2,-0.628382213670169,2.70223769023568,-0.0450977249876205,"Converged",FALSE,0.770751879236065,-1.95640289897319,-0.0434309447024353,"Converged",FALSE,-0.164840616786041,1.12189391785133,-0.0437068056870173,"Converged",FALSE,-1.8704377078359,5.90417077915799,-0.0431940994523904,"Converged",FALSE,0.529758544801904,-1.08477770969353,-0.0440533214088248,"Converged",0.5,0.5
3,0.116127893928488,-5.92350418407231,-0.00273390637303986,"Converged",FALSE,-1.27535331935878,-0.560887218479969,-0.00522847110559712,"Converged",FALSE,-0.0389762768883872,-4.487158399126,-0.00553357622294596,"Converged",FALSE,-1.57416837784835,0.396095467938377,-0.0050757287667278,"Converged",FALSE,-0.5881412995548,-2.87031198881716,-0.00512110252040129,"Converged",0.5,0.5
4,-4.50821382646343,6.69776217888535,0.00953055362972197,"Converged",FALSE,-3.85417930457629,5.11794716082529,0.0110167805067976,"Converged",FALSE,-2.59060621015954,0.87444445472496,0.0112807734681333,"Converged",FALSE,-1.77609138448165,-1.92195938047384,0.0117825989155331,"Converged",FALSE,-1.33353930495387,-3.39618423000129,0.0128216970984228,"Converged",0.5,0.5
5,-0.752607539446729,0.681880853612844,-0.0252537084689687,"Converged",FALSE,-1.02519513793441,1.65504595470208,-0.0259912892270713,"Converged",FALSE,-1.2845826824455,2.74022329524563,-0.0281794306737324,"Converged",FALSE,-1.01259879546143,1.60353516478053,-0.0255795646494588,"Converged",FALSE,-1.25166902375228,2.35465794724653,-0.0256966775267078,"Converged",0.5,0.5
6,-2.5260903775951,3.12969320007026,-0.00519502850882313,"Converged",FALSE,-2.51590819113359,3.26462509680847,-0.00453281068389772,"Converged",FALSE,-2.19511188649009,2.36770166851765,-0.00557466043167424,"Converged",FALSE,-2.08775282867055,1.78532320946881,-0.00467420876430189,"Converged",FALSE,-1.64382349175938,0.54840950194209,-0.00542569165121869,"Converged",0.5,0.5
7,0.703125144353761,-5.46552519628913,-0.0222258163712575,"Converged",FALSE,-0.907026977509171,0.337691989554109,-0.0218115337524169,"Converged",FALSE,-1.32513687327584,1.69703088551391,-0.0217711456123758,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.49362005410242,5.24835739756867,-0.0227726455325454,"Converged",0.5,0.5
8,-2.20017290573211,1.96821088434254,-0.00264824429041283,"Converged",FALSE,-1.56490670581,-0.0432406555736024,-0.00275879888004938,"Converged",FALSE,-1.91805768375882,1.08618808519309,-0.00284714399857664,"Converged",FALSE,-1.80816385344466,0.754722889841295,-0.0028661161895188,"Converged",FALSE,-2.81390378925945,3.65398190462876,-0.00293281774586179,"Converged",0.5,0.5
9,-3.54449006664087,6.62982010255073,-0.00713451158021045,"Converged",FALSE,-1.87444529826148,1.63415513408807,-0.00478533005649421,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.835894584199446,-1.81209612806374,-0.00424931957045585,"Converged",FALSE,-1.34094794530274,-0.108627599325354,-0.00445433281700063,"Converged",0.5,0.5
10,-0.455868139103636,-1.01671342695323,-0.0202519542497559,"Converged",FALSE,-0.809423606633165,0.120502400178852,-0.0202303337056611,"Converged",FALSE,-1.12504988997364,1.07740990388655,-0.0203823471032709,"Converged",FALSE,-0.754778759533088,-0.0514240003586776,-0.0202389139278742,"Converged",FALSE,-1.27459886995086,1.55919416850268,-0.0204747230365204,"Converged",0.5,0.5
11,-1.84556595289874,-1.24863146339049,0.00810658500095422,"Converged",FALSE,-2.44096120801819,0.682326418731226,0.00812760720403732,"Converged",FALSE,-2.34353500148173,0.441508194049924,0.00780609564138078,"Converged",FALSE,-1.72100350788429,-1.58300208378795,0.00819070935162353,"Converged",FALSE,-2.94238848901126,2.14186267400445,0.0085373272022504,"Converged",0.5,0.5
12,-0.71342877179083,-1.46936483883494,-0.017606599520119,"Converged",FALSE,-1.35593086647952,0.57860881257951,-0.0178407778441212,"Converged",FALSE,NA,NA,NA,"MAX_ITER reached",FALSE,-3.21642224803902,6.16177502594264,-0.0200549051686445,"Converged",FALSE,-1.80298534417807,2.11875240825468,-0.017990889156703,"Converged",0.5,0.5
13,0.0512322148416941,-2.02478592526503,-0.0265755126477107,"Converged",FALSE,-0.464045852518073,-0.353543214900802,-0.0261725319151996,"Converged",FALSE,-0.980205471425838,1.35327791714929,-0.0265889702754792,"Converged",FALSE,-2.37764612672045,5.23361980714678,-0.0272230531085828,"Converged",FALSE,-1.24670817286945,2.13066387574527,-0.0261994829847821,"Converged",0.5,0.5
14,-2.31847967546692,3.54729381761185,-0.0132643951488537,"Converged",FALSE,-2.06720199440341,2.79861202287863,-0.0120723186144088,"Converged",FALSE,-1.13066535246232,-0.104494497520359,-0.0127484344217938,"Converged",FALSE,-2.08412320630318,2.75620596884662,-0.0128193610073817,"Converged",FALSE,-0.397118275181786,-2.3044423278067,-0.0135528798786444,"Converged",0.5,0.5
15,0.275150911186952,-2.45782797373787,-0.0264556553669804,"Converged",FALSE,-0.107603825307452,-1.16323920296383,-0.0265337162088576,"Converged",FALSE,-0.427060055377526,-0.19469646144013,-0.0265002628195972,"Converged",FALSE,-1.22728476440671,2.26937137026994,-0.0269344996210317,"Converged",FALSE,1.10162430301296,-5.35837731243701,-0.0277082286981029,"Converged",0.5,0.5
16,-0.850027675889563,1.35422615916265,-0.026770513026493,"Converged",FALSE,-0.337315688914458,-0.33642418023751,-0.026400137291476,"Converged",FALSE,-1.17478705681666,2.23663616822038,-0.0259804041364896,"Converged",FALSE,0.111182769203209,-1.69387933406045,-0.0272008143970316,"Converged",FALSE,0.318508270654683,-2.34649427604459,-0.027078819702717,"Converged",0.5,0.5
17,-2.0448932492358,3.21833125385992,-0.0139425251141995,"Converged",FALSE,-0.626616546156001,-1.47061245177613,-0.0123808410117854,"Converged",FALSE,-2.01244846122395,2.89433811631877,-0.0130062313675393,"Converged",FALSE,-1.81581206391833,2.3874411041147,-0.0124702735250099,"Converged",FALSE,-2.38982232383867,3.84004330489228,-0.0118895894978353,"Converged",0.5,0.5
18,-0.405402627195457,-2.47606780983672,-0.0127548440849974,"Converged",FALSE,-0.528493061074969,-1.76876481727923,-0.0136074803188972,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.42810416554088,1.11348565891091,-0.0136206975308311,"Converged",FALSE,-0.727506875483588,-1.26555909099974,-0.0132511448180165,"Converged",0.5,0.5
19,-2.097476737343,3.8740118618702,-0.0164631120482363,"Converged",FALSE,-0.427623587931748,-1.62237299240425,-0.0152006914852085,"Converged",FALSE,-1.40330878951892,1.67729963878078,-0.0160212418261612,"Converged",FALSE,-1.47616079078384,1.83979477130556,-0.016572601550911,"Converged",FALSE,-2.16481397535734,3.97987219608695,-0.0180015079785088,"Converged",0.5,0.5
20,-2.5411943869243,5.0698785085983,-0.0200209653535162,"Converged",FALSE,-2.12642923580726,3.95309634053044,-0.0171972323352204,"Converged",FALSE,-1.90542443107729,3.03360271836346,-0.016517226780192,"Converged",FALSE,-1.89826258952014,3.10853844677834,-0.016940845449853,"Converged",FALSE,-2.7192300592038,5.39341134895682,-0.0163177505776871,"Converged",0.5,0.5
21,-0.0894295432235708,-3.99164544877101,-0.00976310422529763,"Converged",FALSE,-1.51164490227127,0.77788181203194,-0.00997521655719244,"Converged",FALSE,-0.816932037531,-1.5446909059087,-0.00930848293803303,"Converged",FALSE,-0.832031130023366,-1.5459129661169,-0.00971611992826663,"Converged",FALSE,-0.702184486123348,-1.99190567884265,-0.00897814700647434,"Converged",0.5,0.5
