"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2","tpr","fpr"
209,-0.850135320803262,0.271168943042176,-0.0205615275920836,-0.686449109437946,-0.198975221906074,-0.0206717517575197,-1.04667805429583,1.60542421454974,-0.0219604528757775,-0.813228614744934,0.176620379912306,-0.0206825453452442,0.95,0.05
210,-1.43779813566309,1.67579335827182,-0.0168086273761205,-1.278515039689,1.03067041056319,-0.017129857652354,0.356841167161521,2.53532807822128,-0.0638143635379413,-1.63358779738855,2.34467368707163,-0.0171895624871746,0.95,0.05
211,-1.98654782195833,1.39314815682808,-0.00395203338504646,-1.54561404195657,-0.0165065082903219,-0.00384896187872553,-0.0281219024005894,5.49132095981358,-0.0714038754904343,-1.98819317651416,1.3652495261526,-0.00376339308909875,0.95,0.05
212,-2.56327358365496,1.01677916798204,0.0136021430908622,-2.38864900916385,0.417889734773102,0.0133194405398821,-1.46312579116134,-4.24070938103017,0.0230598671561539,-2.28460649569855,0.19908405573526,0.0131192046779608,0.95,0.05
213,-0.863912491521029,0.441982116071756,-0.0256663258623729,-1.32777976569957,1.38751214547577,-0.0242188262688007,-0.28781279698747,-2.8709346428271,-0.0159699885673887,-1.43781719976077,2.22403766967243,-0.0249416461567228,0.95,0.05
214,-2.7686065603316,0.813274769514896,0.0164451759188314,-2.53809547465984,0.129348479511441,0.0158818524167398,-3.36302664363593,-2.64018489908649,0.0421506804967362,-2.43619217863932,-0.157826049088373,0.015776762166737,0.95,0.05
215,-1.44737686412214,0.533373480743956,-0.00703838166146661,-1.57056654298482,0.816630969722278,-0.00732655471842251,-2.04711837268763,1.08229532073652,-0.000887554336591593,-1.62757123058117,1.14915662579822,-0.00758102666655417,0.95,0.05
216,-1.95077900644894,0.0235034410538367,0.00298162988555209,-2.03584389376138,0.275836151120613,0.00274919854718112,-2.72019092995881,1.17753373910015,0.00998813527186071,-2.24563057520315,1.03697400197398,0.00258912816746395,0.95,0.05
217,-0.405317222926756,0.227389649650916,-0.0308286548693009,-0.328123565971561,-0.00787973889653427,-0.0309303942530255,-0.8862846335483,5.10915558789344,-0.0656104511128909,-0.405670755334982,0.244861513605321,-0.0309195564343386,0.95,0.05
218,-1.77039293609479,0.852850294806101,-0.00757626769045733,-1.57420292316441,0.209936420077374,-0.00784864418186537,-5.1848848247716,7.3482651315071,0.0073582122351882,-1.9219077096677,1.45306271538367,-0.00815661200440425,0.95,0.05
219,-2.09776223026387,1.76798718046773,-0.00340357414151623,-1.87468645731433,0.992823630101826,-0.00428966792049185,-1.62312245809421,0.334939377241068,-0.00469809224279724,-2.08765571085038,1.89936128580913,-0.00441459691641743,0.95,0.05
220,-1.62224521550506,-0.0217928851012161,-0.0037296181510292,-1.83937817025398,0.595288598952533,-0.00397640546632229,-1.31357433699619,1.2440830105047,-0.0149492612302033,-1.85718341809856,0.733647311592332,-0.00388755886930109,0.95,0.05
221,-1.09601961463577,0.910302895589182,-0.0215270456169557,-0.949201283759441,0.378920734593613,-0.0215557376598546,0.72077041854599,-0.395981760404795,-0.0608309165409124,-1.05335183416286,0.760535809781785,-0.0213538075233749,0.95,0.05
222,-1.64324478339356,1.73006923722221,-0.0121256263600984,-1.4928570763897,1.07400448540469,-0.0122300623651227,0.689804390799991,0.666216738366925,-0.059039459615291,-1.82065769293989,2.33254746942431,-0.0132176530465851,0.95,0.05
223,-1.58473832452614,-0.228396470084984,-0.00295949658392844,-1.52230429476007,-0.376988063293301,-0.00284758608391848,1.94247836122004,-7.48467958386553,-0.0339307634029128,-0.910538486677538,-2.4545423295514,-0.00303058540693425,0.95,0.05
224,-2.18123179838524,1.75427572596748,-0.00309548048995558,-1.85872163423916,0.520887832490871,-0.00203590383668977,-1.82766059389326,-3.28603483968609,0.0228316941682656,-1.59855321680209,-0.228855588401834,-0.00181545515076902,0.95,0.05
225,-1.33057065104666,1.84657869732979,-0.0228834687119231,-1.04159455196299,0.772273891540947,-0.0223239167432884,-3.57317953927566,2.57785129632033,0.0196741124690585,-1.44768240807416,2.31549101153056,-0.0233968791566847,0.95,0.05
226,-1.87361580867787,0.696313439068015,-0.000382215218434829,-1.83298950754991,0.47105451115511,-0.000360819866016639,-2.24262946726733,2.00512683689151,0.0030910818027577,-2.02797318233063,1.24556741461577,-0.000217915962098198,0.95,0.05
227,-1.67571806264027,0.09311000574995,-0.0024660598500355,-1.92140792544356,0.628556465475586,-0.0017943971789066,-0.958946217480637,-0.0720302083222149,-0.0226028647834217,-1.83485601655342,0.555848810569502,-0.00233963839423927,0.95,0.05
228,-1.50314264826573,1.01847818757442,-0.0127424289352939,-1.3861232970233,0.535530990819691,-0.0127980397610391,2.54471137067941,-0.235582652757864,-0.0977891946178481,-1.54066625516667,1.23456170544894,-0.0131475154223181,0.95,0.05
229,-1.04918070635187,0.739372680712237,-0.0187038500413194,-0.989998740760215,0.362803916133503,-0.0178516448013371,-2.11650833880988,1.83601980660211,-0.00649427626795622,-1.03707708014987,0.565946807184904,-0.0179222326205822,0.95,0.05
230,-1.70099724882463,2.46508462111431,-0.0199631550180974,-1.19873516947136,0.765901030869723,-0.0195016584190857,-2.83334496933041,5.05264708670997,-0.0137177831085945,-1.70708054835646,2.33842063664652,-0.0193167984685897,0.95,0.05
231,-1.24160757082153,1.51227435478579,-0.0203773084730325,-0.830336781757886,0.320723613112007,-0.0217397061216322,-0.740375074048841,2.66411725705504,-0.0428460986439012,-1.0964146082037,1.24664983484511,-0.0218415931002831,0.95,0.05
232,-1.59845295678196,1.15491718905123,-0.0123066750195864,-1.36697470267239,0.157771287123713,-0.0106229660554317,-0.605070344349843,-2.98781332070386,-0.00150949180849683,-1.53042876612183,0.789419916142023,-0.0110710270777722,0.95,0.05
233,-1.15007996947215,0.517761110543375,-0.0144896270957678,-1.30717747815998,0.872066066826157,-0.0145646092776955,-1.47685578092631,3.34834560242071,-0.0264362952546245,-1.84750105450733,2.67769708825874,-0.0147662609564451,0.95,0.05
234,-1.13320577938539,0.947754674722479,-0.0198711961028728,-0.845863571445624,-0.00806776739927882,-0.0196169106510819,-0.37657827683353,-2.78329251102167,-0.0065551855999055,-0.742030388233095,-0.382448611549025,-0.0194889223998275,0.95,0.05
235,-1.52443669078808,0.606956722803352,-0.0115112717040126,-1.23287646519277,-0.161268663905189,-0.012441827747178,-0.456841769760269,-3.37852093123022,-0.00496643672719459,-1.08830137223754,-0.660328227406636,-0.0126679748174174,0.95,0.05
236,-1.33925132581267,1.85656560613592,-0.0194923084283952,-0.982376307923808,0.751311741888634,-0.0206885233650453,-0.895923018321864,4.55541045466616,-0.0461869887523987,-1.67281327480087,3.14925518409986,-0.0200912436771222,0.95,0.05
237,-1.77674296616488,0.016318817726346,0.00215379031864895,-1.9899677343152,0.511776822136339,0.0026804432796985,-0.85510522177463,-0.895609008790063,-0.0128279259690839,-2.23749313544564,1.36332638413816,0.00248272960956267,0.95,0.05
238,-1.12126053232561,1.16000865353995,-0.0212956369373779,-1.05224305196997,0.727462847636507,-0.0208316218842646,2.43644458118616,-2.32522104068027,-0.0761636761297323,-1.01929294217342,0.812235142174402,-0.0210489946594095,0.95,0.05
239,-1.61272178288123,0.154381218500082,-0.0022282849611476,-1.71428553719647,0.366324352405338,-0.00198230688612533,-1.70107546765681,0.699220594042845,-0.0136243383447436,-2.03339602029405,1.34287782181372,-0.00140825547449026,0.95,0.05
240,-1.09697194575997,-1.21973013057282,-0.00520517639769528,-1.5245648036693,0.330224554765059,-0.00668353662612006,-0.937882790184109,2.02921432292721,-0.0390250272782463,-1.80316859593299,1.26827800366833,-0.00665114681218418,0.95,0.05
241,-1.57917822200336,0.81130419320123,-0.00967067168224123,-1.71488604200714,1.16557198555222,-0.0108979852243474,-2.32241111076628,2.59398560029416,-0.0164742386382242,-2.21531470359387,2.61912802418459,-0.0100667631222437,0.95,0.05
242,-1.86414067436652,2.4295380708104,-0.0120641943293851,-1.72081100761666,1.49500090559999,-0.0103019232662099,-3.41191768922896,2.28097253168785,0.0225997779393509,-2.24337238773451,3.5364891742394,-0.011309374760764,0.95,0.05
243,-1.81411029567842,1.14291527103228,-0.00830423228596983,-1.79547686188266,0.933286184395971,-0.00868704599152489,-5.14340618758446,0.453897985812673,0.0651506579588317,-2.09988120570521,1.97903078737591,-0.00861047489510639,0.95,0.05
244,-1.61084596886079,0.975689159122529,-0.00800084183254043,-1.62965409098846,0.814124216958021,-0.0077922655491188,-2.72245524546352,2.92125359633654,0.00839460133738531,-2.20533707310598,2.65276211421672,-0.00787462943205499,0.95,0.05
245,-1.66311115153665,1.35769965777647,-0.0105073013994711,-1.54397720568108,0.791127870072671,-0.0101657841625472,-3.72038101391082,2.45087157595935,0.0268593491063239,-1.81490333358905,1.88998311971369,-0.0109061909267229,0.95,0.05
246,-3.31268515707074,2.22223714045935,0.0162114997339218,-2.82842312330616,0.510975752731701,0.0171159470118702,-2.57177502426792,1.98435275221163,-0.00346604196515608,-3.02867826055002,1.24993299895987,0.0171029385597286,0.95,0.05
247,-0.804536237553384,0.38453695322302,-0.0207723112505005,-0.514269199733059,-0.41437406500882,-0.0212059372916253,-3.72834040213202,3.50280561456797,0.0202849889130517,-0.424200520323927,-0.770221265002452,-0.0212805618047361,0.95,0.05
248,-1.38319713389063,0.102919759548428,-0.0107258075800479,-1.3419548855925,-0.0303517806611253,-0.0106822893608761,0.049701419040114,-3.45395054611213,-0.0178592752035158,-1.20917423035889,-0.472991542351079,-0.0107510563085031,0.95,0.05
249,-1.02755820370075,1.08161778462653,-0.0226786823107717,-0.973469148832195,0.735951452299947,-0.0224100334579233,1.70841830059712,0.534257707914897,-0.084242616286511,-1.14862472810905,1.37454630688233,-0.0224388965377255,0.95,0.05
250,-1.51924681609957,1.6166467670964,-0.0162026100983639,-1.12493937713468,0.351154694808313,-0.0163717832910858,-0.380682633584091,3.83897305454128,-0.0800540819191601,-1.64729308131199,2.09022692404403,-0.0166658352304154,0.95,0.05
251,-1.86275403324663,1.36965061617355,-0.00532171424522876,-1.50344753502044,0.203511057356332,-0.00524694837397049,3.83265744443804,-0.140370096902922,-0.128731802738518,-1.64114760235973,0.656382431125606,-0.00525539492015313,0.95,0.05
252,-1.90592588542476,1.74263217520442,-0.00656202038807203,-1.4599613177232,0.446685722979513,-0.00794388041543427,-4.08182146860867,1.37341666204802,0.0357501009550787,-2.02992788457709,2.2854354406584,-0.00817585719624616,0.95,0.05
253,0.271513841489646,-0.576569396688572,-0.038818254528879,0.241947895672169,-0.423146018135255,-0.0386881690373452,2.85896836698346,-1.2919487956492,-0.0938496523133525,0.768151573688727,-2.23644463028506,-0.0395185480469523,0.95,0.05
254,-0.365586899930286,1.58468758024736,-0.0389522880768417,-0.115200782006287,0.721130580016003,-0.0393590056949547,-1.03166084632961,-0.233255165055422,-0.0103863430501289,-0.341212039778224,1.59971481725562,-0.0398078974044432,0.95,0.05
255,-1.87802930373759,0.311246285500706,0.000178930652957665,-1.74465482379125,-0.133779371887897,0.00043298171287523,-4.20118000282917,3.72880210801861,0.031735256128134,-2.12083729317326,1.01779077435127,0.000350316753261702,0.95,0.05
256,-2.10304286134096,0.622236117222364,0.00632608143649417,-2.03760577045619,0.372242281843364,0.00607371068143368,-4.33202090336415,1.41750807036749,0.0500416868207344,-2.12947553282762,0.728322347190939,0.00605319573479103,0.95,0.05
257,-2.3199593638617,0.981466764675794,0.00700960607450499,-2.16818163797488,0.441209594341278,0.00684126023067087,0.0751793615680648,3.91383843339939,-0.0660912990143744,-2.38952531744815,1.27772778339065,0.00676415316358852,0.95,0.05
258,-1.42906848058383,0.065224191727651,-0.00731571730829468,-1.64827028922911,0.604759644658428,-0.00704151328710335,-1.34674002632086,-1.74850805644907,0.00256994625534006,-1.70952982025421,0.936009309273824,-0.00691617460883439,0.95,0.05
259,-1.47634291582281,1.58091613064361,-0.0196590835016845,-1.34833552316412,0.942760310249846,-0.0193259677089387,-1.7293768908775,3.0479142755396,-0.0117985739793475,-1.79710504407037,2.68371176315736,-0.020308102332732,0.95,0.05
260,-1.5997161506923,0.0973426927233359,-0.00430468025843084,-1.64145993110268,0.220077443654787,-0.00449392614334228,-1.3398030062705,-2.10556410814231,0.0102097214800629,-1.56224374161127,-0.0367071681085699,-0.00422005727154023,0.95,0.05
261,-2.52059439944565,1.9023386624704,0.00242911543370123,-2.0795203728357,0.351588886497612,0.00313544806465827,-5.12828023909657,6.40210932507552,0.0222827074241197,NA,NA,NA,0.95,0.05
262,-2.15857993435319,0.85746980412561,0.00330886382984086,-1.72781051138931,-0.470556679155062,0.00360259131543075,-2.64622589744887,-0.0853302944468998,0.0206457089095213,-1.56773444077847,-1.06702284920251,0.00382497162006106,0.95,0.05
263,-1.53980369039618,2.26682218727873,-0.0220066223121664,-1.27020785922952,1.11377641738656,-0.0211623435177754,-0.742868274938722,2.40293240581445,-0.0305646898447554,-1.63192736436759,2.5457634840303,-0.0223193062517875,0.95,0.05
264,-1.45278905005085,1.07899313602531,-0.0138376849819306,-1.34640362445583,0.55354192403752,-0.0132825811520873,-0.638481462673108,3.65324294725591,-0.0619750147441171,-1.38881864363795,0.815462417787802,-0.0134771613795036,0.95,0.05
265,-2.18782832916127,1.41564306546818,0.00129040358408463,-1.93496195427634,0.488435505362931,0.00163843767884527,-1.92674141495029,1.42465745746107,-0.0150704207552012,-2.06905597420213,1.02138570488547,0.00172723394521598,0.95,0.05
266,-0.70864222600694,0.904153214442883,-0.0268599900480571,-0.453183264658546,0.116801566720786,-0.0273328444932125,-1.6588136545786,-2.09332152037166,0.0133356412112751,-0.224748698621861,-0.562891670973322,-0.0276239547947431,0.95,0.05
267,-1.88717778365388,-0.327910079712922,0.00858434645268944,-2.01733467576551,0.0775067639857275,0.00862183358744937,-0.829842595011611,-0.388541467364688,-0.0112753218489893,-2.11207328341348,0.410455700198677,0.00860077345174427,0.95,0.05
268,-2.21158637002896,1.81155759552322,-0.00279817800153302,-1.76569975173281,0.324080438576466,-0.00244820066938999,-4.29708540362271,4.81929409673014,0.0209780901644332,-2.11115850532663,1.34443525824126,-0.00201266299016507,0.95,0.05
269,-1.99040588416883,1.19361557881934,-0.00387188840312929,-1.69472906470113,0.205874243525997,-0.00367620781200307,-3.38154227083871,1.66361029524289,0.018932323673064,-1.78700200754256,0.556740871052575,-0.00375675516270566,0.95,0.05
270,-1.20942220411342,-0.297599415521724,-0.00986321476489862,-1.36717139118775,0.231456200776535,-0.0103085918176932,-1.85743729502086,0.136374889384734,0.00639403505763152,-1.35812278861932,0.229485039275961,-0.0101916498155345,0.95,0.05
271,-2.10601856191052,0.957131455122319,0.000160005561219303,-2.03372288285276,0.588826951864787,0.00028311292695012,-3.26878683868902,2.61954994335494,0.0133689697343073,NA,NA,NA,0.95,0.05
272,-0.942042333568695,0.367390202146544,-0.0195226864950693,-0.802411187297647,-0.0523906161492536,-0.0195710164436947,-1.36599219533225,2.72466320350529,-0.0339560015244815,-0.784834702888946,-0.117199011540743,-0.0195833717161029,0.95,0.05
273,-2.06985530851923,0.720099959217961,0.00166933291849138,-1.98053415736641,0.419663439044271,0.00121079704411337,-2.04553000368621,1.8923894026926,0.00545065722119823,-2.45744808222859,2.03429680778872,0.00102518204319643,0.95,0.05
274,-1.7555927993477,1.32153698723195,-0.0109547294440755,-1.65281264274362,0.720639399543499,-0.0101549851159805,-4.37111284252049,6.988505029648,0.00595712352217186,-2.20130339326044,2.54572109862901,-0.010227426279113,0.95,0.05
275,-0.901700163680198,1.79466054837095,-0.0298167796001101,-0.68034225450165,0.96538547901561,-0.0301395754086954,-3.47910136320234,6.67065870588114,-0.0136564850658745,-0.941963364356251,1.87350262398718,-0.0300429265904019,0.95,0.05
276,-1.25516796702212,2.49438282095769,-0.0351279990819124,-1.00845787457601,1.45398829275493,-0.0348601319620524,-1.42192235743879,6.05599639540957,-0.0543287166712859,-1.62281437085756,3.61334658103315,-0.0356810155914943,0.95,0.05
277,-1.80237285826233,0.338409838349137,-0.00150083273522926,-1.79492567016212,0.249587071900958,-0.00143294039118486,-2.13058426811873,-0.619792344986074,0.00909833795796078,-1.98642234729718,0.91422792650003,-0.00142699187502899,0.95,0.05
278,-1.09994450752893,0.399772727914162,-0.0182721269171193,-0.973385121393016,-0.0107446773097904,-0.018244497825162,2.12269492835389,-2.05504310412559,-0.0663626094111713,-1.05583037997907,0.249964058787455,-0.01829879096908,0.95,0.05
279,-1.41511006531883,0.40152619662542,-0.00628389378190564,-1.49564890830182,0.514869367726215,-0.00600261463348206,-0.980149004386066,1.64586551177043,-0.02786265977788,-1.71314634754493,1.36463170818112,-0.00618421176782597,0.95,0.05
280,-1.71618777300233,0.841505340181533,-0.00741551295716954,-1.54578635409701,0.245727153319923,-0.00738062486494457,-3.73956524240228,1.15270329304198,0.0339152742819315,-1.69889356664545,0.765334129255941,-0.0074495818372272,0.95,0.05
281,-1.0661294268314,0.710142562358591,-0.0216499125194439,-0.896434147412343,0.0419904626053751,-0.0207998946049181,-3.02959636806609,4.40462282342977,-0.0137230750476121,-1.11397880132287,0.763325913641895,-0.0208471071172513,0.95,0.05
282,-1.71984720944301,-0.56457799024855,0.000951992183937147,-1.73102380021249,-0.467332399585753,0.00120605426705087,-4.86729843182052,0.862028013077098,0.0554678879995049,-1.74094351577769,-0.524252526503579,0.00114321433976147,0.95,0.05
283,-2.46791909822588,2.16465685699332,-0.00123582486427697,-2.31041336746796,1.21868044198328,0.000636801999034262,0.14834259931682,3.51895956238945,-0.063994361389085,-2.73508003438136,2.81424101920772,0.000128538500056736,0.95,0.05
284,-0.628013464334577,0.325763457872563,-0.0280143747764141,-0.760871269977407,0.554797070838787,-0.0274393919264429,1.71023505285487,-1.82645912126022,-0.0612022580933454,-0.5432646319114,0.0503194540530252,-0.027970247232995,0.95,0.05
285,-1.77482852984775,0.654915458946267,-0.0063481787290074,-1.85880952164624,0.824788737117805,-0.00695721766426116,-3.1086688027717,3.9968525845004,-0.00542946291649067,NA,NA,NA,0.95,0.05
286,-2.37444170624707,1.52764771917082,0.00372361066985694,-2.23012392027305,0.914639327583108,0.00350083553276023,-2.79006191433053,2.51183822070379,0.00929470492295137,-2.64129779676734,2.43648652968424,0.00333938004175184,0.95,0.05
287,-0.39651561216557,0.527557545469854,-0.0316656655575967,-0.350199327238233,0.371776978577765,-0.0321060169085926,-2.55204606876651,0.208503192996109,0.0107865952323312,-0.377079458146794,0.533861439296775,-0.0320245788196931,0.95,0.05
288,-1.26940721794563,1.3018102768384,-0.0194755103375704,-0.79506946478723,-0.283876473356721,-0.0185966322644449,-0.314496472774409,-2.07725495143041,-0.0105945020835071,-0.931574829536945,0.137223908508274,-0.0188678925065416,0.95,0.05
289,-1.79983508552338,2.25127849103483,-0.0138387277331942,-1.52361854772596,0.914388942431726,-0.0116598338371851,-0.924647830853159,1.26542769009573,-0.0186158719080622,-1.88872544229522,2.19087310334298,-0.0116977051152384,0.95,0.05
290,-1.9610321588215,1.2660256265393,-0.00579509069988338,-1.62250876812289,0.233287588373653,-0.00636087854436502,0.102511362789111,2.13794158204139,-0.0685727990148765,-1.84766775077738,0.939341566533099,-0.00619184174859341,0.95,0.05
291,-1.58247885369176,1.71085604737718,-0.0148686487797583,-1.62805616065327,1.781414634927,-0.0169296368150427,-1.15639911348028,2.50178608623651,-0.0305158288996766,-1.96665649308063,3.05799428980807,-0.0168480529253437,0.95,0.05
292,-3.20291323886598,2.19119670744998,0.0170645630607032,-2.94515743152346,0.993855284421198,0.0184851171852416,-2.32434386681137,1.51075833815321,0.00631592820981302,-3.1391900100612,1.83630375851525,0.0187459006881952,0.95,0.05
293,0.217166601203986,0.395418288519254,-0.0476171016673948,0.435925894025423,-0.196990813864734,-0.0480839711664643,2.56517638249459,-2.57596316827293,-0.0818117732937396,0.583784040451877,-0.685147847933567,-0.0482025200421009,0.95,0.05
294,-2.27484351869557,1.04214483153228,0.00284285439141819,-1.93060317306996,0.0272544724550323,0.00231494157389125,-3.37032082048229,2.88826110369738,0.0185683369013809,-2.32347926507855,1.22060990682659,0.00247250167790232,0.95,0.05
295,-2.0159582343328,0.981193195624268,-0.000424053594149193,-2.26298571915508,1.52154827826872,-0.00107899900966883,-1.62711410441831,0.97430216357297,-0.0152404826851373,-2.72331198706531,3.05017822085394,-0.00127422802971507,0.95,0.05
296,-2.61726140728772,2.20621099086623,0.00526578753438288,-2.60548218284674,1.6836590785626,0.00615618919094314,-3.11673503041224,0.748479709663395,0.0363461455543954,-2.8823574265893,2.89489919891178,0.00620448538930103,0.95,0.05
297,-0.867094923825725,0.890941860347532,-0.0240986323079119,-0.824233950324643,0.675143962287924,-0.0244980319398248,-2.9825089291136,3.67348151847118,0.00635984007698688,-1.28176582744521,2.13698536808933,-0.0239872301533285,0.95,0.05
298,-2.43757867853613,0.453492216367364,0.0139152980368495,-2.35683082590443,0.132032571622945,0.0141542617685575,-2.62909809494973,-2.74902426593474,0.0324875412903216,-2.42619722646603,0.392414098863976,0.0141412166261507,0.95,0.05
299,-2.07303475639638,0.339061710492658,0.00651693747754783,-2.0699845079247,0.297247979197834,0.00630117603470394,-2.43371111035376,-1.33800355825987,0.0264393911669303,-2.27294011456976,0.964160604503131,0.00628728674821227,0.95,0.05
300,-2.0769615323361,0.545697436224185,0.00253652439504322,-1.96330633847277,0.144450596801949,0.00260482522373559,-1.37745526291755,4.42451822702153,-0.044866248193579,-2.09598811664699,0.603378353532792,0.00260292606055409,0.95,0.05
301,-1.92326246763074,1.30103105697223,-0.00392600799958892,-1.66220158774788,0.481022901569133,-0.00454633011376532,-3.08834912947192,6.21724107203994,-0.0120994693146387,-2.15225639096459,2.0578098296656,-0.00418018266966091,0.95,0.05
302,-1.87211153462136,1.53793388581095,-0.00799895544415316,-1.59405424418959,0.57089998180195,-0.00815931071178863,-1.21618473268741,-0.110786644280313,-0.0170442082680795,-1.63580191577142,0.852436418103482,-0.00815182620442604,0.95,0.05
303,-1.95688135345224,0.629549085559774,0.00234106933229737,-1.87693807228414,0.302233966609213,0.00243566747223477,-2.91855288002373,0.901508465510725,0.0198404890973358,-1.6534612426817,-0.280221642394141,0.00193677654183312,0.95,0.05
304,-1.36580521130008,0.937165637800205,-0.0147316725046127,-1.06288258636157,-0.0254440517010659,-0.0146142015766996,-2.38014337111462,0.248131027732111,0.012465796736928,-1.14551716046094,0.250364705955212,-0.0147493537716719,0.95,0.05
305,-1.15659265702038,0.390425987552048,-0.0199141207504584,-1.20232595060133,0.542688056363875,-0.0207702639044622,0.107158523796092,-1.21070583527901,-0.0216428137995976,-1.32635054659161,0.978179071954254,-0.0202520584376065,0.95,0.05
306,-1.80259975944413,0.304179987035081,0.00249766829752866,-1.73293039959781,0.0835643912552643,0.00238260323538915,1.16192546163695,2.13111134742104,-0.0665733357996654,-1.81149380210175,0.336540249631409,0.00245664879144123,0.95,0.05
307,-0.581430472775555,0.275310508105465,-0.0239831158292432,-0.67651180777941,0.427323535848738,-0.0235800257088548,-3.86372119517396,1.78819827882182,0.0381505750316867,NA,NA,NA,0.95,0.05
308,-0.468801734866041,1.19041050255863,-0.0321066281301183,-0.380742766155815,0.714485168334024,-0.031765390089321,4.08030229846929,0.346868901404322,-0.118973642170927,-0.632075707109382,1.71902268139536,-0.0320482312059938,0.95,0.05
309,-1.94837071853599,0.407477454803365,0.00115890436609845,-2.19375091287982,0.95820140907734,0.00120560238371918,-4.5000430880507,-4.71929518527158,0.0839879543293742,-2.14193927541307,1.04740888099328,0.0010656439164921,0.95,0.05
310,-0.670641449898601,1.65501320593998,-0.0323533441246667,-0.208805093519734,0.107339075407155,-0.0317634967446869,-0.20289438411043,2.88471881594029,-0.047892839044074,-0.511248593468779,1.14504766767012,-0.0320710356052198,0.95,0.05
311,-2.04722157508204,0.623177908067209,0.000231627951218441,-1.84348712289859,0.0451906106912626,-0.0002929437013969,-0.910812734242952,-1.39665270449757,-0.0106906254510431,-1.79330131436002,-0.106318597538683,-0.000310181659506701,0.95,0.05
312,-1.1217056237445,1.54628569790587,-0.0272309433867212,-0.784371398804121,0.379351779017412,-0.0268882464392631,-0.183039432378233,2.88026854247055,-0.0553147317328415,-1.19556590244001,1.70531154715157,-0.0268537900136874,0.95,0.05
313,-1.47658661126291,0.353880454840175,-0.0102043101374506,-1.27495871671678,-0.257055521061076,-0.0101489990640005,0.738472614829718,-1.68540771539948,-0.0416380312842538,-1.2629752200102,-0.349629579278038,-0.0101240109080987,0.95,0.05
314,-3.02929515193422,2.31237975233158,0.00927544459538047,-2.89058401480125,1.46923116929593,0.0100052039917315,-0.868497967853736,0.37483731694216,-0.0297274312337541,-3.23443926466742,2.87032737463851,0.00998128289913146,0.95,0.05
315,-1.16357104207482,1.66185147224669,-0.0219859169811818,-1.11313892176291,1.07801394211668,-0.0206109034210571,-3.15631766444153,-2.24627716883849,0.0509479062951383,-1.12813476511827,1.5132872452472,-0.0217477130993127,0.95,0.05
316,-2.06908119455682,0.631793148861088,0.00577713269974907,-1.74766899474621,-0.254290315917835,0.00514066840743112,-2.91194776074395,2.59356285041344,0.0152277986233197,-2.17965742543391,1.01708087994556,0.00581723121557924,0.95,0.05
317,-0.567627763726996,-0.0620258869031676,-0.0246678633203224,-0.47211419068248,-0.304615402990448,-0.0247343516708209,0.785162421092022,-0.464617862245283,-0.0501148248831036,-0.323368648122205,-0.836991919060444,-0.0247341598242734,0.95,0.05
318,0.251060365016665,-0.0285407754096953,-0.0434611386942434,0.346923547619396,-0.324876744347597,-0.0431108251119976,-1.63401763159453,-1.45260117919922,-0.00555586853939127,0.405538661842008,-0.595595403727081,-0.0431166660829117,0.95,0.05
319,-1.79965388219483,1.55039968738464,-0.0102180623579919,-1.7413521509184,1.24534164648131,-0.0110053626381703,-1.25415481111648,-2.5681087275856,0.00490277305226617,-1.97494097940979,2.23551537656252,-0.0117421815934431,0.95,0.05
320,-2.62104508138213,1.69212501606104,0.00585882063639872,-2.27613784721468,0.574130354348562,0.0053659410781837,-1.5937211410226,5.46241799164445,-0.0536201551490607,-2.71601316433477,1.94254862771138,0.00551520243749621,0.95,0.05
321,-1.06975673715551,0.988265411896475,-0.0206093908774806,-0.987863624065688,0.553518100640535,-0.0201914756335631,-0.3890677855603,-0.236326803108653,-0.0236079637857539,-1.01943313646542,0.84227170593967,-0.0206246824442763,0.95,0.05
322,-1.73669036720541,0.968257508374248,-0.00488605882277024,-1.49789884431279,0.0971374045901407,-0.0041566468736733,-2.21947730267669,0.470031685041186,0.00752963212518703,-1.38830221762883,-0.232091015719282,-0.00420603964172583,0.95,0.05
323,-1.87956911775196,0.435727355781924,0.00238538598969002,-1.65126751927817,-0.165572299811527,0.00167622881757624,-4.2881529830845,-1.34740509571901,0.0594905314107465,-1.43030788607019,-0.864409257251123,0.00116450523055853,0.95,0.05
324,-1.25740326320397,0.482995074386219,-0.0147894686860264,-1.32486941777518,0.592378149092568,-0.0149376785515643,-3.85451754840523,2.03832347999384,0.0234957813450636,-1.61082321130451,1.56587672109557,-0.0149895884278763,0.95,0.05
325,-1.83879866310657,0.121347538102004,-0.00180476921077515,-1.58389693773468,-0.580078799633565,-0.00195384972543995,0.475246496253444,-1.43950010002007,-0.0356559288337228,-1.44943917193938,-1.16160451882238,-0.00187608867294401,0.95,0.05
326,-1.46318721803071,0.792786629814776,-0.00723765604433228,-1.2568189522355,0.0979597481216338,-0.00716590242497777,-3.3494860473035,3.74684865467064,0.0189430401507298,NA,NA,NA,0.95,0.05
327,-1.87041629289785,1.82301319176422,-0.00903745838956305,-1.72100432430015,0.945417268398291,-0.00733656586207111,-0.932995231958689,3.09247799678101,-0.0334688608392716,-2.16498623614653,2.37074616586202,-0.00681660147297997,0.95,0.05
