"sim","gs_beta0","gs_beta1","gs_beta2","naive_beta0","naive_beta1","naive_beta2","cc_beta0","cc_beta1","cc_beta2","smle_beta0","smle_beta1","smle_beta2","tpr","fpr"
34,-2.71433505525529,0.766464861205439,0.0152826594540804,-2.73801772443355,0.702634225184669,0.0152806320090316,-2.6718032559487,1.06277531330734,0.00503438928005078,-2.92481961297893,1.43354385343959,0.0150291799689017,0.95,0.05
35,-1.88241094030604,0.420290714009952,0.000553894946909672,-1.94999935539306,0.517947987278452,0.000640476977052006,-4.14530098777963,-6.59520287904881,0.089254357705961,-1.89004251417181,0.477657176785008,0.000400597461080847,0.95,0.05
36,-1.31934554296779,1.44863617103257,-0.0186895151620377,-1.45032551417718,1.49595494281413,-0.0184843994117444,-5.5275309313475,5.58574163692071,0.0401038549982677,-1.97425726701597,3.45614905867028,-0.0185437888154576,0.95,0.05
37,-1.74166900857086,0.975026679096404,-0.00437839390047322,-1.67686622734141,0.662337888339723,-0.00449685115380839,1.10313926406776,2.59366827807604,-0.0878989327818978,-1.92712601676025,1.5205882451625,-0.0040003071795215,0.95,0.05
38,-1.43050893288843,1.39034720161399,-0.015688814499977,-1.29150579274348,0.714881921126839,-0.0149621968812341,-1.47068651060999,4.15252987799902,-0.0396449884055577,-1.83828030628894,2.57597593242772,-0.0150288042428959,0.95,0.05
39,-1.21172134222464,0.930208900082008,-0.0173108622770034,-1.28085138095715,0.915769056023861,-0.0169640185549836,-2.9355145073997,-3.29619390016642,0.0384089007514708,-1.19685031911334,0.903181506617468,-0.0174336478567582,0.95,0.05
40,-1.87723160214417,1.155548468612,-0.00213485255367542,-1.94938736123752,1.15405087263335,-0.00213212362852866,-0.616846708615674,-1.04647758132418,-0.0132690729149344,-2.09816850581479,1.81602795613332,-0.00192743190456031,0.95,0.05
41,-0.92995490339787,1.39506609414547,-0.0297511490075549,-1.03978809401486,1.46914815649363,-0.0299831194817693,-0.22811641415702,1.22119506321568,-0.0443127023388998,-1.28500909864598,2.51807852233507,-0.0307104877013971,0.95,0.05
42,-1.65073105968663,-0.189184114966363,0.00450414725301522,-1.68641007362088,-0.0431312067734191,0.00437104814728926,-1.91839560499144,1.14674183102463,-0.00216568082672276,-1.74554651030395,0.17493985303565,0.00413089549717828,0.95,0.05
43,-1.44628442529405,0.627888397033488,-0.0128464087705838,-1.39538636219225,0.306773024630198,-0.0121432929343799,-1.77629671618562,0.48031712727159,-0.0080783110908416,-1.72805516535474,1.39124414759709,-0.0119034279970063,0.95,0.05
44,-0.391411099133106,0.739881177196152,-0.0323122667706337,-0.151470087267249,0.0494939402830915,-0.0329114201538844,-0.500911154159849,-2.2594116361413,-0.00413042309216128,-0.123872432718756,-0.0243938045719658,-0.0329445953605965,0.95,0.05
45,-0.906441820963522,0.309408575986987,-0.0197200459969756,-0.619906493116263,-0.467773599972902,-0.020081168978591,-1.64077936742051,2.59113431982522,-0.0171360835170732,-0.940275891644472,0.442311023477316,-0.0199292562952904,0.95,0.05
46,-1.97855963608241,0.637526112186633,0.000234330116059111,-1.96100517074603,0.439023892962933,0.000627291101507846,-1.64349659595993,-0.791591046061091,0.00959722369462841,-2.15639607990738,1.19608961057898,0.000567409637357558,0.95,0.05
47,-1.96517658367301,1.47636861697757,-0.0057384843930278,-1.70582966971272,0.474989498324831,-0.00488995167078052,-4.69554384386066,0.40477202945043,0.0387676338482159,-1.79487719141992,0.809338861648793,-0.00487263100553913,0.95,0.05
48,-2.02263275650998,1.80997900552213,-0.00580541542041212,-2.02033664496311,1.29574679980305,-0.00397085909534729,-2.68544729465912,4.60339445371529,-0.0177338726110258,-2.57763801254067,3.15985321001661,-0.00379059199272685,0.95,0.05
49,-0.577330604978076,0.707699697103733,-0.0279844657993591,-0.430685466891344,0.20027808195525,-0.0279752448328328,0.647462773920294,0.250215306789846,-0.0458020989441801,-0.832793508083016,1.54120079307633,-0.0283807962985328,0.95,0.05
50,-2.96045016908417,2.19614709492236,0.0115211393150364,-2.47636550950964,0.617892839841675,0.0112408079285364,-0.779784584873984,-0.360166173652618,-0.0146767414303281,-2.62301494594677,1.13419485665763,0.0114697418793116,0.95,0.05
51,-1.79961401364862,0.649368369115418,-0.00080304333746115,-1.71815301006404,0.377825315652001,-0.00117193281784153,0.44962608690107,-2.08101225458831,-0.0270688553914732,-1.78965005971194,0.677086228280782,-0.00119673540534279,0.95,0.05
52,-1.14478652130896,1.28881333041679,-0.0240902889795307,-1.02398712870236,0.770606083452172,-0.024108581660532,-4.36330516741394,0.0786806576438827,0.0485084105579977,-1.38120551746057,1.98358021341488,-0.024144453458973,0.95,0.05
53,-1.39895667443499,0.823365178880869,-0.0107253183595218,-1.37991230804111,0.546154774143423,-0.0099042038993001,-3.35188988286556,2.27897023103703,0.0259459486961325,-1.67800922460952,1.63857510656383,-0.0104756434578773,0.95,0.05
54,-1.52602774869343,0.701964439375964,-0.0110856920822732,-1.67722531044437,0.968885455470973,-0.0110006595847118,-1.37278554921475,-0.680481092070473,0.00299008043182896,-1.94654760808846,2.00530205089617,-0.011881720977718,0.95,0.05
55,-1.11426343928431,0.489583408108734,-0.0165637026376078,-0.902210740740753,-0.186149015476126,-0.0164610011706953,-4.7742732485753,2.24717143768718,0.0516302200182071,-0.930646815018639,-0.1222348390522,-0.0164803371878524,0.95,0.05
56,-1.58403522121396,1.62428910245327,-0.0186805106097752,-1.48103649385729,1.00585691988682,-0.0180791587143769,1.53358238070449,-6.24152728541642,-0.0452209948437338,-1.53131963620974,1.48724813246876,-0.0179663389372186,0.95,0.05
57,-2.25684308838534,2.68052958964389,-0.00720268956030353,-1.61448605981857,0.46364488775418,-0.0061579216637727,-2.29349701190676,1.93712529766503,0.00399183062334847,-2.02858481107372,1.94279295281677,-0.00644198768103482,0.95,0.05
58,-2.10752547221584,1.36197131767663,-0.000924445140278926,-1.69530671615094,0.0104050027949995,-0.000435762500246422,0.277020597464101,-0.743752461927919,-0.0386045868434723,-1.60681829846361,-0.252819295602454,-0.000472817283655197,0.95,0.05
59,-1.46067788596673,0.421870524180875,-0.00859103259287891,-1.44061648806125,0.251102737006125,-0.00819597373034064,-0.959641976761365,0.572735214009035,-0.0131217307527892,-1.58510499319489,0.770484160070255,-0.00820831644038299,0.95,0.05
60,-0.489928201457542,-0.339839647660309,-0.0250134854486326,-0.611470458956984,0.056675969360729,-0.0251365237532928,-1.82135477336109,0.932351250681172,-0.00455800812432268,-0.498675973753914,-0.311147549056061,-0.0250723907318998,0.95,0.05
61,-1.50325160489632,1.89831650290019,-0.0180297108853206,-1.05697716675408,0.340580423195402,-0.0170642836493751,-1.07658270726278,0.298774698135943,-0.0244951045057201,-1.09033938342456,0.514953385962405,-0.017024779576216,0.95,0.05
62,-1.28024874719949,0.33858902481651,-0.0113429307941769,-1.13247191460797,-0.0791356165566682,-0.0116125402899809,-0.21079763195065,-2.14022975723982,-0.0192691331801142,-1.05889870111255,-0.311051586439137,-0.0117336057739103,0.95,0.05
63,-1.01290239699481,0.596804417463882,-0.0168533326655188,-0.769818241107188,-0.0969812276249816,-0.0173121115193425,1.03032458980678,0.963581089205246,-0.0612342687233214,-0.785203389221233,-0.0718932409678979,-0.0172849717474446,0.95,0.05
64,-1.82786028055151,0.612745668187217,-0.00223760037826076,-1.8126855284283,0.456217151219152,-0.00220212151872254,-1.80131828245721,2.13832575062526,-0.0136452436443386,-2.28451766203096,1.93311604601893,-0.00125177698405512,0.95,0.05
65,-0.884566763227717,-0.107932683834426,-0.0194541107307338,-0.887047652424904,-0.0801959591382807,-0.0194843372003427,-0.97028745271278,2.63748656317046,-0.0307749439579219,-0.826320035369828,-0.261302075695607,-0.0196404723026937,0.95,0.05
66,-0.430034171873949,0.961983301918861,-0.0337161931666313,-0.201080294176833,0.203542652486801,-0.0338655530223419,-1.06640245275634,3.16354770253617,-0.0360009082363016,-0.444046296552081,1.02199493993247,-0.0341157722260004,0.95,0.05
67,-2.18405517773358,2.80913215044111,-0.0106114200201866,-1.60672588139504,1.15306130200003,-0.0128728817210483,-1.12598941764607,0.515124954399646,-0.0109786827482437,-2.08647878048155,2.86687063411856,-0.0131850992102613,0.95,0.05
68,-0.952698088432838,0.988424003520075,-0.0216217817447413,-0.63642608923365,-0.0439695286504712,-0.021299297513473,1.8018601467107,1.23055721277337,-0.0810034881115579,-0.690900896027199,0.122130640874071,-0.0213327857850101,0.95,0.05
69,-1.18115647012005,1.56474118032307,-0.0218980875185369,-1.00253705355391,0.723076517669583,-0.0210483802400319,-2.00067396005085,5.23416438378111,-0.0396899755454596,-1.40220928020085,2.0984255049858,-0.0209010655624417,0.95,0.05
70,-1.07051505639048,0.34488361927811,-0.0148722588403316,-1.02079812983344,0.154030828404339,-0.0148711355447629,-1.71800862600276,-0.593313398690905,0.0041574926848662,-0.809016924297491,-0.447616875075418,-0.0149516443504227,0.95,0.05
71,-2.9974507757818,1.8867013117814,0.0121870439638544,-2.61106553922105,0.605931213141899,0.0119955213700538,-3.90364414486687,2.47740006337903,0.0256309572490477,-2.70639573729708,0.956599794172823,0.0124175633497175,0.95,0.05
72,-1.82606042989077,1.2908930345769,-0.006306329433835,-1.75974179132143,0.834913918462017,-0.0056700111925462,-5.35489956736495,-1.22070016915868,0.0777385343338822,-2.04557613445473,1.89285789377735,-0.00577310640636083,0.95,0.05
73,-2.4373329147076,2.65801802434823,-0.00567829715068375,-1.98811978113626,1.07811767459008,-0.00546305234158303,-6.25127622510889,4.15666032367552,0.0640210228622919,-2.29673488387253,2.10813187126778,-0.00545364683929717,0.95,0.05
74,-2.03654346737229,2.07599103813667,-0.00550879447986347,-1.54096990045838,0.580003992009765,-0.00660788312346158,-2.86201766666455,4.02843306617461,0.00355745932733653,-2.0227719276372,2.18926391279672,-0.00652373397321103,0.95,0.05
75,-1.93335023673535,2.05478403255356,-0.011488180079221,-1.55226586476928,0.96512403980397,-0.0133356165428856,-4.46573354987581,0.676021406455668,0.0545300550062581,-2.01352694945431,2.45533317877121,-0.012203893821659,0.95,0.05
76,-1.72991558345946,1.23109710959994,-0.00671863908240176,-1.47416834389458,0.50937352523284,-0.00791304664542468,-0.32338524357438,2.45210388669039,-0.0471549577695454,-1.88209974038834,1.7942142609461,-0.00808588808197283,0.95,0.05
77,-2.45372564812755,1.66983816083018,0.00392486928768346,-2.05525379971252,0.366024594730193,0.00387790621374632,-0.888250854422817,2.78987721298091,-0.0391534015245383,-2.26405285031788,1.06335536336734,0.0042766045896131,0.95,0.05
78,-1.2160949012828,0.59630869356535,-0.0144974501545833,-1.18405972787861,0.367948041445115,-0.0141228685147422,1.0324977561087,0.779767153758679,-0.0652820060270689,NA,NA,NA,0.95,0.05
79,-1.11047050812828,0.801945377940479,-0.0174828337889326,-0.86285845206539,0.0600038346617953,-0.0177187829289561,-1.83429672918264,1.80323368058301,0.000157447878967407,-0.800320161061832,-0.115109078853421,-0.0177490719045836,0.95,0.05
80,-1.66490833223031,-0.00229507420905409,0.00190873652551877,-1.55615716535892,-0.308865908179685,0.00201032860836387,1.77735756190056,-1.41810629479416,-0.0635748744669623,-1.54516158597001,-0.396140852233779,0.00197783002711753,0.95,0.05
81,-1.22620888354696,2.33442791209951,-0.0273065739124394,-0.81185840271107,1.0365075011788,-0.0285880110129067,-2.58598586862608,8.20235426757555,-0.0405260333987882,-1.91073092809134,4.63601011003188,-0.0286774708696374,0.95,0.05
82,-2.37834242998254,0.364519715758568,0.00958397678868778,-2.29029059215217,0.0216687133605925,0.00999382975579764,-0.24334524559016,0.136944829836362,-0.0399575017643379,-2.17900832220493,-0.357642860596567,0.0101441875352386,0.95,0.05
83,-1.55116222612999,0.790253846364265,-0.00947916272704052,-1.56098711044769,0.675595518118043,-0.00923003605390875,-0.267280959016641,-2.69327492080368,-0.00832401234536422,-1.24102988264751,-0.258613607744106,-0.00909048194236512,0.95,0.05
84,-2.07682439445549,1.62408356016816,-0.00690779115286657,-1.73929436327339,0.545412098189653,-0.00743559536770518,-0.402977894842912,-0.322937916229823,-0.031399833093608,-1.82713228663504,1.00304604981627,-0.00762655147294948,0.95,0.05
85,-3.41422682679439,1.51208048602203,0.021203312986093,-3.02889653387449,0.209545262251588,0.021558173604938,-4.13141418668721,-0.608844642787118,0.0408276498817281,-2.99587727983162,0.16948877414108,0.0213948604400787,0.95,0.05
86,-1.62564116926428,1.29823616637305,-0.0117743345017257,-1.36884807360141,0.527309418052977,-0.0126570557150997,-2.56563395231047,2.94876255373012,0.00179352982911578,-1.48100371319023,1.03546975281954,-0.0131107619230425,0.95,0.05
87,-1.30495235234341,0.669049130438361,-0.0129866075756069,-1.31650686943506,0.583924978067354,-0.0129551328433991,-2.37598587134207,-0.627587319384958,0.0166977382259565,-1.56422813520359,1.46395756796453,-0.0129105052837308,0.95,0.05
88,-1.335812941838,1.2146100840848,-0.016839311156769,-1.15075602380147,0.48342825078705,-0.0165148894644103,1.85401378458644,-4.14544147554827,-0.0515050499212654,-1.13932609670914,0.571010400464342,-0.0167283423329102,0.95,0.05
89,-1.15119666455541,0.962089439741995,-0.0193989768420594,-1.02363265298546,0.455554860247229,-0.0192738272978583,-0.129739081496712,1.50185080637058,-0.0368790333002791,-1.25653508910131,1.36860567927444,-0.0201415595102954,0.95,0.05
90,-2.0786787467772,0.751767888331001,0.00255732265039863,-1.79470558073484,-0.228435920386329,0.00327261973523591,-4.78975891499364,0.3603625663819,0.0585877502657643,-2.10546473679066,0.811650867675889,0.00271067506999338,0.95,0.05
91,-1.94807777353682,0.19063235849567,0.00440066884456995,-1.89749098577697,0.0415029526107758,0.00426041526458026,-5.16438289982142,2.92659759286409,0.0534114673459722,-2.1307509796962,0.77164076579062,0.00434014329254744,0.95,0.05
92,-1.2372848660665,0.649898083440452,-0.0176202336737378,-1.08146209377389,0.141594683370064,-0.0177501804114375,-3.47776797300171,1.96829890534857,0.0230136398609719,-1.2838888525978,0.76496903883671,-0.0174781055122205,0.95,0.05
93,-1.29577611379209,0.759532296046329,-0.013877853561574,-1.34016303156122,0.756666937527842,-0.014033108545449,-3.82660180273066,2.84737522851632,0.0231534461495435,-1.68631305004538,1.9072775159447,-0.0146549809696249,0.95,0.05
94,-1.95282853272638,1.11935369342272,-0.00299048940060514,-2.04635947602248,1.20975399848438,-0.00337298339506165,-4.5395968191936,1.92199695936637,0.0471657868718241,-2.56543070712017,2.99395467285569,-0.00319005926166377,0.95,0.05
95,-1.75750011726342,1.06401385267712,-0.00564858467277251,-1.44298767273591,0.0208890244086585,-0.0053594908818592,-2.61659961115255,-0.155669110573098,0.0247122540776334,-1.52932594064732,0.286590314483979,-0.0053162137284562,0.95,0.05
96,-2.13613144170344,1.43056957756193,-0.00121659803911476,-2.03138946459097,0.886083107012274,-0.00097569759506607,1.26504269924524,0.840384465536846,-0.0802424750215948,-2.38792946990963,2.21303400870335,-0.000938288576874309,0.95,0.05
97,-2.01570244966526,2.16350635471138,-0.00959764932856151,-1.67064832810712,0.994470479661076,-0.0101881571694314,-1.1927688930525,1.86972154759733,-0.0190119441359857,-1.87812820572962,1.87619536784997,-0.0100751993219412,0.95,0.05
98,-0.821587046617703,0.418491296500776,-0.0232655446912122,-0.753332897723738,0.126129908642006,-0.0229269434254403,-3.76808966334953,3.28325531908442,0.0217661351954212,-0.789009791825709,0.248264721211991,-0.0229025027559571,0.95,0.05
99,-0.696162728338096,0.104932627276423,-0.0232906137816278,-0.555711827443499,-0.242386766469472,-0.0237120695036679,-0.138011147741934,-0.198071565611503,-0.0358300505456593,-0.543311827321326,-0.330961526476265,-0.023595369365498,0.95,0.05
100,-1.7446980725662,1.83784465791042,-0.0100986253867353,-1.24359198522433,0.178105082753535,-0.00991215671286132,1.80643972989071,-2.33703991881336,-0.0495585628158765,-1.27819077918043,0.311032017079246,-0.00984369072919233,0.95,0.05
101,-1.10171457688391,0.424422248817003,-0.0201655188972307,-1.06854070272582,0.244900683777178,-0.0199950356933776,1.7757451978261,-2.19493661272716,-0.0698371108177938,-1.23969625704437,0.818373702645007,-0.0200130184025219,0.95,0.05
102,-0.368657062405051,-0.435783777055387,-0.0288646928585523,-0.289496099258639,-0.504031707869431,-0.0295325923092356,-0.671291421098829,3.2675739881826,-0.0448707525860767,-0.384506502371405,-0.360344103238432,-0.0290797961529357,0.95,0.05
103,-1.94584107680136,0.917660382901481,-0.00174677729225289,-1.68585046406438,0.0893333303665374,-0.00181833648579185,-5.04127313434729,6.65022891710416,0.0183059498771433,-1.74742619342064,0.309597824622435,-0.00176078999307633,0.95,0.05
104,-0.65679673937341,0.441943407067572,-0.0243257007152286,-0.564378368551097,0.154581063500382,-0.0246107490768129,-4.85411464593173,1.38569968044488,0.056512351128927,-0.735244570506833,0.722886041803078,-0.0247554720902165,0.95,0.05
105,-0.990294644254596,0.73152936617808,-0.0222075596960632,-0.681897819362208,-0.246624961246963,-0.0220402539994162,-4.1442245486361,4.2552795010111,0.0298241863709889,-0.889216630314308,0.394545527875379,-0.0221255403458156,0.95,0.05
106,-2.1336999478402,1.21043694299434,0.00111322961122575,-2.02319097876449,0.798561441361192,0.000451745378097789,-1.97396695041153,2.68463863356442,-0.0267036677959487,-2.4666288196459,2.33289890947758,0.000576567045783436,0.95,0.05
107,-0.745423239693663,0.0834185053323326,-0.0195708864130511,-0.865534115445744,0.40529476193057,-0.0196233365144183,0.665774924699033,1.7934733552632,-0.0742846683532648,-1.06831916344149,1.12097352170984,-0.0195979096619372,0.95,0.05
108,-1.51633936461923,1.52181713774925,-0.0158953690266746,-1.09610223018994,0.214361615590709,-0.0162102567313904,1.55010475393942,0.52783118020288,-0.0785018241520832,-0.926225417188628,-0.327632763837705,-0.0159958553997501,0.95,0.05
109,-1.94438588753302,1.36845593161445,-0.00613742350353348,-1.69185409547725,0.406182424431466,-0.00546618597684103,-3.02853584588375,-0.587901684167609,0.0239216630994078,-1.89746160953137,1.15903403891365,-0.00555120190346956,0.95,0.05
110,-1.93419237552593,1.62454196182022,-0.0064225986417739,-1.76882489475093,0.856708888745319,-0.00584499244501968,-5.20299941106289,3.09208367677238,0.0510207370651448,-2.10097532206551,2.16007167786018,-0.00653876924117547,0.95,0.05
111,-2.20172564904839,0.467336202067532,0.00783880770418013,-2.15220648284421,0.274097361493684,0.00769323633372425,-6.41773267760738,-1.97585399035507,0.113660180117639,-2.260833873481,0.658404923770801,0.00774362783046703,0.95,0.05
112,-0.560405856287166,0.573701203479513,-0.0309241887721746,-0.2610025598868,-0.540203279173037,-0.0292164165674342,-0.149735818868257,-1.25573025095081,-0.0302449343952865,-0.00129338081531461,-1.62882269989271,-0.0289261577703385,0.95,0.05
113,-0.742882089147212,0.842829791570737,-0.0272380366844477,-0.66436533309293,0.52936298847255,-0.0274354484186299,-0.893402442312045,0.560375512891973,-0.022073379882032,-0.766820905427419,0.959447417028512,-0.0275025647413928,0.95,0.05
114,-2.09234860276127,0.371486592902591,0.00942312839212365,-1.98779327980262,0.0169233258034185,0.00952147064015519,-3.34463573987091,1.23039919430467,0.0315131738607624,-2.06289661835728,0.274999723235657,0.00945067869978444,0.95,0.05
115,-0.955742664110602,0.415289488677636,-0.0208651408267758,-0.907316375160159,0.214521351224289,-0.0208692128250806,0.508336549740137,-1.63066531273179,-0.029935166022816,-0.92109536066018,0.311101277022428,-0.0209107713733215,0.95,0.05
116,-1.47782547149753,1.31978284998212,-0.0163067167148312,-1.29725808814567,0.760975333803118,-0.0172721680759821,-3.87234315272264,4.44822521541917,0.0114492922886857,-1.47289018472296,1.36755065507751,-0.0168699633316969,0.95,0.05
117,-1.04158447881514,-0.279269396577812,-0.0142069029316849,-0.914700033826386,-0.588624580596781,-0.0141875223952412,-2.5132459600871,3.28951799315674,-0.00454482154602473,-0.959745675275874,-0.541937099899679,-0.0142519638509876,0.95,0.05
