"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-3.72732229399859,2.56233980179841,0.0244932323756215,"Converged",FALSE,-4.09496767589036,3.68232710568266,0.0248911930108373,"Converged",FALSE,-3.91378101413926,3.12836681450696,0.024229870470417,"Converged",FALSE,-3.50433871126048,1.90703179887313,0.0249756543039159,"Converged",FALSE,-3.68248699730826,2.43272150041965,0.0246847372740761,"Converged",FALSE,0.99,0.01
2,-2.11173857046665,1.7933007617826,-0.00311988994826874,"Converged",FALSE,-1.93535161704667,1.35757301115966,-0.0039228614060086,"Converged",FALSE,-1.88738134715543,1.17866493651705,-0.00349992391732035,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.92451955735987,1.21604178790224,-0.00339210490452625,"Converged",FALSE,0.99,0.01
3,-1.37736805420522,1.7327470258274,-0.0210521337247984,"Converged",FALSE,-1.20892218815947,1.21006928147827,-0.0207740719709968,"Converged",FALSE,-1.09716042560031,0.876012373688491,-0.021355375613401,"Converged",FALSE,-0.997886851609127,0.605708617371346,-0.021519250432442,"Converged",FALSE,-1.05344939306704,0.807766947053508,-0.0216704001081394,"Converged",FALSE,0.99,0.01
4,-2.07464282765271,0.826220357480507,0.00260417883191615,"Converged",FALSE,-2.26195815308392,1.3291799492102,0.00311545593182851,"Converged",FALSE,-1.99846284213826,0.577947533212325,0.00274349520209113,"Converged",FALSE,-1.94354089959012,0.442177537647867,0.00268722282810113,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
5,-2.07394748093701,-0.0859740386940443,0.00746406947895495,"Converged",FALSE,-2.31638292530939,0.560205331791394,0.00819964624134562,"Converged",FALSE,-1.97072641013071,-0.345453370010971,0.00710072852169842,"Converged",FALSE,-2.04204268556957,-0.162760283903141,0.00732158028727298,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
6,0.303562437278926,0.170312426409366,-0.0451408632863005,"Converged",FALSE,0.238784694081833,0.375624027238826,-0.0451700828236233,"Converged",FALSE,0.186573681631565,0.566425598482887,-0.0452068469085123,"Converged",FALSE,0.135173536904195,0.707093102616719,-0.0454582257739569,"Converged",FALSE,0.138406229407135,0.695993229994989,-0.0453200330245029,"Converged",FALSE,0.99,0.01
7,-1.6577572256008,1.10075347340372,-0.00983750712865927,"Converged",FALSE,-1.82937529394855,1.55829962569877,-0.00979782036451655,"Converged",FALSE,-1.72526956260302,1.28360614207655,-0.00982122576207728,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.83926326479914,1.59465832423726,-0.00955693011749215,"Converged",FALSE,0.99,0.01
8,-1.33658090496294,2.00488517556545,-0.0223774741092186,"Converged",FALSE,-1.36037958496158,2.05074511287443,-0.0223572882353652,"Converged",FALSE,-1.83391463991818,3.44929402018623,-0.0223552692013284,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.34752728402363,2.07087657295998,-0.0227552448441623,"Converged",FALSE,0.99,0.01
9,-0.63729126346372,1.72688003713643,-0.0360683980785026,"Converged",FALSE,-0.808677699213878,2.33279984457969,-0.0366744091901727,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
10,-1.57106384923308,0.476524372507502,-0.00765154336625543,"Converged",FALSE,-1.7832589886147,1.2182548034533,-0.00731404007646906,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
