"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","score_data_resampled","tpr","fpr"
104,-1.77768943094097,2.20025649139213,-0.155870692474799,"Converged",FALSE,0.99,0.01
105,-2.01177639456229,1.30332638333987,-0.053451105507965,"Converged",FALSE,0.99,0.01
106,-1.97544550048476,1.58254230969378,-0.0677247566018288,"Converged",FALSE,0.99,0.01
107,-1.57614021679089,0.67672497720587,-0.104219459683295,"Converged",TRUE,0.99,0.01
108,-1.89282553724737,2.06818340999191,-0.1130886361425,"Converged",TRUE,0.99,0.01
109,NA,NA,NA,"MAX_ITER reached",FALSE,0.99,0.01
110,-2.01363746208371,2.3962872144132,-0.115741411194452,"Converged",TRUE,0.99,0.01
111,-1.73544687507198,0.506011668437629,-0.0496529677912749,"Converged",FALSE,0.99,0.01
112,NA,NA,NA,"MAX_ITER reached",TRUE,0.99,0.01
113,-1.93867090970838,2.61555991911203,-0.134082516687286,"Converged",FALSE,0.99,0.01
114,-1.72741651767544,1.62101551455164,-0.136018725841195,"Converged",FALSE,0.99,0.01
115,-2.16294703025051,1.52062295621529,-0.0412817237766712,"Converged",TRUE,0.99,0.01
116,-2.16032614078992,1.82557833876235,-0.0668439186281819,"Converged",FALSE,0.99,0.01
117,-2.38539627606544,3.06649606862194,-0.128287438789622,"Converged",TRUE,0.99,0.01
118,-1.16205795057469,-0.552068584113629,-0.131757686470876,"Converged",FALSE,0.99,0.01
119,-2.13852705228202,3.08895369128956,-0.110561364741163,"Converged",TRUE,0.99,0.01
120,-1.90518880956781,1.59837717830555,-0.0885954525975692,"Converged",FALSE,0.99,0.01
121,-2.35299500357103,2.82222041223655,-0.0226801428627634,"Converged",FALSE,0.99,0.01
122,-2.16839464316589,2.38020590913477,-0.113401554271141,"Converged",FALSE,0.99,0.01
123,-2.02139760711656,1.57472472158549,-0.0978184678237291,"Converged",FALSE,0.99,0.01
124,-1.53204178551333,1.60869099842153,-0.171881112984614,"Converged",FALSE,0.99,0.01
125,-2.62263610056334,2.889018251505,-0.0371915856546984,"Converged",FALSE,0.99,0.01
126,-1.25004315791431,-0.137957909849765,-0.103288416222667,"Converged",FALSE,0.99,0.01
127,-1.81592738028817,1.46327589135532,-0.0991985192682621,"Converged",TRUE,0.99,0.01
128,-1.84118120755522,1.39895308666343,-0.0933320835478288,"Converged",TRUE,0.99,0.01
129,-1.70320434318466,0.835679641466154,-0.0847592746593276,"Converged",TRUE,0.99,0.01
130,-1.97769125801779,1.99874647714598,-0.0908890451877289,"Converged",FALSE,0.99,0.01
131,-2.02768715781026,2.3791220487891,-0.12427108375957,"Converged",TRUE,0.99,0.01
132,-1.48773439196724,-0.333028396890405,-0.0625472626088042,"Converged",FALSE,0.99,0.01
133,-2.24312340746137,2.00639521279266,-0.0425349297632555,"Converged",FALSE,0.99,0.01
134,-2.50297989046557,3.60448357099248,-0.0632131256354249,"Converged",FALSE,0.99,0.01
135,-1.26194265120548,1.01252574489271,-0.157570457481748,"Converged",TRUE,0.99,0.01
136,-2.17992618641723,2.96223601168735,-0.126752563127073,"Converged",TRUE,0.99,0.01
137,-2.58122984399641,3.17798290867181,-0.0637098290091506,"Converged",FALSE,0.99,0.01
138,-2.12477162589634,2.72266567769123,-0.0868498088320639,"Converged",TRUE,0.99,0.01
139,-1.83707592320608,1.44220106668221,-0.0974289571696953,"Converged",FALSE,0.99,0.01
140,-2.32094824545473,1.92533259736881,-0.054324547538894,"Converged",TRUE,0.99,0.01
141,-1.61630572156967,1.0873685062247,-0.118693437298913,"Converged",FALSE,0.99,0.01
142,-1.66354438295365,1.10925501418927,-0.085765858345057,"Converged",FALSE,0.99,0.01
143,-1.96626696319685,1.98984254403744,-0.0720079233038602,"Converged",FALSE,0.99,0.01
144,-1.69321954857568,2.63593262290845,-0.200987327695702,"Converged",FALSE,0.99,0.01
145,-1.93327461820121,1.73436584285675,-0.0887008295308137,"Converged",FALSE,0.99,0.01
146,-1.52585922416587,1.1545359393729,-0.104490257599398,"Converged",FALSE,0.99,0.01
147,-2.02102466474757,1.86999475345141,-0.08082342329481,"Converged",FALSE,0.99,0.01
148,-2.39684767689957,2.21387713269532,-0.0259144618607828,"Converged",TRUE,0.99,0.01
149,-1.64423310004867,1.1129893388756,-0.0896703279133903,"Converged",FALSE,0.99,0.01
150,-1.04437741964706,-0.467192607755061,-0.127593526549482,"Converged",FALSE,0.99,0.01
151,-1.9588842525211,2.58894543872778,-0.154441753074787,"Converged",FALSE,0.99,0.01
152,-2.06742502250906,2.0831387307123,-0.105993613965534,"Converged",TRUE,0.99,0.01
153,-1.96358135204102,1.92514216035595,-0.0890596408400129,"Converged",FALSE,0.99,0.01
154,-1.5644655444698,1.49720571090717,-0.134568364487118,"Converged",FALSE,0.99,0.01
155,-2.13790946027713,2.48474769708257,-0.107616775646915,"Converged",FALSE,0.99,0.01
156,-1.90475197682129,1.11693052316934,-0.0593777603925175,"Converged",FALSE,0.99,0.01
157,-1.65073752639896,0.844102296452234,-0.0860634403075609,"Converged",FALSE,0.99,0.01
158,-2.33325776937079,1.87165971615904,-0.00224619989545112,"Converged",FALSE,0.99,0.01
159,-1.70366512132522,1.74111441944645,-0.108534500280742,"Converged",FALSE,0.99,0.01
160,-1.57587704463616,0.69794842976531,-0.115508595927349,"Converged",FALSE,0.99,0.01
161,-2.28883981876751,3.35584971266634,-0.098592103385002,"Converged",FALSE,0.99,0.01
162,-2.16168641268453,2.39225707575913,-0.0838847914623204,"Converged",FALSE,0.99,0.01
163,-1.50633314448988,0.848603850760051,-0.163902848360061,"Converged",TRUE,0.99,0.01
164,-2.25083515466124,3.16075258974876,-0.0969708737888604,"Converged",FALSE,0.99,0.01
165,-2.20765175183166,1.57231988804461,-0.0277758774975214,"Converged",TRUE,0.99,0.01
166,-2.09058785471101,2.76199604566184,-0.122699928438585,"Converged",TRUE,0.99,0.01
167,-1.50282528005868,1.84708169239934,-0.176955515221493,"Converged",TRUE,0.99,0.01
168,-1.40257948363983,0.816637317407425,-0.137436730787294,"Converged",TRUE,0.99,0.01
169,-1.45426750355405,-0.958224053055006,-0.0220901046411713,"Converged",FALSE,0.99,0.01
170,-1.72660624213454,0.78043268950886,-0.0481556001106396,"Converged",FALSE,0.99,0.01
171,-1.3961004264245,0.885412090537678,-0.151429089196181,"Converged",FALSE,0.99,0.01
172,-2.36886314676073,3.13557709927429,-0.0932282522747936,"Converged",TRUE,0.99,0.01
173,-1.84412306322196,1.76676696996042,-0.104044757237342,"Converged",FALSE,0.99,0.01
174,-1.74373051514335,1.24276069554367,-0.0867252161885555,"Converged",FALSE,0.99,0.01
175,-2.02953038611212,1.98599707279508,-0.118363608746548,"Converged",FALSE,0.99,0.01
176,-1.88294861523106,1.93783590996692,-0.0916356573454868,"Converged",TRUE,0.99,0.01
177,-2.17110095312373,1.24620484593425,-0.0226002337242123,"Converged",FALSE,0.99,0.01
178,-2.25910602121471,2.17738811852339,-0.0608798427183307,"Converged",FALSE,0.99,0.01
179,-1.40126880657051,0.652537340078064,-0.132262830927467,"Converged",FALSE,0.99,0.01
180,-1.8488049577881,1.70082175657894,-0.112736088537784,"Converged",FALSE,0.99,0.01
181,-2.11258078920554,1.89238681284571,-0.0769369464410897,"Converged",FALSE,0.99,0.01
182,-1.80003561070601,0.734336606846519,-0.0559939652337629,"Converged",TRUE,0.99,0.01
183,-1.31853481752367,0.488833626524311,-0.133471975916015,"Converged",TRUE,0.99,0.01
184,-2.34886838180369,2.62827267624843,-0.0625824223343941,"Converged",FALSE,0.99,0.01
185,-2.32232570383366,2.2268367781428,-0.0536823959280705,"Converged",FALSE,0.99,0.01
186,-1.33328061465255,0.0172700600483725,-0.117571948310528,"Converged",FALSE,0.99,0.01
187,-2.05972287450552,2.11782814352936,-0.0454022654769423,"Converged",FALSE,0.99,0.01
188,-2.38451837231031,2.10615845086461,-0.0576618389471039,"Converged",FALSE,0.99,0.01
189,-2.2406900574063,1.88279736050622,-0.057216704945944,"Converged",FALSE,0.99,0.01
190,-1.4186613538402,0.743261816514929,-0.123216556915784,"Converged",TRUE,0.99,0.01
191,-2.14500383954507,2.23554905420892,-0.0589952159089399,"Converged",FALSE,0.99,0.01
192,-1.95172533312961,2.201232070656,-0.120499375041527,"Converged",TRUE,0.99,0.01
193,-1.93509390471465,2.58008194357046,-0.135433697896413,"Converged",FALSE,0.99,0.01
194,-1.60137472153691,1.45380896736762,-0.160135481927885,"Converged",FALSE,0.99,0.01
195,-1.35381910143175,0.578824492288968,-0.174313910862144,"Converged",TRUE,0.99,0.01
196,-2.19171025682767,2.22515058397198,-0.066288584887205,"Converged",FALSE,0.99,0.01
197,-1.18183786693634,0.228353902185985,-0.106604580986698,"Converged",FALSE,0.99,0.01
198,-2.24530080105952,1.36004659619479,-0.0194903521421634,"Converged",FALSE,0.99,0.01
199,-2.05062066743296,1.69593842987423,-0.113731739395949,"Converged",FALSE,0.99,0.01
200,-1.76930614665385,1.25434602828226,-0.104542423584578,"Converged",TRUE,0.99,0.01
201,-2.23168342691638,3.45996840416434,-0.107298072775221,"Converged",FALSE,0.99,0.01
202,-2.27993505494688,2.51092780937469,-0.0451602215008811,"Converged",FALSE,0.99,0.01
203,-1.6512164536654,0.735639754551825,-0.0935996746675016,"Converged",TRUE,0.99,0.01
204,-1.51719458813751,0.682409260219585,-0.0929237168211048,"Converged",FALSE,0.99,0.01
205,-0.97277102328112,0.463415467011632,-0.183841437814225,"Converged",FALSE,0.99,0.01
206,-1.83153012307487,1.07253529743334,-0.0908126990471656,"Converged",FALSE,0.99,0.01
207,-2.4876385699457,3.03027523515692,-0.0375707434831292,"Converged",FALSE,0.99,0.01
208,-2.60170965058761,3.00082803476336,-0.0713199032538313,"Converged",FALSE,0.99,0.01
209,-1.76766211918748,1.19075115536026,-0.0840710684461596,"Converged",FALSE,0.99,0.01
210,-0.893215893116374,-0.959917443884172,-0.131963011357074,"Converged",FALSE,0.99,0.01
211,-1.6805646991405,1.34667473376714,-0.0968371949962133,"Converged",FALSE,0.99,0.01
212,-1.50405970230817,0.773589349195083,-0.102933710549323,"Converged",FALSE,0.99,0.01
213,-1.53239036916672,1.40672210825312,-0.142950198854291,"Converged",FALSE,0.99,0.01
214,-2.11756305287509,2.09985718489619,-0.0749603936685841,"Converged",FALSE,0.99,0.01
215,-1.73511803877901,1.59066850651765,-0.107799417107429,"Converged",FALSE,0.99,0.01
216,-1.86477708301293,1.63395433123365,-0.0809728795766485,"Converged",TRUE,0.99,0.01
217,-2.24402926327707,1.96311324852698,-0.0342178844278617,"Converged",FALSE,0.99,0.01
218,-1.6430104586473,2.22637994936278,-0.214355025445056,"Converged",FALSE,0.99,0.01
219,-2.47625534710522,3.00413293193179,-0.0584646812776641,"Converged",FALSE,0.99,0.01
220,-1.84675256465042,1.2473379929128,-0.0835040851706761,"Converged",FALSE,0.99,0.01
221,-1.56129155906038,0.0593960514668365,-0.0598884039621414,"Converged",FALSE,0.99,0.01
222,-1.40742786531631,1.02434920081977,-0.132334129419588,"Converged",TRUE,0.99,0.01
223,-1.92928949811894,1.012497313563,-0.001766192721404,"Converged",FALSE,0.99,0.01
224,-1.83031663992725,1.64655423741115,-0.104820953819975,"Converged",FALSE,0.99,0.01
225,-1.54093274055366,1.67247000384557,-0.16683203470152,"Converged",TRUE,0.99,0.01
226,-1.44602969609254,1.08106624319448,-0.113830210594522,"Converged",FALSE,0.99,0.01
227,-2.18768040494075,2.42364991676729,-0.0950111047482578,"Converged",FALSE,0.99,0.01
228,-1.83103448469579,2.13883457183878,-0.116376135622642,"Converged",FALSE,0.99,0.01
229,-1.28198726359057,-0.479221465048239,-0.0896664425220364,"Converged",FALSE,0.99,0.01
230,-1.45733446655453,0.917328225652885,-0.167725012299557,"Converged",FALSE,0.99,0.01
231,-2.4706083623395,3.73882684033353,-0.124433315309247,"Converged",FALSE,0.99,0.01
232,-2.24671304131179,3.05802624262691,-0.0739075182374242,"Converged",FALSE,0.99,0.01
233,-1.37329906147747,0.691146193505417,-0.135915153225765,"Converged",TRUE,0.99,0.01
234,-1.57871560112626,0.89672486005137,-0.124851980338054,"Converged",FALSE,0.99,0.01
235,-1.43273921591996,0.969160311766519,-0.138626078480512,"Converged",FALSE,0.99,0.01
236,-1.03323611705753,0.336913046604885,-0.197842672142227,"Converged",TRUE,0.99,0.01
237,-1.70203252025157,0.821332752613995,-0.0612412356213726,"Converged",TRUE,0.99,0.01
238,-1.55651958698278,0.140868899413009,-0.0658754488656568,"Converged",TRUE,0.99,0.01
239,-1.77996152882691,0.722744873540169,-0.0631699849522043,"Converged",TRUE,0.99,0.01
240,-1.79343279554172,1.84300090346202,-0.113883625553813,"Converged",FALSE,0.99,0.01
241,-1.82131210644436,1.68831252506644,-0.0933420320764938,"Converged",FALSE,0.99,0.01
242,-1.65972139910041,1.62283993275141,-0.14693087982039,"Converged",FALSE,0.99,0.01
243,-1.46481712910428,1.46325333693059,-0.169904455972921,"Converged",FALSE,0.99,0.01
244,-1.57598761844685,0.378961947122891,-0.076415754606598,"Converged",FALSE,0.99,0.01
245,-2.74440194950452,3.91976670511795,-0.0999823742334799,"Converged",FALSE,0.99,0.01
246,-1.11238673939518,-1.08752271725981,-0.090884105083411,"Converged",FALSE,0.99,0.01
247,-2.30802229559247,2.33330483340124,-0.0606213267209205,"Converged",FALSE,0.99,0.01
248,-2.36134547209652,2.95465143317751,-0.118468686398772,"Converged",FALSE,0.99,0.01
249,-1.62658386384287,1.13178320669075,-0.142080043874017,"Converged",TRUE,0.99,0.01
250,-2.11202718451453,2.28098215568652,-0.0713107519349159,"Converged",FALSE,0.99,0.01
251,-2.06761775580668,2.13592657515716,-0.106446675048148,"Converged",FALSE,0.99,0.01
252,-1.93930517804326,2.62939411100697,-0.151254372414165,"Converged",TRUE,0.99,0.01
253,-1.16752748460871,-0.463273885627117,-0.113764037801649,"Converged",FALSE,0.99,0.01
254,-1.36112819146081,0.0705317696413078,-0.0892167338449475,"Converged",FALSE,0.99,0.01
255,-1.72430816016284,1.13229432656496,-0.110642683922267,"Converged",TRUE,0.99,0.01
256,-1.55151176913549,2.14238089872471,-0.17700999884861,"Converged",FALSE,0.99,0.01
257,-1.6619625721174,1.07896030920793,-0.110319850914491,"Converged",FALSE,0.99,0.01
258,-1.47868064023108,0.918931141208051,-0.127546344585275,"Converged",FALSE,0.99,0.01
259,-2.38160017753512,3.51384642774431,-0.0921819719739105,"Converged",FALSE,0.99,0.01
260,-1.83961547955287,2.55729548946898,-0.132277296963218,"Converged",FALSE,0.99,0.01
261,-1.83694123689888,2.21244441806996,-0.176274291998816,"Converged",FALSE,0.99,0.01
262,-1.79783129239831,1.44177766542723,-0.0781763137023692,"Converged",FALSE,0.99,0.01
263,-2.73804607533088,3.94508820949583,-0.0584734301077581,"Converged",FALSE,0.99,0.01
264,-1.63933768609918,1.33948408157508,-0.13600845725665,"Converged",TRUE,0.99,0.01
265,-2.05251457169267,1.82688356614319,-0.0786179106827992,"Converged",TRUE,0.99,0.01
266,-1.59700081948313,1.09696261612428,-0.0850692431097902,"Converged",TRUE,0.99,0.01
267,-1.91309559615842,1.55255413965076,-0.111784543240633,"Converged",FALSE,0.99,0.01
268,-1.3288403305119,0.390992128683202,-0.132825548029125,"Converged",TRUE,0.99,0.01
269,-1.79069457785205,1.36362327438785,-0.0912732981899178,"Converged",FALSE,0.99,0.01
270,-2.02039728092266,1.74826565000567,-0.087678372635411,"Converged",FALSE,0.99,0.01
271,-2.20015342493755,2.54089950246795,-0.0978499362649081,"Converged",TRUE,0.99,0.01
272,-1.59346457073554,0.73464795139061,-0.0761455077526907,"Converged",FALSE,0.99,0.01
273,-1.70747884629192,1.11727456424243,-0.101920958463156,"Converged",FALSE,0.99,0.01
274,-2.50708674309313,3.48590930261923,-0.11052360353815,"Converged",TRUE,0.99,0.01
275,-2.23311308831535,2.6191896616449,-0.0882505751396903,"Converged",FALSE,0.99,0.01
276,-1.82955334573385,1.03870001423053,-0.0733482404786057,"Converged",FALSE,0.99,0.01
277,-2.2005044040712,4.04211748609349,-0.178541199583264,"Converged",FALSE,0.99,0.01
278,-1.57616837347412,1.03135530694609,-0.130690773393913,"Converged",FALSE,0.99,0.01
279,-1.83966092066413,2.03850159936311,-0.115117729989214,"Converged",FALSE,0.99,0.01
280,-1.78416226705744,2.40470123550792,-0.171950992297875,"Converged",FALSE,0.99,0.01
281,-1.48204175279507,0.820169666187666,-0.144896959868042,"Converged",FALSE,0.99,0.01
282,-2.20249610441414,1.44130617721024,-0.0350659536872343,"Converged",FALSE,0.99,0.01
283,-1.43098185971069,1.39733757459745,-0.176884821440632,"Converged",FALSE,0.99,0.01
284,-1.85157430595708,1.35650987094027,-0.0597184198855238,"Converged",FALSE,0.99,0.01
285,-2.02764400312176,2.07419478131256,-0.108381243095015,"Converged",FALSE,0.99,0.01
286,-1.53976925176824,0.424230370901427,-0.0889743281295465,"Converged",FALSE,0.99,0.01
287,-1.72761016041922,1.29512870706193,-0.109578022713676,"Converged",FALSE,0.99,0.01
288,-2.0977959979157,2.66130998787343,-0.121332418405786,"Converged",TRUE,0.99,0.01
289,-1.89715180308842,1.79306682129529,-0.094132021383115,"Converged",FALSE,0.99,0.01
290,-1.87078935586971,0.718425427692579,-0.032548289266091,"Converged",TRUE,0.99,0.01
291,-1.82133773044044,1.20932706030935,-0.111246689616585,"Converged",FALSE,0.99,0.01
292,-1.20868748947491,0.186553792921479,-0.172885303905708,"Converged",FALSE,0.99,0.01
293,-2.69721365692557,2.60408096581086,-0.0254019036503105,"Converged",FALSE,0.99,0.01
294,-1.32925846235453,0.11382384145635,-0.0863804822539377,"Converged",FALSE,0.99,0.01
295,-1.60743565887265,-0.0336995340817539,-0.0312287570350751,"Converged",FALSE,0.99,0.01
296,-1.56087122752565,0.521628480232053,-0.0958994464222485,"Converged",FALSE,0.99,0.01
297,-1.73775341942548,1.22759040771733,-0.0726539528981093,"Converged",FALSE,0.99,0.01
298,-1.09969496595712,0.333191927630333,-0.182823864589933,"Converged",TRUE,0.99,0.01
299,-1.60122212050154,0.678834325179252,-0.0937889396486588,"Converged",TRUE,0.99,0.01
300,-2.03769067465092,2.10570761962484,-0.105452173582214,"Converged",FALSE,0.99,0.01
