"sim","bcc_beta0","bcc_beta1","bcc_beta2","bcc_conv_msg","bcc_data_resampled","audit_recovery"
87,-1.80444764304283,1.413078967228,-0.0890146173917167,"Converged",FALSE,0.25
88,-1.91060493583933,0.61971196426822,-0.0151201540524249,"Converged",FALSE,0.25
89,-1.75964077824144,1.47490432468648,-0.132133160548862,"Converged",FALSE,0.25
90,-1.88150389094565,1.28481483498781,-0.0802316733073368,"Converged",FALSE,0.25
91,-1.83761863458496,1.16096258825509,-0.0779789911508363,"Converged",FALSE,0.25
92,-1.81086982132165,1.60467770568326,-0.0955827135927783,"Converged",FALSE,0.25
93,-1.85578044147192,2.20267994400623,-0.148715390664484,"Converged",FALSE,0.25
94,-1.18664937738246,0.472265145490846,-0.15860288719039,"Converged",FALSE,0.25
95,-1.10833929789796,0.732083079721576,-0.222700721921738,"Converged",FALSE,0.25
96,-1.07328828166764,0.720801556095134,-0.208392995970919,"Converged",FALSE,0.25
97,-1.72714464278603,1.11890497608462,-0.0859368093881417,"Converged",FALSE,0.25
98,-1.86586604315698,1.91027873555025,-0.159470496068856,"Converged",FALSE,0.25
99,-1.83365441690643,1.72790711763314,-0.124375148458984,"Converged",TRUE,0.25
100,-1.68597060687186,0.417056747741389,-0.0563448159282904,"Converged",FALSE,0.25
101,-1.60824927715875,-0.177703538113831,-0.0504469829762249,"Converged",FALSE,0.25
102,-1.58407947264326,-0.299431611853732,-0.0515678174631642,"Converged",FALSE,0.25
103,-2.27399209390637,3.04234528766105,-0.13410627813268,"Converged",FALSE,0.25
104,-1.50802192908527,1.38720655553737,-0.176221950537387,"Converged",FALSE,0.25
105,-1.73746997499483,1.46557786502325,-0.0901406886181181,"Converged",FALSE,0.25
106,-2.50994358817388,2.94497748109835,-0.0561859521368214,"Converged",FALSE,0.25
107,-1.74645606544643,2.17736139528238,-0.202299539339297,"Converged",FALSE,0.25
108,-2.18652387276908,2.73319582055854,-0.147622530592445,"Converged",FALSE,0.25
109,-1.77880419521885,1.27956232469117,-0.115499038883141,"Converged",FALSE,0.25
110,-1.37594321616211,-0.0791231570181505,-0.0451729626937577,"Converged",FALSE,0.25
111,-1.53898024992361,0.885339135374174,-0.108394145078192,"Converged",TRUE,0.25
112,-1.80056386710928,1.0156326968341,-0.0987627572708407,"Converged",FALSE,0.25
113,-1.71591840285139,1.10570316835969,-0.0670687493513355,"Converged",FALSE,0.25
114,-3.16983259530515,3.81706158738915,-0.0260684149967818,"Converged",FALSE,0.25
115,-1.66072857326283,1.22288839037249,-0.0951464895439872,"Converged",FALSE,0.25
116,-1.96323575546239,1.70162663573399,-0.0897700975671806,"Converged",FALSE,0.25
117,-1.74509738395841,1.10880109858449,-0.103114074708873,"Converged",FALSE,0.25
118,-1.37148296900379,0.510519354808221,-0.115057093526826,"Converged",TRUE,0.25
119,-1.58348740366067,1.04770720482479,-0.137331344229088,"Converged",FALSE,0.25
120,-1.63661030038679,1.32334568799105,-0.134662993167261,"Converged",FALSE,0.25
121,-2.06145155822093,2.45169377490806,-0.117798678623006,"Converged",FALSE,0.25
122,-1.68165212157331,0.258708965145156,-0.0411168512852953,"Converged",FALSE,0.25
123,-1.1236307295497,0.81648513741738,-0.193405419211615,"Converged",FALSE,0.25
124,-1.76892022959522,1.23224559179565,-0.106259931184621,"Converged",FALSE,0.25
125,-1.48673471380688,1.93814697876984,-0.202736917302542,"Converged",FALSE,0.25
126,-1.37874180183378,0.521842504365659,-0.112728390419967,"Converged",FALSE,0.25
127,-1.71249788549797,1.11055375072446,-0.0878793991527618,"Converged",FALSE,0.25
128,-1.56007453254815,0.65790652066642,-0.108194324234872,"Converged",FALSE,0.25
129,-2.65553131634967,2.9724199062558,-0.095989150364362,"Converged",FALSE,0.25
130,-2.01635508228167,1.49154373768128,-0.0623848206976726,"Converged",FALSE,0.25
131,-1.71643062230878,2.47191928627921,-0.206108006556744,"Converged",FALSE,0.25
132,-2.15889133613258,2.02826976885105,-0.103090737738521,"Converged",FALSE,0.25
133,-1.38012331377494,-0.340651958188759,-0.0751057798455703,"Converged",FALSE,0.25
134,-1.6918824437783,2.10793619581691,-0.176871733716041,"Converged",FALSE,0.25
135,-1.52550300779863,1.83088757688477,-0.200276161983916,"Converged",FALSE,0.25
136,-1.84978497022628,0.72562644275563,-0.0385056825189337,"Converged",FALSE,0.25
137,-1.64697254740814,0.543217654635214,-0.0891025996994188,"Converged",FALSE,0.25
138,-1.58729051037574,0.89716200747089,-0.10746253391627,"Converged",FALSE,0.25
139,-2.41699833378341,2.76723060303874,-0.0928347392083931,"Converged",FALSE,0.25
140,-1.65095022896236,0.853272329189802,-0.0933305791506202,"Converged",FALSE,0.25
141,-1.41085730927521,0.239339610663156,-0.0920981709360136,"Converged",FALSE,0.25
142,-1.71628648654985,1.29749482862912,-0.114605588058652,"Converged",FALSE,0.25
143,-1.66801344696937,1.73094298800971,-0.14693879574147,"Converged",FALSE,0.25
144,-2.16254673171455,1.41743900928145,-0.0424502870152133,"Converged",FALSE,0.25
145,-1.51925454781339,1.14747654606508,-0.148258470952723,"Converged",FALSE,0.25
146,-1.84178852864425,1.77734849024128,-0.143736305146341,"Converged",FALSE,0.25
147,-2.27607754409917,1.53907663147817,-0.0354140197709974,"Converged",FALSE,0.25
148,-1.60846052496601,-0.121289515763261,-0.0598158075791391,"Converged",FALSE,0.25
149,-2.38807835713249,1.19769690306868,0.0308798517346574,"Converged",FALSE,0.25
150,-1.67908080884739,0.322788895875785,-0.0619679212535074,"Converged",FALSE,0.25
151,-2.17190377972668,2.10286873257021,-0.0826068954668465,"Converged",FALSE,0.25
152,-1.85481849419535,2.65920222635011,-0.159773137214539,"Converged",FALSE,0.25
153,-1.91575208328579,1.78529465093174,-0.0707881106204233,"Converged",FALSE,0.25
154,-2.06442434016335,2.4045130965358,-0.131033302965584,"Converged",FALSE,0.25
155,-1.91081041873558,1.22957309510594,-0.0905244493348281,"Converged",FALSE,0.25
156,-1.91897127472312,1.61169675002735,-0.136139837194738,"Converged",FALSE,0.25
157,-1.86739130042158,1.88388980312416,-0.0901034969754812,"Converged",FALSE,0.25
158,-1.82976579936808,0.403979090800794,-0.0506820973654033,"Converged",FALSE,0.25
159,-1.88027846816557,1.97210870872275,-0.152590181459963,"Converged",FALSE,0.25
160,-1.79618774839809,1.41074107865634,-0.0854929839699538,"Converged",FALSE,0.25
161,-1.67354143035659,0.736442475444647,-0.109922262630195,"Converged",FALSE,0.25
162,NA,NA,NA,"MAX_ITER reached",FALSE,0.25
163,-1.43616647725911,0.773829884637742,-0.121340892338254,"Converged",FALSE,0.25
164,-1.84727627787406,0.0813713941731285,0.00958987108726197,"Converged",FALSE,0.25
165,-1.46338129463936,1.64230518724254,-0.178056344082286,"Converged",FALSE,0.25
166,-2.38472716134591,2.68127606431991,-0.0843382458227912,"Converged",FALSE,0.25
167,-1.19792222043054,0.43690834901393,-0.197737619559404,"Converged",FALSE,0.25
168,-1.73269893831992,1.29477868587351,-0.136520508888532,"Converged",FALSE,0.25
169,-1.57788565898727,0.444513013012156,-0.0790898017061008,"Converged",FALSE,0.25
170,-2.44198828046247,3.00912130675863,-0.0939678421624537,"Converged",FALSE,0.25
171,-1.84430929985408,0.852004798080567,-0.0453158734372413,"Converged",FALSE,0.25
172,-1.19433188717145,0.526804638394126,-0.148417620324164,"Converged",FALSE,0.25
173,-2.73918055895009,2.36255731179183,0.042128047862764,"Converged",FALSE,0.25
174,-1.63081813459931,0.0261091587716376,-0.0586124543215889,"Converged",FALSE,0.25
175,-1.9328208275093,1.98172027336814,-0.108254263773715,"Converged",FALSE,0.25
176,-1.7144555334858,1.10629769956585,-0.107645734998359,"Converged",FALSE,0.25
177,-2.04152661953274,1.59923527904003,-0.0686160553682756,"Converged",TRUE,0.25
178,-1.76954245149367,1.68032909373871,-0.103295797902659,"Converged",FALSE,0.25
179,-1.78939739800396,-0.246338751243496,-0.0243403250424009,"Converged",FALSE,0.25
180,-1.03968211601163,0.249076498260609,-0.210541455413346,"Converged",FALSE,0.25
181,-1.62797994772544,0.540834656708307,-0.0553387098975186,"Converged",FALSE,0.25
182,-1.56044979477787,1.11090276476523,-0.113841252581096,"Converged",FALSE,0.25
183,-1.96155429505472,0.917699481875847,-0.0808631958222383,"Converged",FALSE,0.25
184,-1.18055324124411,0.23118517115463,-0.170685656352392,"Converged",FALSE,0.25
185,-1.94665285177014,1.10709270205964,-0.0705491331845958,"Converged",FALSE,0.25
186,-2.01738001995731,2.45354490677132,-0.101806465287539,"Converged",FALSE,0.25
187,NA,NA,NA,"MAX_ITER reached",FALSE,0.25
188,-2.40635381191483,2.39741952656586,-0.0987459892374443,"Converged",FALSE,0.25
189,-1.77380488307315,0.856975297045561,-0.0763592734628344,"Converged",FALSE,0.25
190,-2.17519330550779,2.21519020483058,-0.0867429353128014,"Converged",FALSE,0.25
191,-1.41054300522403,0.998105478773436,-0.158302638290136,"Converged",FALSE,0.25
192,-1.523098705933,0.466804462861252,-0.113479003913093,"Converged",FALSE,0.25
193,-1.51348595517487,0.59432208390804,-0.0920669547875862,"Converged",FALSE,0.25
194,-2.03208649631188,1.20449849442095,-0.0243112388242478,"Converged",FALSE,0.25
195,-1.74171814723742,1.35628667491389,-0.114798332898705,"Converged",FALSE,0.25
196,-1.31245169399701,1.14728984721776,-0.210825167071288,"Converged",FALSE,0.25
197,-1.85093919513609,0.258890460430018,-0.0273051271585279,"Converged",FALSE,0.25
198,-1.29296131443433,0.865802758398669,-0.163065857630339,"Converged",FALSE,0.25
199,-1.66270206817477,1.22493452678244,-0.100684444790961,"Converged",TRUE,0.25
200,-1.49687227414333,0.364945481963621,-0.0908136631082936,"Converged",FALSE,0.25
201,-1.84880801406044,0.984793813366737,-0.0848408078144613,"Converged",FALSE,0.25
202,-1.37691956710605,0.228930510837105,-0.106736137929357,"Converged",FALSE,0.25
203,-1.6193476651644,1.24361411983247,-0.103285048391003,"Converged",FALSE,0.25
204,-1.8197305621885,1.61415768131319,-0.128431444695614,"Converged",FALSE,0.25
205,-1.63492455445822,1.01384630707481,-0.096979860296464,"Converged",FALSE,0.25
206,-1.73773275149935,1.2650456601234,-0.136996020615863,"Converged",FALSE,0.25
207,-1.07877059393065,0.546123783030461,-0.189668445214405,"Converged",FALSE,0.25
208,-2.11367942981565,1.52220282666784,-0.0679909239313374,"Converged",FALSE,0.25
209,-2.31265645810614,2.28703199038706,-0.0399667194963206,"Converged",FALSE,0.25
210,-1.93380950194648,1.51127571748556,-0.0816514222463934,"Converged",FALSE,0.25
211,-1.6350871204219,-0.0921337736903484,-0.0269570027195887,"Converged",FALSE,0.25
212,-1.672426402197,0.993053927224724,-0.10240777284036,"Converged",FALSE,0.25
213,-1.99756648731578,1.76333443282203,-0.107478014925983,"Converged",FALSE,0.25
214,-2.01357996030209,1.146734722183,-0.0560584040405444,"Converged",FALSE,0.25
215,-1.76047665458044,1.68472386420163,-0.127944508284249,"Converged",FALSE,0.25
216,-1.40583270777285,0.868784321263588,-0.149149950847059,"Converged",FALSE,0.25
217,-1.8963884685841,1.49149092542279,-0.111996480705378,"Converged",FALSE,0.25
218,-1.87115305115978,1.97524728558411,-0.140183592720333,"Converged",FALSE,0.25
219,-1.34624544941626,0.244122718287626,-0.112386538495043,"Converged",FALSE,0.25
220,-0.961607958055928,0.562168370664049,-0.219511488325795,"Converged",FALSE,0.25
221,-1.38108592202036,0.463257761979554,-0.145066339849106,"Converged",FALSE,0.25
222,-1.92045674238709,1.10597020666384,-0.0164069897024893,"Converged",FALSE,0.25
223,-1.8883385430932,1.34160297505298,-0.0941954061602943,"Converged",FALSE,0.25
224,-1.93776603016503,2.03468902276141,-0.145233836240996,"Converged",FALSE,0.25
225,-1.91887919513235,1.69720361482252,-0.107403133253903,"Converged",FALSE,0.25
226,-2.11913587562384,2.39335388886862,-0.181975605658589,"Converged",FALSE,0.25
227,-1.99571055792076,1.32429196244312,-0.0682659600379572,"Converged",FALSE,0.25
228,-1.77197286113382,1.19044102980385,-0.0901262884041066,"Converged",FALSE,0.25
229,-1.98384121761246,0.926746419708038,-0.0207565661412434,"Converged",FALSE,0.25
230,-1.86808210309343,2.21433201054686,-0.157575807995708,"Converged",FALSE,0.25
231,-1.94524917806636,1.32579782374536,-0.0603438305367996,"Converged",FALSE,0.25
232,-2.20193939156406,1.79025819495421,-0.0516315191473216,"Converged",FALSE,0.25
233,-2.20603412766092,1.44684279329292,-0.0323140544898282,"Converged",TRUE,0.25
234,-2.62249904082392,3.73027175024144,-0.0961315569912462,"Converged",FALSE,0.25
235,-1.53999401688692,0.882845157681977,-0.10249028513423,"Converged",FALSE,0.25
236,-1.68679587865232,1.47318275002897,-0.120195380862444,"Converged",FALSE,0.25
237,-1.90497285220367,1.41910090726274,-0.0831410149174913,"Converged",FALSE,0.25
238,-2.28105186247494,2.5788250828429,-0.100253553724089,"Converged",FALSE,0.25
239,-2.88745593490673,2.60041087360232,-0.0140520183049884,"Converged",FALSE,0.25
240,-1.43776921791787,1.11548327662836,-0.114590456050574,"Converged",FALSE,0.25
241,-1.68672455666461,1.90030110916138,-0.172583963782714,"Converged",FALSE,0.25
242,-1.81812140887064,1.39214019168032,-0.0880070890605395,"Converged",FALSE,0.25
243,-1.72951893825666,1.40329886248855,-0.136059993624099,"Converged",FALSE,0.25
244,-1.05979104878827,-0.261572407330068,-0.133014279198107,"Converged",FALSE,0.25
245,-1.81133428095965,1.6533243815095,-0.105603633911716,"Converged",FALSE,0.25
246,-1.68017101874449,0.893051632620674,-0.0958783112293705,"Converged",TRUE,0.25
247,-1.55565388694941,1.14127310044209,-0.125288291412563,"Converged",FALSE,0.25
248,-0.982175271590198,0.684668027262811,-0.209084685775349,"Converged",FALSE,0.25
249,-1.20099296998155,0.0448215671488472,-0.136805368191749,"Converged",FALSE,0.25
250,-2.00652636758311,0.631555907712015,-0.0128180130916967,"Converged",FALSE,0.25
251,-1.94053235196575,1.81461367324545,-0.142396037750627,"Converged",FALSE,0.25
252,-1.36089712598005,-0.0398075067296951,-0.0846641974821194,"Converged",FALSE,0.25
253,-2.12320495125635,0.911860766859835,0.00939834908767203,"Converged",FALSE,0.25
254,-2.24344295723254,2.01651026494646,-0.0231725747269688,"Converged",FALSE,0.25
255,-2.25730563331068,1.93521654232391,-0.0432548727288482,"Converged",TRUE,0.25
256,-1.32597256691154,0.752362923619318,-0.179611397675737,"Converged",FALSE,0.25
257,-2.11884090739516,1.53869654097805,-0.0506879610161447,"Converged",FALSE,0.25
258,-1.45940313181344,1.21937537660094,-0.163561571018665,"Converged",FALSE,0.25
259,-2.44418104390155,2.71081292590224,-0.0948867860871393,"Converged",FALSE,0.25
260,-2.26873899282803,2.10965395029155,-0.0629192294625854,"Converged",FALSE,0.25
261,-1.80592624579666,1.39951398034931,-0.129366704791909,"Converged",FALSE,0.25
262,NA,NA,NA,"MAX_ITER reached",TRUE,0.25
263,-1.7169724503879,0.874818819012605,-0.0786040755446175,"Converged",FALSE,0.25
264,-1.96477738777277,1.69421931371232,-0.0980658708796379,"Converged",FALSE,0.25
265,-1.90655837393382,1.89823689667454,-0.111941887667047,"Converged",FALSE,0.25
266,-2.2822931329272,1.98469697621393,-0.0551321050621845,"Converged",FALSE,0.25
267,-1.67777271414674,1.15389160707391,-0.127831851834559,"Converged",FALSE,0.25
268,-1.6225003585384,0.504288096071776,-0.0845245257386347,"Converged",FALSE,0.25
269,-1.74181784844828,1.15702513861482,-0.084731749208252,"Converged",FALSE,0.25
270,-1.6056652234776,1.22864165982561,-0.121615553421256,"Converged",FALSE,0.25
271,-1.46790167481782,0.379868210170253,-0.0799585374706812,"Converged",FALSE,0.25
272,-2.02960749598216,2.40728994423435,-0.128655976609671,"Converged",FALSE,0.25
273,-1.93479039205514,1.73856765628894,-0.0871380890781824,"Converged",FALSE,0.25
274,-2.54937684087548,2.46617665449332,-0.0442968103431175,"Converged",FALSE,0.25
275,-2.24108281347791,2.07513537770319,-0.0572229185129083,"Converged",FALSE,0.25
276,-1.57730046140812,0.639601779991181,-0.120805630564238,"Converged",FALSE,0.25
277,-2.10811566371927,1.45895422996787,-0.0483587440389183,"Converged",FALSE,0.25
278,-1.65340936664575,0.0507801193195931,-0.0500276234693073,"Converged",FALSE,0.25
279,-2.17030513136548,1.79626238541605,-0.0608418203467815,"Converged",FALSE,0.25
280,-1.63191672187896,1.41907046464296,-0.128152247684538,"Converged",FALSE,0.25
281,-1.56634146390646,0.725851351254871,-0.142399230715319,"Converged",FALSE,0.25
282,-1.37383769431038,1.20516132758752,-0.198155531172565,"Converged",FALSE,0.25
283,-1.95043344178573,2.26132952291637,-0.140474980175426,"Converged",FALSE,0.25
284,-1.10732238852729,0.560169327627581,-0.183920794555838,"Converged",FALSE,0.25
285,-1.79215785321364,1.31397591221403,-0.107856806884227,"Converged",FALSE,0.25
286,-1.89929943321791,1.19137863199841,-0.0826903516406159,"Converged",FALSE,0.25
287,-1.4129237264242,1.30834869366564,-0.1720423468359,"Converged",FALSE,0.25
288,-1.73498036826389,1.40255496769516,-0.137420594180754,"Converged",FALSE,0.25
289,-1.3691381514621,-0.0214183750694645,-0.0452691979773477,"Converged",FALSE,0.25
290,-1.5033188308305,0.818136462901598,-0.139852423694584,"Converged",FALSE,0.25
291,-2.00895295997328,0.884816287643438,-0.0331794549251331,"Converged",FALSE,0.25
292,-1.48360154614707,0.374184209158028,-0.0988472308386223,"Converged",FALSE,0.25
293,-1.32509467130442,0.506063843296561,-0.12310547740635,"Converged",FALSE,0.25
294,-1.72953679876477,0.263342337289109,-0.0346239686514827,"Converged",FALSE,0.25
295,-1.27895643397506,0.347997003735528,-0.121098298739964,"Converged",FALSE,0.25
296,-1.67885895463087,1.62560853772446,-0.120791859601038,"Converged",FALSE,0.25
297,-1.54939572832783,1.04653095715818,-0.150633471955737,"Converged",FALSE,0.25
298,-1.44870463295745,0.702594336453281,-0.149984725287412,"Converged",FALSE,0.25
299,-1.40711068072833,-0.280820923396159,-0.0445609493866857,"Converged",FALSE,0.25
300,-1.16499746342529,0.616592327604529,-0.1976361673879,"Converged",FALSE,0.25
301,-2.06018517473093,2.47141888187577,-0.158080945931612,"Converged",FALSE,0.25
302,-1.55201633786533,1.52679185188655,-0.140116125645768,"Converged",FALSE,0.25
303,-2.17554295137901,2.04689215345012,-0.0799111377816398,"Converged",FALSE,0.25
304,-1.35819617513995,0.991500601786279,-0.179700607265789,"Converged",FALSE,0.25
305,-2.49314859672422,2.32505227757727,-0.0180739520628597,"Converged",FALSE,0.25
306,-2.08551026436506,1.81616649889532,-0.122599666708262,"Converged",FALSE,0.25
307,-1.63718198174544,1.14388692171621,-0.120616961406346,"Converged",TRUE,0.25
308,-1.17968962521878,-0.182121372489901,-0.0851510740317478,"Converged",FALSE,0.25
309,-1.1402334143286,0.661008184217783,-0.171567461971971,"Converged",FALSE,0.25
310,-1.2669713435799,0.48758025329671,-0.163299683602056,"Converged",TRUE,0.25
311,-1.99079734334368,1.28013282729561,-0.0788319708905318,"Converged",FALSE,0.25
312,-2.28608751288214,2.07661601457734,-0.0720768292869819,"Converged",FALSE,0.25
313,-2.44241487787735,2.36455944989342,-0.0632869605862122,"Converged",FALSE,0.25
314,-2.01112725693929,2.0941288125211,-0.13660139649902,"Converged",FALSE,0.25
315,-1.99494407398832,1.27725901408804,-0.033520157633268,"Converged",FALSE,0.25
316,-2.0947471987282,1.51475996682632,-0.0299009544681426,"Converged",FALSE,0.25
317,-2.01161398589623,2.15478030029816,-0.123144448168408,"Converged",FALSE,0.25
318,-1.71964948885098,1.07289434382198,-0.115353643294716,"Converged",FALSE,0.25
319,-2.08670666020923,1.83359401972276,-0.091689084662037,"Converged",FALSE,0.25
320,-1.17606368750155,0.355317061916089,-0.148503255807138,"Converged",FALSE,0.25
321,-1.77641883323489,1.80848126084029,-0.126520897278861,"Converged",FALSE,0.25
322,-1.47951296687982,0.672307395718995,-0.118949789476115,"Converged",FALSE,0.25
323,-1.58612400163059,0.483367323534987,-0.0774917923788428,"Converged",FALSE,0.25
324,-1.38241255572904,0.0676420740818819,-0.0934650263961168,"Converged",FALSE,0.25
325,-1.80748967350851,1.27263975558989,-0.0935242024887402,"Converged",TRUE,0.25
326,-1.85362867542351,1.57536713627445,-0.132803802892434,"Converged",FALSE,0.25
