"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_data_resampled","audit_recovery"
1,-2.14370183277055,3.12561376631607,-0.132070436548964,"Converged",FALSE,0.9
2,-1.57732127061214,0.915537019927816,-0.105257059842694,"Converged",FALSE,0.9
3,-1.86231291129115,0.599065759732333,-0.0472193630295882,"Converged",FALSE,0.9
4,-1.98527394097593,1.96696401115628,-0.099470543661466,"Converged",FALSE,0.9
5,-2.00905654031109,2.84404809040378,-0.139435726286139,"Converged",FALSE,0.9
6,-2.00103708142871,2.24192804615947,-0.104278241487014,"Converged",FALSE,0.9
7,-1.90620855883621,1.3676615183925,-0.10224199825516,"Converged",FALSE,0.9
8,-2.98967856249654,5.1656182739222,-0.0749122950530846,"Converged",FALSE,0.9
9,-2.59714506905343,4.41066156166779,-0.136484415125145,"Converged",FALSE,0.9
10,-1.72419369096391,1.3750268240914,-0.0891442165267289,"Converged",FALSE,0.9
11,-2.48585600969712,2.62160550957344,-0.0303228618179779,"Converged",FALSE,0.9
12,-1.86991503852559,2.63676589192738,-0.150038133857771,"Converged",FALSE,0.9
13,-2.5131095995986,3.26517064700091,-0.0989657689556344,"Converged",FALSE,0.9
14,-1.25173380910308,0.0188464630437676,-0.104995499088006,"Converged",FALSE,0.9
15,-1.06830239302051,0.0392597606207917,-0.146793590277529,"Converged",FALSE,0.9
16,-2.32736353075461,1.63286247681604,-0.0208542219547538,"Converged",TRUE,0.9
17,-1.86241389505756,1.98627172667525,-0.15484584717127,"Converged",FALSE,0.9
18,-2.56767084267491,3.87007049946038,-0.105595454246343,"Converged",FALSE,0.9
19,-2.99896592471916,5.5054192909095,-0.118036977198394,"Converged",FALSE,0.9
20,-1.47883384893863,0.632982758067259,-0.110858428740192,"Converged",FALSE,0.9
21,-2.16899143915937,2.39654351839735,-0.0725176076576863,"Converged",FALSE,0.9
22,-1.84503681426569,1.58431350133889,-0.0903725114065049,"Converged",FALSE,0.9
23,-2.00951988882515,2.78706386592818,-0.181163832218842,"Converged",FALSE,0.9
24,-2.13120753305274,2.01356247879681,-0.085166487830885,"Converged",FALSE,0.9
25,-2.07114160306341,1.70698804013896,-0.067286350852213,"Converged",FALSE,0.9
26,-1.73282497129374,1.16756890296075,-0.0844519375607296,"Converged",FALSE,0.9
27,-2.01075755213465,1.87495767002743,-0.101443052154045,"Converged",FALSE,0.9
28,-2.63354531010851,3.49121544140506,-0.0617689155467951,"Converged",FALSE,0.9
29,-1.959123692719,1.33707040912092,-0.0764825152300846,"Converged",FALSE,0.9
30,-2.01922138197569,3.78339700939876,-0.222124131262891,"Converged",FALSE,0.9
