"sim","strat10_beta0","strat10_beta1","strat10_beta2","strat10_conv_msg","strat10_resampled_V","strat25_beta0","strat25_beta1","strat25_beta2","strat25_conv_msg","strat25_resampled_V","strat50_beta0","strat50_beta1","strat50_beta2","strat50_conv_msg","strat50_resampled_V","strat75_beta0","strat75_beta1","strat75_beta2","strat75_conv_msg","strat75_resampled_V","strat90_beta0","strat90_beta1","strat90_beta2","strat90_conv_msg","strat90_resampled_V","tpr","fpr"
1,-1.51905969529738,2.61838620097263,-0.0209274250587174,"Converged",FALSE,-1.5444770725718,2.49333748885322,-0.0205918820297263,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-1.04102760497675,1.13650358542407,-0.0213851151653601,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
2,-2.30376132520346,0.991655403000877,0.00744490336369753,"Converged",FALSE,-2.29223738179078,0.996280899312884,0.00736177322279851,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-2.18949076558616,0.699899967708329,0.00706792229618056,"Converged",FALSE,-2.21827433621192,0.754335133578145,0.0072362713738595,"Converged",FALSE,0.99,0.01
3,-1.24452921283622,0.592307654773018,-0.0139588192488099,"Converged",FALSE,-1.43468751712594,1.23778282647927,-0.0140547388097814,"Converged",FALSE,-1.4329175711357,1.11915084268542,-0.0137083173030556,"Converged",FALSE,-1.32697055766829,0.87913304491117,-0.0138352385349258,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
4,-0.51559521143358,0.867269827312717,-0.0310064003256768,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,-0.330972455973577,0.274723786254116,-0.0309796340679818,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
5,-2.04993836655366,-0.00227263569879551,0.00653990674243997,"Converged",FALSE,-1.76141710853008,-0.863168708305388,0.00636222698106001,"Converged",FALSE,-2.13512907196194,0.248116911470715,0.00664273326129203,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
6,-1.0535209691218,-0.446852459053159,-0.0116844915492256,"Converged",FALSE,-1.26026455757541,0.128687017311661,-0.0112348346184066,"Converged",FALSE,-1.16022828561535,-0.140967532951042,-0.0114195280860947,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
7,-1.89524206667664,1.311300990593,-0.00686431265226382,"Converged",FALSE,-1.93717840781232,1.57672406447479,-0.00728899790077825,"Converged",FALSE,-1.87406600199514,1.32352104608021,-0.00735062389129402,"Converged",FALSE,-1.7645245269984,0.965463046492584,-0.00731832542878116,"Converged",FALSE,NA,NA,NA,"MLEs in Wave 1 Didn't Converge",FALSE,0.99,0.01
8,0.622714799977482,-0.238640420085933,-0.0483502925111554,"Converged",FALSE,0.38407953426666,0.482311563324291,-0.0482022471586242,"Converged",FALSE,0.494227637895534,0.152793402393751,-0.0482823816037324,"Converged",FALSE,0.442417744787102,0.325595293137827,-0.0483032891913926,"Converged",FALSE,0.748504968859839,-0.589537526672409,-0.0485994642281735,"Converged",FALSE,0.99,0.01
9,-2.06715444330539,1.63626731608112,-0.00355951468126278,"Converged",FALSE,-1.69008426876163,0.318120631117471,-0.00288790813582732,"Converged",FALSE,-1.83423707683288,0.809141361241314,-0.00318580816538139,"Converged",FALSE,-2.26503043469528,2.17505412280325,-0.00335980434255899,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
10,-2.11720877917149,1.85085864487836,-0.00405997456525575,"Converged",FALSE,-1.81537465249409,1.08773546135406,-0.00496811677849476,"Converged",FALSE,-1.93686622735375,1.33266726399092,-0.00489588379642407,"Converged",FALSE,-2.02247698989444,1.61742248445301,-0.00483010256406141,"Converged",FALSE,NA,NA,NA,"B-spline error",FALSE,0.99,0.01
